zip,percent_change_house,percent_change_income,percent_change_rent,index_change,percent_change_public_tranp,percent_change_population,percent_change_white,outcome
92154,0.704797048,0.4,0.799,0.32,-0.20338983100000002,0.261,0.573,0
95060,0.5605954870000001,0.15,0.626,0.42,-0.09677419400000001,0.092,0.011000000000000001,1
94536,0.6190476189999999,0.32,0.349,0.4,0.74137931,0.063,-0.322,0
95127,0.346559206,0.12,0.34,0.2,0.151515152,0.064,-0.152,1
95219,0.477724101,0.49,0.585,0.27,-0.41666666700000005,0.484,-0.115,0
90027,0.891247936,0.58,0.884,1.07,0.037383177999999996,-0.055,0.07400000000000001,0
91977,0.846478025,0.31,0.6729999999999999,0.21,-0.2,0.06,0.237,0
94901,0.467888175,0.28,0.446,0.04,-0.132352941,0.045,-0.08900000000000001,1
93906,0.29281768,0.12,0.545,-0.01,-0.8125,0.17800000000000002,0.451,1
92646,0.94340857,0.25,0.607,0.37,-0.428571429,-0.018000000000000002,-0.031,0
