ZCTA5,Median Income 2000,Inflation Adjusted 2000,Median Income 2014,Percent Change,Gentrified,Auto Customization,Auto Loan Providers,Auto Parts Supplies,Auto Repair,Barbers,Barre Classes,Bars,Beer Gardens,Bespoke,Bikes,Blowout Services,Body Shops,Boot Camps,Breakfast/Brunch,Breweries,Cafes,Cannabis Clinics,Cannabis Dispensaries,Cannabis Referrals,Car Shares,Cocktail Bars,Coffee,Coffee Roasteries,Cycling Classes,Discount Store,Distilleries,Dive Bars,Dog Parks,Doulas,Empanadas,Food Banks,Galleries,Guns and Ammo,Gyms,Hairstylists,Health Markets,Homeless Shelters,Intl Grocery,Juice Bars,Kombucha,Mexican,Movie Theaters,Music Venues,Organic Stores,Paint And Sip,Pawn,Pets,Pilates,Public Art,Pubs,Skate Parks,Tattoo,Theater,Thrift Stores,Vape Shops,Vegan,Vegetarian,Vintage,Wine Bars,Yoga
97214,35013,48132.30148,52440,0.08949704,N,null,null,1,null,null,0,26,0,0,17,null,8,0,25,4,6,8,3,1,null,8,46,0,0,null,null,10,0,1,null,0,20,0,null,null,4,1,0,6,0,27,1,7,0,0,0,null,null,null,9,0,0,null,7,0,13,3,22,7,13
97215,48262,66345.67543,68016,0.025176088,N,null,null,0,null,null,0,4,1,0,1,null,2,0,5,0,4,0,0,0,null,0,12,0,0,null,null,7,0,0,null,0,2,0,null,null,0,0,0,2,0,5,0,0,0,0,0,null,null,null,6,0,0,null,0,0,0,2,5,1,8
97216,38066,52329.25451,44919,-0.141608257,N,null,null,0,null,null,0,1,0,0,1,null,9,0,3,0,3,2,0,0,null,0,4,0,0,null,null,2,0,0,null,0,0,0,null,null,0,0,0,0,0,8,0,0,0,0,0,null,null,null,2,0,0,null,0,0,0,0,1,0,0
97217,38442,52846.14096,53704,0.016233144,N,null,null,0,null,null,0,16,0,0,3,null,2,1,13,0,4,5,3,0,null,4,19,0,0,null,null,3,1,0,null,0,3,0,null,null,2,0,0,0,1,22,0,4,0,0,1,null,null,null,9,0,0,null,0,0,6,0,5,4,3
97218,37011,50878.9481,48448,-0.047779056,N,null,null,0,null,null,0,6,0,0,2,null,3,0,5,0,2,1,0,0,null,0,10,2,0,null,null,0,1,0,null,0,2,0,null,null,0,0,0,0,0,8,0,0,0,0,0,null,null,null,4,0,0,null,0,0,0,0,0,1,1
97219,58461,80366.22045,77598,-0.034445075,N,null,null,0,null,null,0,3,0,0,2,null,3,0,4,0,4,7,4,0,null,0,12,0,0,null,null,1,1,1,null,1,0,1,null,null,0,0,0,0,0,8,0,0,0,0,0,null,null,null,5,0,0,null,0,0,2,0,1,0,3
97220,39649,54505.40146,46908,-0.139388047,N,null,null,0,null,null,0,9,0,0,2,null,4,0,4,0,1,5,4,0,null,0,9,0,0,null,null,3,0,0,null,0,0,0,null,null,0,0,1,2,0,13,0,0,0,0,3,null,null,null,1,1,0,null,2,0,0,0,1,0,0
97221,65229,89670.17659,92174,0.027922588,N,null,null,0,null,null,0,0,0,0,0,null,1,0,0,0,1,2,1,0,null,0,3,0,0,null,null,0,0,0,null,0,1,0,null,null,0,0,0,0,0,2,0,0,0,0,0,null,null,null,0,0,0,null,1,0,0,0,0,0,0
97222,40899,56223.77397,49558,-0.118557925,N,null,null,0,null,null,0,0,0,0,1,null,2,0,5,0,3,1,0,0,null,0,15,0,0,null,null,0,0,0,null,0,1,1,null,null,1,0,0,0,0,10,0,0,0,0,0,null,null,null,3,0,0,null,4,1,1,0,1,1,0
97223,52527,72208.76245,65109,-0.098322727,N,null,null,0,null,null,0,4,0,0,2,null,5,0,0,3,2,2,0,0,null,0,24,0,0,null,null,0,3,0,null,0,2,3,null,null,2,0,1,2,0,14,0,1,0,1,2,null,null,null,8,0,1,null,5,0,0,0,2,0,1
97225,53020,72886.48857,72010,-0.012025392,N,null,null,0,null,null,0,2,0,0,0,null,2,2,3,0,1,0,1,0,null,0,8,0,1,null,null,0,0,0,null,0,1,0,null,null,0,0,0,0,0,5,0,0,0,0,0,null,null,null,4,0,0,null,1,0,0,0,2,0,0
97227,27432,37710.71585,44342,0.175846149,Y,null,null,0,null,null,1,8,1,0,4,null,1,0,6,3,6,1,0,0,null,1,7,1,0,null,null,2,0,0,null,0,3,0,null,null,0,0,0,0,0,8,0,6,1,0,0,null,null,null,5,0,0,null,0,0,3,0,3,2,2
97229,70082,96341.58604,98303,0.020358954,N,null,null,0,null,null,1,0,0,0,0,null,3,1,2,0,0,0,0,0,null,0,8,0,1,null,null,2,1,0,null,0,1,0,null,null,2,0,0,1,0,8,0,0,0,0,0,null,null,null,1,0,0,null,0,0,1,0,4,3,3
97230,41262,56722.78935,46237,-0.184860256,N,null,null,0,null,null,0,3,0,0,0,null,3,0,0,0,0,5,0,0,null,0,7,0,0,null,null,1,0,0,null,0,0,0,null,null,0,0,0,0,0,7,0,0,0,0,0,null,null,null,2,0,0,null,3,0,0,0,0,0,0
97231,65164,89580.82122,85481,-0.04576673,N,null,null,0,null,null,0,0,0,0,0,null,0,0,0,0,0,0,0,0,null,0,1,0,0,null,null,0,0,0,null,0,0,0,null,null,0,0,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,null,0,0,0,0,0,0,0
97232,35755,49152.3274,45671,-0.070827316,N,null,null,0,null,null,2,9,0,0,1,null,6,3,10,1,5,7,1,0,null,5,34,0,1,null,null,6,0,2,null,0,5,0,null,null,2,0,0,1,0,11,0,2,0,0,0,null,null,null,3,0,0,null,7,0,7,2,7,5,8
97233,35291,48514.46752,39150,-0.193024226,N,null,null,0,null,null,0,4,0,0,0,null,3,0,0,0,2,1,1,0,null,0,6,0,0,null,null,0,0,0,null,0,0,0,null,null,2,0,0,0,0,23,0,0,0,0,3,null,null,null,1,0,0,null,0,0,0,0,0,0,0
97236,43515,59819.98397,40907,-0.316164979,N,null,null,0,null,null,0,5,0,0,0,null,2,0,0,0,1,5,0,0,null,0,4,0,0,null,null,1,0,0,null,0,0,0,null,null,0,0,1,0,0,8,0,2,0,0,3,null,null,null,3,0,0,null,0,0,0,0,1,0,0
97266,37234,51185.50576,36772,-0.281593501,N,null,null,0,null,null,0,5,0,0,2,null,14,0,2,0,1,5,2,0,null,0,11,0,0,null,null,3,0,0,null,0,0,0,null,null,0,0,3,3,0,25,0,0,0,0,1,null,null,null,2,0,0,null,4,0,2,0,1,0,0
