zip,Average Education Index 2000,Average Education Index 2014,Index Change,Median Cost for House 2000,Median Cost for House 2014,Change in Cost for House,Median Income 2000,Median Income 2014,Income Change,Median Rent 2000,Median Rent 2014,Rent Change,Take Public Transp % in 2000,Take Public Transp % in 2014,Take Public Transp % Change,Total Population % in 2000,Total Population % in 2014,Total Population % Change,White Population % in 2000,White Population % in 2014,White Population % Change,Outcome
93103,13.23,13.38,0.15000000000000036,2130.0,3225.0,1095.0,47625.0,67383.0,19758.0,917.0,1573.0,656.0,0.055999999999999994,0.053,-0.0029999999999999957,20877.0,20271.0,-606.0,0.654,0.669,0.015000000000000013,
90008,13.22,13.38,0.16000000000000014,1597.0,2354.0,757.0,30472.0,36180.0,5708.0,623.0,1032.0,409.0,0.11,0.139,0.029000000000000012,30840.0,33012.0,2172.0,0.061,0.122,0.061,
92833,13.22,13.84,0.6199999999999992,1489.0,2495.0,1006.0,50929.0,67019.0,16090.0,790.0,1407.0,617.0,0.031,0.037000000000000005,0.006000000000000005,46099.0,53309.0,7210.0,0.535,0.40299999999999997,-0.13200000000000006,
94110,13.22,14.51,1.2899999999999991,1767.0,3182.0,1415.0,53795.0,84488.0,30693.0,882.0,1447.0,565.0,0.363,0.377,0.014000000000000012,74633.0,71422.0,-3211.0,0.524,0.608,0.08399999999999996,
91791,13.22,13.57,0.34999999999999964,1612.0,2435.0,823.0,56216.0,70841.0,14625.0,816.0,1266.0,450.0,0.040999999999999995,0.033,-0.007999999999999993,30442.0,33174.0,2732.0,0.51,0.436,-0.07400000000000001,
95370,13.2,13.67,0.47000000000000064,1135.0,1662.0,527.0,37714.0,48912.0,11198.0,608.0,926.0,318.0,0.009000000000000001,0.004,-0.005000000000000001,25331.0,26904.0,1573.0,0.9309999999999999,0.903,-0.027999999999999914,
95969,13.2,13.67,0.47000000000000064,941.0,1388.0,447.0,31826.0,41982.0,10156.0,576.0,902.0,326.0,0.008,0.013000000000000001,0.005000000000000001,28304.0,27443.0,-861.0,0.935,0.932,-0.0030000000000000027,
93510,13.18,13.62,0.4399999999999995,1751.0,2685.0,934.0,65737.0,89403.0,23666.0,943.0,1806.0,863.0,0.006999999999999999,0.004,-0.002999999999999999,7813.0,7289.0,-524.0,0.8759999999999999,0.8340000000000001,-0.041999999999999815,
96032,13.18,13.75,0.5700000000000003,763.0,1327.0,564.0,31849.0,47625.0,15776.0,495.0,700.0,205.0,0.017,0.004,-0.013000000000000001,2329.0,2339.0,10.0,0.8909999999999999,0.797,-0.09399999999999986,
93309,13.18,12.94,-0.2400000000000002,1096.0,1448.0,352.0,40084.0,47369.0,7285.0,590.0,907.0,317.0,0.015,0.011000000000000001,-0.003999999999999998,58612.0,60631.0,2019.0,0.706,0.718,0.01200000000000001,
91910,13.17,13.13,-0.03999999999999915,1538.0,2116.0,578.0,42970.0,54640.0,11670.0,693.0,1189.0,496.0,0.044000000000000004,0.037000000000000005,-0.006999999999999999,74009.0,76797.0,2788.0,0.5710000000000001,0.7140000000000001,0.14300000000000002,
96094,13.17,13.89,0.7200000000000006,822.0,1390.0,568.0,31171.0,41772.0,10601.0,474.0,853.0,379.0,0.012,0.002,-0.01,5883.0,6370.0,487.0,0.825,0.86,0.03500000000000003,
95242,13.17,13.64,0.47000000000000064,1350.0,1932.0,582.0,49047.0,64355.0,15308.0,752.0,1167.0,415.0,0.003,0.005,0.002,22071.0,26187.0,4116.0,0.838,0.845,0.007000000000000006,
95338,13.17,13.45,0.27999999999999936,1011.0,1501.0,490.0,34601.0,47692.0,13091.0,514.0,961.0,447.0,0.013000000000000001,0.018000000000000002,0.005000000000000001,10218.0,11075.0,857.0,0.897,0.867,-0.030000000000000027,
91792,13.15,13.36,0.20999999999999908,1448.0,1998.0,550.0,54074.0,66848.0,12774.0,864.0,1453.0,589.0,0.057999999999999996,0.040999999999999995,-0.017,31620.0,30102.0,-1518.0,0.304,0.271,-0.032999999999999974,
93001,13.15,13.52,0.3699999999999992,1407.0,2236.0,829.0,43023.0,54945.0,11922.0,756.0,1230.0,474.0,0.023,0.03,0.006999999999999999,32898.0,32360.0,-538.0,0.746,0.8,0.05400000000000005,
95461,13.14,14.06,0.9199999999999999,1109.0,1895.0,786.0,43200.0,52143.0,8943.0,677.0,1073.0,396.0,0.005,0.011000000000000001,0.006000000000000001,7771.0,3318.0,-4453.0,0.91,0.9079999999999999,-0.002000000000000113,
95212,13.14,12.95,-0.19000000000000128,1460.0,2016.0,556.0,50316.0,59965.0,9649.0,506.0,1558.0,1052.0,0.01,0.006999999999999999,-0.003000000000000001,6934.0,25244.0,18310.0,0.769,0.325,-0.444,
95621,13.13,13.31,0.17999999999999972,1107.0,1503.0,396.0,42584.0,51827.0,9243.0,747.0,1118.0,371.0,0.018000000000000002,0.02,0.0019999999999999983,41629.0,41474.0,-155.0,0.853,0.8190000000000001,-0.03399999999999992,
92057,13.13,13.35,0.21999999999999886,1376.0,2168.0,792.0,49469.0,64976.0,15507.0,910.0,1601.0,691.0,0.027999999999999997,0.026000000000000002,-0.001999999999999995,46881.0,55618.0,8737.0,0.638,0.627,-0.01100000000000001,
94605,13.12,13.6,0.4800000000000004,1490.0,2239.0,749.0,47288.0,57610.0,10322.0,755.0,1121.0,366.0,0.128,0.142,0.013999999999999985,42852.0,43168.0,316.0,0.204,0.27399999999999997,0.06999999999999998,
92111,13.12,13.63,0.5100000000000016,1329.0,2187.0,858.0,42774.0,55635.0,12861.0,766.0,1311.0,545.0,0.051,0.057999999999999996,0.006999999999999999,46821.0,47590.0,769.0,0.597,0.633,0.03600000000000003,
93277,13.12,13.31,0.19000000000000128,1130.0,1538.0,408.0,44015.0,51056.0,7041.0,579.0,937.0,358.0,0.009000000000000001,0.011000000000000001,0.002,44737.0,51849.0,7112.0,0.805,0.836,0.030999999999999917,
95382,13.11,13.68,0.5700000000000003,1199.0,1921.0,722.0,46804.0,64874.0,18070.0,657.0,1126.0,469.0,0.003,0.003,0.0,24691.0,37163.0,12472.0,0.802,0.7929999999999999,-0.009000000000000119,
92584,13.11,13.53,0.41999999999999993,1336.0,1976.0,640.0,53190.0,75928.0,22738.0,902.0,1692.0,790.0,0.003,0.004,0.001,14061.0,46346.0,32285.0,0.8490000000000001,0.713,-0.13600000000000012,
95659,13.11,13.37,0.2599999999999998,964.0,1491.0,527.0,47143.0,54444.0,7301.0,618.0,761.0,143.0,0.015,0.015,0.0,750.0,775.0,25.0,0.841,0.782,-0.05899999999999994,
90601,13.11,13.4,0.2900000000000009,1492.0,2261.0,769.0,52800.0,70841.0,18041.0,746.0,1274.0,528.0,0.017,0.035,0.018000000000000002,32039.0,34143.0,2104.0,0.594,0.5539999999999999,-0.040000000000000036,
95623,13.1,13.51,0.41000000000000014,1541.0,1862.0,321.0,39638.0,55878.0,16240.0,675.0,1060.0,385.0,0.009000000000000001,0.02,0.011,4096.0,4317.0,221.0,0.937,0.935,-0.0020000000000000018,
92026,13.1,13.2,0.09999999999999964,1460.0,2192.0,732.0,48441.0,53820.0,5379.0,806.0,1272.0,466.0,0.017,0.011000000000000001,-0.006,43426.0,49981.0,6555.0,0.764,0.821,0.05699999999999994,
92866,13.1,13.22,0.120000000000001,1559.0,2534.0,975.0,45307.0,62589.0,17282.0,843.0,1361.0,518.0,0.036000000000000004,0.021,-0.015000000000000003,15380.0,15473.0,93.0,0.7340000000000001,0.687,-0.04700000000000004,
92115,13.09,13.34,0.25,1327.0,2045.0,718.0,31666.0,42828.0,11162.0,675.0,1141.0,466.0,0.05,0.052000000000000005,0.0020000000000000018,56883.0,61718.0,4835.0,0.5670000000000001,0.618,0.050999999999999934,
96003,13.09,13.6,0.5099999999999998,1086.0,1577.0,491.0,35917.0,46497.0,10580.0,596.0,1016.0,420.0,0.006999999999999999,0.012,0.005000000000000001,41463.0,44398.0,2935.0,0.905,0.89,-0.015000000000000013,
90039,13.08,14.19,1.1099999999999994,1594.0,2518.0,924.0,45615.0,67170.0,21555.0,734.0,1330.0,596.0,0.064,0.04,-0.024,29306.0,27843.0,-1463.0,0.494,0.5589999999999999,0.06499999999999995,
94577,13.08,13.43,0.34999999999999964,1526.0,2261.0,735.0,50888.0,64660.0,13772.0,844.0,1234.0,390.0,0.114,0.109,-0.0050000000000000044,41867.0,45808.0,3941.0,0.527,0.43799999999999994,-0.08900000000000008,
94509,13.07,12.78,-0.2900000000000009,1572.0,1865.0,293.0,60375.0,54372.0,-6003.0,786.0,1211.0,425.0,0.043,0.07,0.02700000000000001,90879.0,63351.0,-27528.0,0.654,0.5670000000000001,-0.08699999999999997,
95389,13.06,13.65,0.5899999999999999,1078.0,3917.0,2839.0,51500.0,45588.0,-5912.0,475.0,237.0,-238.0,0.027999999999999997,0.127,0.099,1740.0,1312.0,-428.0,0.8059999999999999,0.898,0.09200000000000008,
92139,13.06,13.1,0.03999999999999915,1306.0,1881.0,575.0,49032.0,59679.0,10647.0,797.0,1376.0,579.0,0.016,0.03,0.013999999999999999,36341.0,37450.0,1109.0,0.29,0.43700000000000006,0.14700000000000008,
92307,13.06,13.31,0.25,1100.0,1587.0,487.0,41728.0,57124.0,15396.0,562.0,976.0,414.0,0.006999999999999999,0.01,0.003000000000000001,31859.0,38204.0,6345.0,0.779,0.792,0.013000000000000012,
91016,13.06,13.87,0.8099999999999987,1542.0,2519.0,977.0,46468.0,72168.0,25700.0,750.0,1310.0,560.0,0.028999999999999998,0.026000000000000002,-0.0029999999999999957,41050.0,42235.0,1185.0,0.631,0.6,-0.031000000000000028,
93433,13.06,13.16,0.09999999999999964,1261.0,1960.0,699.0,37930.0,49418.0,11488.0,748.0,1152.0,404.0,0.004,0.009000000000000001,0.005000000000000001,13099.0,13337.0,238.0,0.7979999999999999,0.8170000000000001,0.019000000000000128,
92563,13.05,13.85,0.7999999999999989,1463.0,2205.0,742.0,52208.0,77105.0,24897.0,783.0,1680.0,897.0,0.008,0.002,-0.006,18303.0,57605.0,39302.0,0.772,0.593,-0.17900000000000005,
93536,13.05,13.26,0.20999999999999908,1262.0,1899.0,637.0,54223.0,70724.0,16501.0,649.0,1290.0,641.0,0.01,0.01,0.0,49303.0,71313.0,22010.0,0.701,0.691,-0.010000000000000009,
93907,13.05,12.96,-0.08999999999999986,1630.0,2239.0,609.0,60179.0,68078.0,7899.0,915.0,1290.0,375.0,0.003,0.0,-0.003,22278.0,21812.0,-466.0,0.674,0.731,0.05699999999999994,
93427,13.05,13.73,0.6799999999999997,1554.0,2191.0,637.0,49677.0,62969.0,13292.0,745.0,1120.0,375.0,0.013999999999999999,0.021,0.007000000000000003,4630.0,5279.0,649.0,0.8079999999999999,0.763,-0.04499999999999993,
90746,13.04,13.7,0.6600000000000001,1446.0,2074.0,628.0,59390.0,75031.0,15641.0,905.0,1681.0,776.0,0.035,0.034,-0.0010000000000000009,25561.0,26738.0,1177.0,0.132,0.17,0.038000000000000006,
95631,13.03,13.72,0.6900000000000013,1237.0,1868.0,631.0,51000.0,63901.0,12901.0,704.0,1268.0,564.0,0.009000000000000001,0.006999999999999999,-0.0020000000000000018,5703.0,5910.0,207.0,0.929,0.955,0.025999999999999912,
92104,13.03,14.25,1.2200000000000006,1296.0,2205.0,909.0,31139.0,48733.0,17594.0,621.0,1066.0,445.0,0.08900000000000001,0.051,-0.03800000000000001,47688.0,44590.0,-3098.0,0.565,0.733,0.16800000000000004,
93514,13.03,13.46,0.4300000000000015,1232.0,1829.0,597.0,37969.0,51250.0,13281.0,548.0,863.0,315.0,0.009000000000000001,0.006,-0.003000000000000001,13304.0,14472.0,1168.0,0.8220000000000001,0.8540000000000001,0.03200000000000003,
91104,13.03,13.84,0.8100000000000005,1642.0,2555.0,913.0,41815.0,70811.0,28996.0,705.0,1274.0,569.0,0.052000000000000005,0.055,0.0029999999999999957,38449.0,38421.0,-28.0,0.541,0.6940000000000001,0.15300000000000002,
94533,13.03,12.72,-0.3099999999999987,1426.0,1900.0,474.0,50537.0,56973.0,6436.0,773.0,1152.0,379.0,0.021,0.023,0.0019999999999999983,77666.0,70634.0,-7032.0,0.545,0.435,-0.11000000000000004,
96097,13.02,13.11,0.08999999999999986,829.0,1335.0,506.0,29392.0,28953.0,-439.0,463.0,787.0,324.0,0.004,0.009000000000000001,0.005000000000000001,9528.0,9790.0,262.0,0.875,0.805,-0.06999999999999995,
94513,13.02,13.78,0.7599999999999998,1734.0,2579.0,845.0,68515.0,89607.0,21092.0,832.0,1854.0,1022.0,0.026000000000000002,0.026000000000000002,0.0,26560.0,56929.0,30369.0,0.741,0.75,0.009000000000000008,
95841,13.01,13.06,0.05000000000000071,1138.0,1522.0,384.0,33918.0,38464.0,4546.0,625.0,886.0,261.0,0.027000000000000003,0.016,-0.011000000000000003,20975.0,19361.0,-1614.0,0.772,0.715,-0.05700000000000005,
93101,13.01,13.21,0.20000000000000107,1681.0,2886.0,1205.0,38714.0,54945.0,16231.0,875.0,1397.0,522.0,0.063,0.10099999999999999,0.03799999999999999,31717.0,32860.0,1143.0,0.6559999999999999,0.6970000000000001,0.04100000000000015,
93933,13.01,13.51,0.5,1405.0,2239.0,834.0,42231.0,53955.0,11724.0,781.0,1170.0,389.0,0.02,0.033,0.013000000000000001,21750.0,22696.0,946.0,0.491,0.545,0.05400000000000005,
92880,13.01,13.79,0.7799999999999994,1578.0,2763.0,1185.0,66439.0,101303.0,34864.0,744.0,1978.0,1234.0,0.013999999999999999,0.011000000000000001,-0.0029999999999999975,16990.0,61187.0,44197.0,0.688,0.536,-0.1519999999999999,
95355,13.0,13.38,0.3800000000000008,1185.0,1730.0,545.0,45115.0,56646.0,11531.0,665.0,1073.0,408.0,0.012,0.022000000000000002,0.010000000000000002,47605.0,59955.0,12350.0,0.7859999999999999,0.757,-0.028999999999999915,
95209,13.0,13.55,0.5500000000000007,1286.0,1763.0,477.0,56416.0,72218.0,15802.0,720.0,1216.0,496.0,0.009000000000000001,0.015,0.005999999999999998,30812.0,41459.0,10647.0,0.562,0.518,-0.04400000000000004,
92262,12.99,13.69,0.6999999999999993,1148.0,1859.0,711.0,32844.0,46519.0,13675.0,605.0,944.0,339.0,0.024,0.026000000000000002,0.0020000000000000018,24906.0,26693.0,1787.0,0.74,0.754,0.014000000000000012,
95687,12.99,13.44,0.4499999999999993,1444.0,1966.0,522.0,56811.0,73684.0,16873.0,876.0,1412.0,536.0,0.008,0.01,0.002,63144.0,65781.0,2637.0,0.6970000000000001,0.634,-0.06300000000000006,
92557,12.99,12.81,-0.17999999999999972,1279.0,1630.0,351.0,54724.0,60655.0,5931.0,789.0,1337.0,548.0,0.015,0.017,0.0020000000000000018,46197.0,51871.0,5674.0,0.528,0.5870000000000001,0.05900000000000005,
95834,12.99,13.88,0.8900000000000006,1133.0,1898.0,765.0,42890.0,56651.0,13761.0,681.0,1031.0,350.0,0.031,0.043,0.011999999999999997,8392.0,23986.0,15594.0,0.447,0.409,-0.038000000000000034,
94560,12.98,13.54,0.5599999999999987,1659.0,2463.0,804.0,69350.0,86521.0,17171.0,1093.0,1570.0,477.0,0.034,0.046,0.011999999999999997,42471.0,43635.0,1164.0,0.522,0.379,-0.14300000000000002,
94401,12.98,13.36,0.379999999999999,1860.0,2623.0,763.0,55112.0,72279.0,17167.0,1095.0,1591.0,496.0,0.07400000000000001,0.087,0.012999999999999984,32484.0,36838.0,4354.0,0.5770000000000001,0.59,0.0129999999999999,
91740,12.98,13.35,0.3699999999999992,1455.0,2176.0,721.0,52696.0,67048.0,14352.0,792.0,1380.0,588.0,0.025,0.031,0.005999999999999998,25117.0,26324.0,1207.0,0.743,0.746,0.0030000000000000027,
91304,12.97,13.25,0.27999999999999936,1813.0,2613.0,800.0,48052.0,58361.0,10309.0,728.0,1197.0,469.0,0.048,0.064,0.016,49226.0,53517.0,4291.0,0.609,0.493,-0.11599999999999999,
93446,12.97,13.42,0.4499999999999993,1253.0,2055.0,802.0,42309.0,64974.0,22665.0,650.0,1156.0,506.0,0.006999999999999999,0.015,0.008,35578.0,44288.0,8710.0,0.823,0.826,0.0030000000000000027,
92040,12.96,13.35,0.3899999999999988,1500.0,2074.0,574.0,49011.0,64787.0,15776.0,738.0,1167.0,429.0,0.016,0.009000000000000001,-0.006999999999999999,42267.0,42323.0,56.0,0.883,0.875,-0.008000000000000007,
90717,12.95,13.37,0.41999999999999993,1633.0,2214.0,581.0,42182.0,56245.0,14063.0,774.0,1231.0,457.0,0.021,0.045,0.023999999999999997,21060.0,21612.0,552.0,0.653,0.608,-0.04500000000000004,
95401,12.95,12.97,0.02000000000000135,1444.0,1957.0,513.0,49192.0,52813.0,3621.0,847.0,1250.0,403.0,0.022000000000000002,0.019,-0.0030000000000000027,36120.0,38604.0,2484.0,0.741,0.784,0.04300000000000004,
94133,12.95,13.78,0.8300000000000001,3155.0,3740.0,585.0,40990.0,53150.0,12160.0,731.0,1316.0,585.0,0.27699999999999997,0.256,-0.020999999999999963,26827.0,27662.0,835.0,0.396,0.414,0.01799999999999996,
94102,12.95,13.71,0.7600000000000016,1438.0,2700.0,1262.0,22351.0,24127.0,1776.0,564.0,872.0,308.0,0.426,0.473,0.046999999999999986,28991.0,28013.0,-978.0,0.46,0.43,-0.030000000000000027,
94080,12.95,13.45,0.5,1746.0,2699.0,953.0,61289.0,78378.0,17089.0,1063.0,1525.0,462.0,0.09300000000000001,0.11,0.016999999999999987,60592.0,66002.0,5410.0,0.444,0.381,-0.063,
94572,12.94,13.3,0.3600000000000012,1393.0,2124.0,731.0,60082.0,68701.0,8619.0,783.0,1149.0,366.0,0.033,0.036000000000000004,0.0030000000000000027,8487.0,9648.0,1161.0,0.527,0.502,-0.025000000000000022,
92359,12.94,13.27,0.33000000000000007,1206.0,1832.0,626.0,40820.0,53807.0,12987.0,528.0,859.0,331.0,0.013999999999999999,0.012,-0.0019999999999999983,7306.0,8298.0,992.0,0.755,0.745,-0.010000000000000009,
91801,12.92,13.48,0.5600000000000005,1438.0,2175.0,737.0,38229.0,51225.0,12996.0,727.0,1232.0,505.0,0.049,0.037000000000000005,-0.011999999999999997,54381.0,53792.0,-589.0,0.292,0.22899999999999998,-0.063,
95501,12.92,13.52,0.5999999999999996,876.0,1403.0,527.0,26088.0,38175.0,12087.0,495.0,839.0,344.0,0.019,0.016,-0.002999999999999999,23212.0,23769.0,557.0,0.833,0.787,-0.04599999999999993,
95666,12.92,13.72,0.8000000000000007,1056.0,1480.0,424.0,37175.0,53281.0,16106.0,705.0,1171.0,466.0,0.004,0.027999999999999997,0.023999999999999997,5496.0,5533.0,37.0,0.953,0.905,-0.04799999999999993,
95954,12.91,13.19,0.27999999999999936,991.0,1215.0,224.0,32813.0,40545.0,7732.0,671.0,983.0,312.0,0.006,0.015,0.009,11160.0,12535.0,1375.0,0.943,0.9279999999999999,-0.015000000000000013,
96002,12.91,13.33,0.41999999999999993,1029.0,1534.0,505.0,34507.0,43657.0,9150.0,575.0,931.0,356.0,0.012,0.006,-0.006,30333.0,33202.0,2869.0,0.87,0.823,-0.04700000000000004,
93444,12.91,13.79,0.879999999999999,1385.0,2122.0,737.0,50231.0,61379.0,11148.0,753.0,1412.0,659.0,0.004,0.008,0.004,15391.0,19578.0,4187.0,0.779,0.843,0.06399999999999995,
93405,12.9,13.77,0.8699999999999992,1478.0,2444.0,966.0,30016.0,41488.0,11472.0,739.0,1385.0,646.0,0.027000000000000003,0.027999999999999997,0.000999999999999994,31972.0,34833.0,2861.0,0.8009999999999999,0.762,-0.038999999999999924,
91723,12.9,13.32,0.41999999999999993,1396.0,2218.0,822.0,42100.0,60532.0,18432.0,726.0,1202.0,476.0,0.053,0.035,-0.017999999999999995,17552.0,20010.0,2458.0,0.636,0.509,-0.127,
92780,12.9,13.15,0.25,1528.0,2374.0,846.0,47961.0,64089.0,16128.0,877.0,1415.0,538.0,0.036000000000000004,0.028999999999999998,-0.007000000000000006,55047.0,60438.0,5391.0,0.585,0.555,-0.029999999999999916,
95490,12.89,13.1,0.20999999999999908,1004.0,1400.0,396.0,33915.0,37692.0,3777.0,580.0,1008.0,428.0,0.002,0.017,0.015000000000000001,13463.0,12905.0,-558.0,0.866,0.883,0.017000000000000015,
94571,12.89,13.68,0.7899999999999991,1242.0,1768.0,526.0,45142.0,61563.0,16421.0,705.0,1257.0,552.0,0.01,0.012,0.002,5233.0,8171.0,2938.0,0.8590000000000001,0.774,-0.08500000000000008,
90240,12.89,12.9,0.009999999999999787,1672.0,2529.0,857.0,55492.0,71939.0,16447.0,770.0,1351.0,581.0,0.03,0.013000000000000001,-0.016999999999999998,24891.0,26287.0,1396.0,0.583,0.7290000000000001,0.14600000000000013,
94579,12.88,12.99,0.10999999999999943,1497.0,2358.0,861.0,57214.0,75481.0,18267.0,944.0,1463.0,519.0,0.08199999999999999,0.099,0.017000000000000015,19802.0,21842.0,2040.0,0.513,0.38799999999999996,-0.12500000000000006,
94559,12.88,13.29,0.40999999999999837,1394.0,2324.0,930.0,43846.0,58363.0,14517.0,766.0,1222.0,456.0,0.019,0.013999999999999999,-0.005000000000000001,26891.0,27062.0,171.0,0.789,0.813,0.02399999999999991,
95842,12.86,12.86,0.0,998.0,1393.0,395.0,40244.0,44542.0,4298.0,692.0,983.0,291.0,0.027000000000000003,0.016,-0.011000000000000003,31369.0,31671.0,302.0,0.7020000000000001,0.644,-0.05800000000000005,
92020,12.85,13.02,0.16999999999999993,1486.0,2161.0,675.0,37230.0,49851.0,12621.0,671.0,1101.0,430.0,0.045,0.040999999999999995,-0.0040000000000000036,55266.0,58305.0,3039.0,0.738,0.7390000000000001,0.001000000000000112,
95470,12.85,13.38,0.5300000000000011,1214.0,1656.0,442.0,44112.0,58810.0,14698.0,685.0,1107.0,422.0,0.001,0.006999999999999999,0.005999999999999999,5975.0,6874.0,899.0,0.845,0.83,-0.015000000000000013,
91203,12.84,13.29,0.4499999999999993,1406.0,2474.0,1068.0,32350.0,44724.0,12374.0,776.0,1274.0,498.0,0.042,0.035,-0.006999999999999999,14479.0,13740.0,-739.0,0.58,0.72,0.14,
91042,12.84,13.33,0.4900000000000002,1440.0,2413.0,973.0,42882.0,57640.0,14758.0,663.0,1147.0,484.0,0.053,0.022000000000000002,-0.030999999999999996,26738.0,28126.0,1388.0,0.7170000000000001,0.7140000000000001,-0.0030000000000000027,
93505,12.84,12.68,-0.16000000000000014,895.0,1297.0,402.0,45868.0,57731.0,11863.0,529.0,856.0,327.0,0.006999999999999999,0.009000000000000001,0.0020000000000000018,8311.0,13232.0,4921.0,0.6809999999999999,0.693,0.01200000000000001,
95366,12.84,13.71,0.870000000000001,1299.0,2301.0,1002.0,55821.0,75300.0,19479.0,632.0,1057.0,425.0,0.005,0.008,0.003,12627.0,16734.0,4107.0,0.835,0.8859999999999999,0.050999999999999934,
92083,12.84,12.02,-0.8200000000000003,1388.0,1943.0,555.0,45901.0,46073.0,172.0,825.0,1199.0,374.0,0.03,0.021,-0.008999999999999998,62030.0,36604.0,-25426.0,0.647,0.7959999999999999,0.1489999999999999,
91754,12.83,13.28,0.4499999999999993,1430.0,2329.0,899.0,40267.0,56767.0,16500.0,723.0,1226.0,503.0,0.045,0.039,-0.005999999999999998,33263.0,33622.0,359.0,0.228,0.201,-0.026999999999999996,
90715,12.83,13.04,0.20999999999999908,1394.0,2121.0,727.0,48927.0,64701.0,15774.0,886.0,1471.0,585.0,0.01,0.035,0.025,20884.0,20283.0,-601.0,0.39899999999999997,0.34600000000000003,-0.052999999999999936,
90802,12.83,13.94,1.1099999999999994,1204.0,1946.0,742.0,25860.0,44984.0,19124.0,555.0,1048.0,493.0,0.129,0.113,-0.016,38419.0,38816.0,397.0,0.469,0.5579999999999999,0.08899999999999997,
91786,12.82,13.41,0.5899999999999999,1362.0,1878.0,516.0,37431.0,51105.0,13674.0,697.0,1165.0,468.0,0.027999999999999997,0.03,0.0020000000000000018,48807.0,52152.0,3345.0,0.629,0.541,-0.08799999999999997,
95451,12.82,13.18,0.35999999999999943,1175.0,1576.0,401.0,35298.0,45392.0,10094.0,631.0,1089.0,458.0,0.003,0.006,0.003,9885.0,12035.0,2150.0,0.857,0.7959999999999999,-0.061000000000000054,
91321,12.82,13.0,0.17999999999999972,1569.0,2237.0,668.0,49979.0,57654.0,7675.0,856.0,1338.0,482.0,0.047,0.038,-0.009000000000000001,30727.0,34576.0,3849.0,0.7240000000000001,0.711,-0.013000000000000123,
95133,12.82,13.22,0.40000000000000036,1817.0,2448.0,631.0,68214.0,72459.0,4245.0,1000.0,1377.0,377.0,0.032,0.048,0.016,26018.0,27381.0,1363.0,0.252,0.23600000000000002,-0.015999999999999986,
95204,12.82,12.95,0.129999999999999,962.0,1381.0,419.0,36391.0,43372.0,6981.0,580.0,920.0,340.0,0.018000000000000002,0.008,-0.010000000000000002,30465.0,29246.0,-1219.0,0.645,0.6709999999999999,0.025999999999999912,
94103,12.81,13.77,0.9599999999999991,1367.0,3403.0,2036.0,31131.0,41612.0,10481.0,627.0,946.0,319.0,0.39899999999999997,0.358,-0.04099999999999998,23016.0,24108.0,1092.0,0.449,0.45299999999999996,0.003999999999999948,
95993,12.81,13.19,0.379999999999999,1161.0,1717.0,556.0,47099.0,64034.0,16935.0,587.0,974.0,387.0,0.008,0.017,0.009000000000000001,27784.0,35847.0,8063.0,0.6659999999999999,0.628,-0.03799999999999992,
92346,12.8,12.9,0.09999999999999964,1267.0,1945.0,678.0,45560.0,59995.0,14435.0,612.0,984.0,372.0,0.02,0.009000000000000001,-0.011,48227.0,58845.0,10618.0,0.605,0.6,-0.0050000000000000044,
95379,12.8,13.52,0.7199999999999989,959.0,1269.0,310.0,38405.0,54792.0,16387.0,588.0,918.0,330.0,0.004,0.001,-0.003,3970.0,3837.0,-133.0,0.8859999999999999,0.873,-0.0129999999999999,
90620,12.79,13.41,0.620000000000001,1430.0,2254.0,824.0,57861.0,80278.0,22417.0,921.0,1583.0,662.0,0.022000000000000002,0.019,-0.0030000000000000027,44432.0,45992.0,1560.0,0.591,0.615,0.02400000000000002,
94014,12.79,13.14,0.3500000000000014,1794.0,2552.0,758.0,60711.0,71668.0,10957.0,936.0,1469.0,533.0,0.195,0.23199999999999998,0.03699999999999998,47451.0,48536.0,1085.0,0.247,0.251,0.0040000000000000036,
94545,12.78,13.28,0.5,1479.0,2252.0,773.0,56973.0,71723.0,14750.0,1036.0,1431.0,395.0,0.055,0.062,0.006999999999999999,27295.0,30936.0,3641.0,0.369,0.332,-0.03699999999999998,
91977,12.78,12.99,0.21000000000000085,1312.0,1944.0,632.0,45917.0,60124.0,14207.0,734.0,1228.0,494.0,0.03,0.024,-0.005999999999999998,56098.0,59481.0,3383.0,0.5660000000000001,0.7,0.1339999999999999,
92627,12.78,13.46,0.6800000000000015,1714.0,2684.0,970.0,46138.0,57708.0,11570.0,894.0,1445.0,551.0,0.066,0.037000000000000005,-0.028999999999999998,62066.0,60806.0,-1260.0,0.6809999999999999,0.601,-0.07999999999999996,
91730,12.77,13.68,0.9100000000000001,1324.0,2011.0,687.0,50047.0,61952.0,11905.0,842.0,1407.0,565.0,0.025,0.017,-0.008,51969.0,66979.0,15010.0,0.586,0.623,0.03700000000000003,
90020,12.77,13.38,0.6100000000000012,3375.0,2282.0,-1093.0,24208.0,37121.0,12913.0,624.0,1119.0,495.0,0.21,0.221,0.01100000000000001,42383.0,39102.0,-3281.0,0.256,0.25,-0.006000000000000005,
92084,12.77,12.56,-0.20999999999999908,1471.0,2337.0,866.0,44322.0,50401.0,6079.0,733.0,1201.0,468.0,0.032,0.022000000000000002,-0.009999999999999998,44677.0,48275.0,3598.0,0.687,0.843,0.15599999999999992,
