zip,Average Education Index 2000,Average Education Index 2014,Index Change,Median Cost for House 2000,Median Cost for House 2014,Change in Cost for House,Median Income 2000,Median Income 2014,Income Change,Median Rent 2000,Median Rent 2014,Rent Change,Take Public Transp % in 2000,Take Public Transp % in 2014,Take Public Transp % Change,Total Population % in 2000,Total Population % in 2014,Total Population % Change,White Population % in 2000,White Population % in 2014,White Population % Change,Outcome
94951,14.34,14.26,-0.08000000000000007,1736.0,3162.0,1426.0,62528.0,93389.0,30861.0,749.0,1287.0,538.0,0.033,0.024,-0.009000000000000001,3764.0,4812.0,1048.0,0.9209999999999999,0.8109999999999999,-0.10999999999999999,
90720,14.33,14.89,0.5600000000000005,1944.0,2988.0,1044.0,65715.0,95631.0,29916.0,887.0,1600.0,713.0,0.009000000000000001,0.023,0.013999999999999999,21328.0,22325.0,997.0,0.825,0.75,-0.07499999999999996,
93110,14.33,14.63,0.3000000000000007,1996.0,2697.0,701.0,52493.0,75915.0,23422.0,940.0,1463.0,523.0,0.022000000000000002,0.045,0.022999999999999996,15751.0,17321.0,1570.0,0.8270000000000001,0.757,-0.07000000000000006,
93311,14.33,14.23,-0.09999999999999964,1344.0,1925.0,581.0,60700.0,87720.0,27020.0,762.0,1370.0,608.0,0.009000000000000001,0.004,-0.005000000000000001,20432.0,44358.0,23926.0,0.738,0.6729999999999999,-0.06500000000000006,
91320,14.32,14.8,0.4800000000000004,1869.0,2869.0,1000.0,77865.0,106365.0,28500.0,1213.0,1918.0,705.0,0.006,0.017,0.011000000000000001,37775.0,44958.0,7183.0,0.847,0.77,-0.07699999999999996,
93111,14.32,14.66,0.33999999999999986,1868.0,2926.0,1058.0,68087.0,94933.0,26846.0,1119.0,1898.0,779.0,0.013000000000000001,0.022000000000000002,0.009000000000000001,16470.0,17554.0,1084.0,0.8140000000000001,0.7709999999999999,-0.04300000000000015,
91214,14.32,14.94,0.6199999999999992,1800.0,2736.0,936.0,64843.0,89849.0,25006.0,915.0,1602.0,687.0,0.009000000000000001,0.008,-0.0010000000000000009,29101.0,31078.0,1977.0,0.725,0.6409999999999999,-0.08400000000000007,
92691,14.32,14.45,0.129999999999999,1724.0,2415.0,691.0,75184.0,93713.0,18529.0,1177.0,1907.0,730.0,0.009000000000000001,0.019,0.009999999999999998,46370.0,48129.0,1759.0,0.836,0.816,-0.020000000000000018,
93449,14.31,14.57,0.2599999999999998,1766.0,2403.0,637.0,46521.0,67500.0,20979.0,845.0,1563.0,718.0,0.004,0.021,0.017,8562.0,7789.0,-773.0,0.914,0.9209999999999999,0.006999999999999895,
92646,14.31,14.68,0.3699999999999992,1741.0,2565.0,824.0,69638.0,87110.0,17472.0,1121.0,1802.0,681.0,0.006999999999999999,0.004,-0.002999999999999999,56501.0,55505.0,-996.0,0.831,0.805,-0.025999999999999912,
90291,14.3,15.26,0.9599999999999991,1911.0,3297.0,1386.0,45769.0,81025.0,35256.0,848.0,1718.0,870.0,0.057,0.044000000000000004,-0.012999999999999998,31018.0,27803.0,-3215.0,0.715,0.8,0.08500000000000008,
91316,14.29,14.92,0.6300000000000008,1987.0,2767.0,780.0,49131.0,62016.0,12885.0,867.0,1455.0,588.0,0.02,0.035,0.015000000000000003,27595.0,28190.0,595.0,0.831,0.809,-0.02199999999999991,
92352,14.29,14.61,0.3200000000000003,1462.0,1959.0,497.0,60829.0,72479.0,11650.0,740.0,973.0,233.0,0.013000000000000001,0.006,-0.007000000000000001,9792.0,6783.0,-3009.0,0.904,0.878,-0.026000000000000023,
92110,14.28,14.78,0.5,1622.0,2275.0,653.0,40642.0,60920.0,20278.0,788.0,1366.0,578.0,0.04,0.034,-0.005999999999999998,24149.0,28006.0,3857.0,0.81,0.8,-0.010000000000000009,
95008,14.27,14.72,0.45000000000000107,2006.0,2981.0,975.0,68106.0,88987.0,20881.0,1175.0,1528.0,353.0,0.02,0.032,0.012,44970.0,45495.0,525.0,0.727,0.6990000000000001,-0.027999999999999914,
95010,14.27,14.41,0.14000000000000057,1665.0,2281.0,616.0,46171.0,55833.0,9662.0,963.0,1604.0,641.0,0.012,0.023,0.011,9657.0,9367.0,-290.0,0.851,0.843,-0.008000000000000007,
95405,14.27,14.65,0.3800000000000008,1500.0,2127.0,627.0,56945.0,72156.0,15211.0,957.0,1375.0,418.0,0.013000000000000001,0.013999999999999999,0.0009999999999999974,22247.0,21516.0,-731.0,0.884,0.831,-0.05300000000000005,
91356,14.27,14.6,0.33000000000000007,2433.0,3464.0,1031.0,51420.0,69148.0,17728.0,796.0,1246.0,450.0,0.042,0.052000000000000005,0.010000000000000002,27407.0,29847.0,2440.0,0.789,0.752,-0.03700000000000003,
92029,14.27,14.25,-0.019999999999999574,1921.0,2710.0,789.0,63581.0,68108.0,4527.0,826.0,1395.0,569.0,0.013999999999999999,0.009000000000000001,-0.0049999999999999975,17929.0,19528.0,1599.0,0.825,0.852,0.027000000000000024,
91902,14.27,14.28,0.009999999999999787,1992.0,2801.0,809.0,70955.0,88926.0,17971.0,957.0,1653.0,696.0,0.004,0.011000000000000001,0.007000000000000001,17379.0,19504.0,2125.0,0.693,0.7190000000000001,0.026000000000000134,
92270,14.26,14.77,0.5099999999999998,1812.0,2776.0,964.0,63349.0,71688.0,8339.0,657.0,1297.0,640.0,0.008,0.008,0.0,12452.0,17634.0,5182.0,0.929,0.907,-0.02200000000000002,
91307,14.26,14.75,0.4900000000000002,1818.0,2800.0,982.0,74072.0,98655.0,24583.0,1358.0,2001.0,643.0,0.015,0.028999999999999998,0.013999999999999999,23622.0,25597.0,1975.0,0.79,0.716,-0.07400000000000007,
94510,14.25,14.71,0.46000000000000085,1683.0,2364.0,681.0,65959.0,89500.0,23541.0,892.0,1362.0,470.0,0.043,0.046,0.0030000000000000027,25573.0,27515.0,1942.0,0.7909999999999999,0.731,-0.05999999999999994,
95073,14.25,14.61,0.35999999999999943,2035.0,2887.0,852.0,57034.0,80133.0,23099.0,1007.0,1430.0,423.0,0.019,0.008,-0.011,9807.0,10849.0,1042.0,0.868,0.841,-0.027000000000000024,
94403,14.24,14.84,0.5999999999999996,2117.0,3144.0,1027.0,67152.0,95189.0,28037.0,1210.0,1858.0,648.0,0.048,0.07200000000000001,0.024000000000000007,37919.0,40032.0,2113.0,0.6829999999999999,0.65,-0.03299999999999992,
94122,14.23,14.77,0.5399999999999991,1761.0,3090.0,1329.0,60733.0,86070.0,25337.0,1071.0,1714.0,643.0,0.295,0.3,0.0050000000000000044,55492.0,58547.0,3055.0,0.47200000000000003,0.42700000000000005,-0.044999999999999984,
94702,14.23,15.32,1.0899999999999999,1484.0,2325.0,841.0,39290.0,59628.0,20338.0,685.0,1219.0,534.0,0.203,0.217,0.013999999999999985,15629.0,16868.0,1239.0,0.446,0.557,0.11100000000000004,
92807,14.22,14.49,0.2699999999999996,1804.0,2678.0,874.0,76381.0,94697.0,18316.0,1199.0,1908.0,709.0,0.009000000000000001,0.004,-0.005000000000000001,36283.0,36323.0,40.0,0.76,0.762,0.0020000000000000018,
94945,14.22,14.62,0.3999999999999986,2043.0,2999.0,956.0,65938.0,83638.0,17700.0,1022.0,1661.0,639.0,0.06,0.062,0.0020000000000000018,16423.0,17973.0,1550.0,0.846,0.769,-0.07699999999999996,
91913,14.22,14.14,-0.08000000000000007,1785.0,2752.0,967.0,66968.0,84741.0,17773.0,1162.0,1823.0,661.0,0.013000000000000001,0.016,0.002999999999999999,12880.0,43655.0,30775.0,0.584,0.525,-0.05899999999999994,
90740,14.21,14.85,0.6399999999999988,2054.0,2851.0,797.0,42067.0,53677.0,11610.0,1033.0,1576.0,543.0,0.008,0.008,0.0,24177.0,24288.0,111.0,0.888,0.8109999999999999,-0.07700000000000007,
95959,14.21,14.66,0.4499999999999993,1310.0,2055.0,745.0,45803.0,58913.0,13110.0,734.0,1126.0,392.0,0.006,0.025,0.019000000000000003,17267.0,17013.0,-254.0,0.938,0.9009999999999999,-0.03700000000000003,
95570,14.21,14.86,0.6499999999999986,1123.0,2019.0,896.0,33300.0,50500.0,17200.0,669.0,927.0,258.0,0.006999999999999999,0.022000000000000002,0.015000000000000003,2352.0,2083.0,-269.0,0.88,0.8270000000000001,-0.052999999999999936,
91007,14.21,14.54,0.3299999999999983,1956.0,2896.0,940.0,51255.0,72255.0,21000.0,834.0,1392.0,558.0,0.027000000000000003,0.037000000000000005,0.010000000000000002,30925.0,34198.0,3273.0,0.466,0.297,-0.16900000000000004,
95409,14.21,14.83,0.6199999999999992,1569.0,2223.0,654.0,52912.0,65425.0,12513.0,956.0,1413.0,457.0,0.015,0.006999999999999999,-0.008,25706.0,25784.0,78.0,0.894,0.861,-0.03300000000000003,
94947,14.2,14.48,0.28000000000000114,1931.0,2712.0,781.0,66970.0,81879.0,14909.0,1145.0,1645.0,500.0,0.084,0.04,-0.044000000000000004,24724.0,25969.0,1245.0,0.841,0.8270000000000001,-0.013999999999999901,
95472,14.2,14.65,0.45000000000000107,1653.0,2397.0,744.0,55766.0,68804.0,13038.0,805.0,1268.0,463.0,0.016,0.011000000000000001,-0.004999999999999999,31246.0,29408.0,-1838.0,0.895,0.8759999999999999,-0.019000000000000128,
91789,14.2,14.65,0.45000000000000107,1846.0,2649.0,803.0,73943.0,93509.0,19566.0,1103.0,1885.0,782.0,0.021,0.025,0.004,45106.0,43369.0,-1737.0,0.317,0.263,-0.05399999999999999,
95125,14.19,14.73,0.5400000000000009,2249.0,3281.0,1032.0,68613.0,102479.0,33866.0,1155.0,1499.0,344.0,0.036000000000000004,0.042,0.005999999999999998,46184.0,54696.0,8512.0,0.757,0.669,-0.08799999999999997,
93460,14.19,14.09,-0.09999999999999964,1939.0,3256.0,1317.0,68682.0,91737.0,23055.0,988.0,1737.0,749.0,0.004,0.002,-0.002,5704.0,4944.0,-760.0,0.855,0.862,0.007000000000000006,
95747,14.19,14.67,0.4800000000000004,1478.0,2352.0,874.0,62922.0,92678.0,29756.0,822.0,1394.0,572.0,0.01,0.013999999999999999,0.003999999999999998,25410.0,56415.0,31005.0,0.8809999999999999,0.7829999999999999,-0.09799999999999998,
94121,14.19,14.62,0.4299999999999997,2035.0,3355.0,1320.0,61776.0,70220.0,8444.0,984.0,1522.0,538.0,0.311,0.319,0.008000000000000007,42473.0,42043.0,-430.0,0.486,0.462,-0.023999999999999966,
95219,14.19,14.46,0.27000000000000135,1563.0,2259.0,696.0,50396.0,75309.0,24913.0,697.0,1105.0,408.0,0.012,0.006999999999999999,-0.005000000000000001,19103.0,28354.0,9251.0,0.6609999999999999,0.585,-0.07599999999999996,
92211,14.18,14.49,0.3100000000000005,1396.0,2022.0,626.0,52251.0,57557.0,5306.0,797.0,1239.0,442.0,0.009000000000000001,0.018000000000000002,0.009000000000000001,19699.0,24564.0,4865.0,0.907,0.8440000000000001,-0.06299999999999994,
91741,14.18,14.62,0.4399999999999995,1713.0,2682.0,969.0,67419.0,81250.0,13831.0,856.0,1549.0,693.0,0.013999999999999999,0.02,0.006000000000000002,24967.0,25678.0,711.0,0.866,0.807,-0.05899999999999994,
90808,14.17,14.58,0.41000000000000014,1576.0,2424.0,848.0,63620.0,96824.0,33204.0,894.0,1427.0,533.0,0.013000000000000001,0.018000000000000002,0.005000000000000001,37403.0,39834.0,2431.0,0.81,0.73,-0.08000000000000007,
94710,14.17,14.83,0.6600000000000001,1443.0,2906.0,1463.0,34951.0,60952.0,26001.0,634.0,1286.0,652.0,0.243,0.149,-0.094,8149.0,6439.0,-1710.0,0.374,0.618,0.244,
95436,14.16,14.24,0.08000000000000007,1212.0,2057.0,845.0,46817.0,53368.0,6551.0,791.0,1282.0,491.0,0.004,0.013999999999999999,0.009999999999999998,6201.0,5582.0,-619.0,0.904,0.865,-0.039000000000000035,
91360,14.16,14.32,0.16000000000000014,1728.0,2561.0,833.0,72033.0,91617.0,19584.0,1083.0,1811.0,728.0,0.008,0.012,0.004,42513.0,44208.0,1695.0,0.845,0.784,-0.06099999999999994,
92008,14.16,14.59,0.4299999999999997,1677.0,2656.0,979.0,55123.0,66000.0,10877.0,897.0,1508.0,611.0,0.024,0.034,0.010000000000000002,35562.0,26464.0,-9098.0,0.84,0.88,0.040000000000000036,
92506,14.15,14.46,0.3100000000000005,1450.0,2039.0,589.0,62357.0,78116.0,15759.0,741.0,1201.0,460.0,0.019,0.016,-0.002999999999999999,42405.0,45993.0,3588.0,0.763,0.807,0.04400000000000004,
95672,14.15,14.82,0.6699999999999999,1743.0,2433.0,690.0,69662.0,92464.0,22802.0,938.0,2001.0,1063.0,0.043,0.004,-0.03899999999999999,3803.0,5166.0,1363.0,0.922,0.8240000000000001,-0.09799999999999998,
95661,14.14,14.48,0.33999999999999986,1502.0,2232.0,730.0,58606.0,72459.0,13853.0,865.0,1243.0,378.0,0.016,0.01,-0.006,25161.0,30559.0,5398.0,0.885,0.838,-0.04700000000000004,
91709,14.14,14.54,0.3999999999999986,1787.0,2607.0,820.0,78336.0,97609.0,19273.0,1035.0,1825.0,790.0,0.02,0.016,-0.004,66734.0,76187.0,9453.0,0.564,0.507,-0.05699999999999994,
91001,14.14,14.58,0.4399999999999995,1661.0,2459.0,798.0,63543.0,85655.0,22112.0,775.0,1439.0,664.0,0.03,0.036000000000000004,0.006000000000000005,36235.0,37481.0,1246.0,0.42200000000000004,0.583,0.16099999999999992,
90623,14.13,14.38,0.25,1709.0,2570.0,861.0,69096.0,83767.0,14671.0,956.0,1508.0,552.0,0.011000000000000001,0.006999999999999999,-0.004000000000000002,15498.0,15767.0,269.0,0.433,0.42200000000000004,-0.010999999999999954,
95521,14.13,14.7,0.5699999999999985,977.0,1501.0,524.0,24346.0,32711.0,8365.0,551.0,903.0,352.0,0.021,0.015,-0.006000000000000002,19585.0,20769.0,1184.0,0.852,0.8320000000000001,-0.019999999999999907,
95663,14.13,14.43,0.29999999999999893,1670.0,2677.0,1007.0,60560.0,124375.0,63815.0,890.0,1278.0,388.0,0.008,0.008,0.0,2035.0,2485.0,450.0,0.9109999999999999,0.871,-0.039999999999999925,
95131,14.13,14.64,0.5099999999999998,1982.0,2763.0,781.0,87486.0,108366.0,20880.0,1504.0,1868.0,364.0,0.013999999999999999,0.016,0.0020000000000000018,26384.0,29660.0,3276.0,0.223,0.158,-0.065,
95130,14.13,14.75,0.6199999999999992,1972.0,3263.0,1291.0,73502.0,98990.0,25488.0,1105.0,1380.0,275.0,0.017,0.015,-0.0020000000000000018,13465.0,14559.0,1094.0,0.669,0.565,-0.10400000000000009,
95124,14.12,14.76,0.6400000000000006,1940.0,3032.0,1092.0,79008.0,106660.0,27652.0,1207.0,1578.0,371.0,0.019,0.016,-0.002999999999999999,45250.0,48505.0,3255.0,0.7979999999999999,0.708,-0.08999999999999997,
95139,14.12,14.6,0.4800000000000004,1881.0,2856.0,975.0,86515.0,98400.0,11885.0,1500.0,1654.0,154.0,0.033,0.048,0.015,7006.0,6632.0,-374.0,0.708,0.684,-0.02399999999999991,
95926,14.11,14.42,0.3100000000000005,1120.0,1624.0,504.0,28831.0,37296.0,8465.0,555.0,887.0,332.0,0.018000000000000002,0.018000000000000002,0.0,35803.0,38276.0,2473.0,0.851,0.828,-0.02300000000000002,
95946,14.11,14.4,0.2900000000000009,1324.0,2077.0,753.0,50591.0,62180.0,11589.0,1015.0,1505.0,490.0,0.01,0.005,-0.005,9745.0,10206.0,461.0,0.9490000000000001,0.9159999999999999,-0.03300000000000014,
92653,14.1,14.47,0.370000000000001,1662.0,2618.0,956.0,46716.0,92806.0,46090.0,1141.0,1818.0,677.0,0.013999999999999999,0.019,0.005000000000000001,48266.0,28853.0,-19413.0,0.833,0.6890000000000001,-0.1439999999999999,
94602,14.1,14.58,0.4800000000000004,1670.0,2699.0,1029.0,55321.0,68813.0,13492.0,781.0,1159.0,378.0,0.158,0.152,-0.006000000000000005,28880.0,29794.0,914.0,0.451,0.46,0.009000000000000008,
94547,14.07,14.46,0.39000000000000057,1681.0,2484.0,803.0,75707.0,100204.0,24497.0,1082.0,1554.0,472.0,0.08,0.10300000000000001,0.023000000000000007,22460.0,24622.0,2162.0,0.327,0.271,-0.055999999999999994,
94501,14.06,14.54,0.47999999999999865,1783.0,2869.0,1086.0,51896.0,70935.0,19039.0,892.0,1351.0,459.0,0.159,0.161,0.0020000000000000018,58535.0,62571.0,4036.0,0.5770000000000001,0.503,-0.07400000000000007,
95630,14.06,14.61,0.5499999999999989,1665.0,2382.0,717.0,73240.0,100308.0,27068.0,939.0,1416.0,477.0,0.013999999999999999,0.026000000000000002,0.012000000000000004,51849.0,73356.0,21507.0,0.779,0.703,-0.07600000000000007,
95608,14.05,14.36,0.3099999999999987,1354.0,1985.0,631.0,45693.0,55256.0,9563.0,643.0,925.0,282.0,0.025,0.028999999999999998,0.003999999999999997,58819.0,60729.0,1910.0,0.86,0.799,-0.06099999999999994,
94901,14.05,14.09,0.03999999999999915,2397.0,3191.0,794.0,59889.0,76909.0,17020.0,985.0,1424.0,439.0,0.136,0.11800000000000001,-0.018000000000000002,40221.0,42027.0,1806.0,0.728,0.6629999999999999,-0.06500000000000006,
94044,14.05,14.55,0.5,1821.0,2814.0,993.0,72288.0,96719.0,24431.0,1247.0,1799.0,552.0,0.078,0.07400000000000001,-0.00399999999999999,38869.0,38416.0,-453.0,0.691,0.638,-0.052999999999999936,
95825,14.03,13.83,-0.1999999999999993,1195.0,1656.0,461.0,35228.0,37382.0,2154.0,641.0,870.0,229.0,0.038,0.043,0.0049999999999999975,30708.0,31083.0,375.0,0.675,0.583,-0.09200000000000008,
90732,14.02,14.15,0.13000000000000078,1823.0,2495.0,672.0,63614.0,84537.0,20923.0,968.0,1689.0,721.0,0.009000000000000001,0.013999999999999999,0.0049999999999999975,21264.0,19810.0,-1454.0,0.7759999999999999,0.7490000000000001,-0.026999999999999802,
91737,14.02,14.44,0.41999999999999993,1781.0,2603.0,822.0,73201.0,98407.0,25206.0,953.0,1583.0,630.0,0.022000000000000002,0.005,-0.017,23075.0,24759.0,1684.0,0.7190000000000001,0.637,-0.08200000000000007,
91775,14.01,14.37,0.35999999999999943,1698.0,2604.0,906.0,56657.0,84620.0,27963.0,739.0,1250.0,511.0,0.019,0.032,0.013000000000000001,23426.0,25395.0,1969.0,0.47,0.336,-0.13399999999999995,
95682,14.0,14.06,0.0600000000000005,1630.0,2336.0,706.0,64454.0,77416.0,12962.0,769.0,1147.0,378.0,0.015,0.011000000000000001,-0.003999999999999998,24721.0,29972.0,5251.0,0.9259999999999999,0.925,-0.0009999999999998899,
96161,14.0,14.61,0.6099999999999994,1463.0,2725.0,1262.0,58113.0,75172.0,17059.0,882.0,1432.0,550.0,0.003,0.009000000000000001,0.006000000000000001,15781.0,18475.0,2694.0,0.892,0.955,0.06299999999999994,
95136,14.0,14.28,0.27999999999999936,1920.0,2706.0,786.0,74908.0,87500.0,12592.0,1269.0,1721.0,452.0,0.031,0.026000000000000002,-0.0049999999999999975,36924.0,41852.0,4928.0,0.561,0.509,-0.052000000000000046,
96103,13.99,14.48,0.4900000000000002,1203.0,1745.0,542.0,50888.0,60268.0,9380.0,600.0,780.0,180.0,0.012,0.004,-0.008,1837.0,1357.0,-480.0,0.96,0.951,-0.009000000000000008,
94536,13.98,14.38,0.40000000000000036,1856.0,2594.0,738.0,70026.0,92107.0,22081.0,1149.0,1550.0,401.0,0.057999999999999996,0.10099999999999999,0.043,66533.0,70696.0,4163.0,0.562,0.381,-0.18100000000000005,
95677,13.98,14.1,0.11999999999999922,1457.0,1966.0,509.0,54111.0,69583.0,15472.0,818.0,1291.0,473.0,0.01,0.016,0.006,21505.0,22808.0,1303.0,0.8959999999999999,0.8440000000000001,-0.051999999999999824,
91941,13.98,14.53,0.5499999999999989,1444.0,2543.0,1099.0,45916.0,71661.0,25745.0,719.0,1232.0,513.0,0.023,0.025,0.0020000000000000018,44651.0,33474.0,-11177.0,0.807,0.768,-0.039000000000000035,
95119,13.97,14.22,0.25,1950.0,2822.0,872.0,87931.0,103319.0,15388.0,1379.0,1894.0,515.0,0.026000000000000002,0.025,-0.0010000000000000009,10137.0,10595.0,458.0,0.652,0.597,-0.05500000000000005,
90034,13.97,14.67,0.6999999999999993,1779.0,2920.0,1141.0,37231.0,56743.0,19512.0,809.0,1402.0,593.0,0.078,0.09699999999999999,0.01899999999999999,58199.0,58968.0,769.0,0.46299999999999997,0.61,0.14700000000000002,
92672,13.97,14.55,0.5800000000000001,1869.0,2871.0,1002.0,57110.0,75411.0,18301.0,903.0,1642.0,739.0,0.019,0.011000000000000001,-0.007999999999999998,34932.0,35041.0,109.0,0.871,0.807,-0.06399999999999995,
91311,13.97,14.25,0.27999999999999936,1806.0,2561.0,755.0,62270.0,80279.0,18009.0,890.0,1417.0,527.0,0.025,0.036000000000000004,0.011000000000000003,35317.0,37769.0,2452.0,0.738,0.636,-0.10199999999999998,
92708,13.97,14.11,0.1399999999999988,1678.0,2511.0,833.0,69710.0,82005.0,12295.0,1060.0,1615.0,555.0,0.008,0.011000000000000001,0.003000000000000001,54530.0,57441.0,2911.0,0.642,0.535,-0.10699999999999998,
90232,13.97,14.66,0.6899999999999995,1806.0,2980.0,1174.0,46121.0,71316.0,25195.0,826.0,1470.0,644.0,0.067,0.028999999999999998,-0.038000000000000006,15175.0,15353.0,178.0,0.5710000000000001,0.722,0.1509999999999999,
94550,13.96,14.52,0.5599999999999987,1859.0,2902.0,1043.0,75026.0,102952.0,27926.0,1034.0,1450.0,416.0,0.032,0.038,0.005999999999999998,75925.0,48050.0,-27875.0,0.821,0.8220000000000001,0.001000000000000112,
92630,13.96,14.22,0.2599999999999998,1762.0,2377.0,615.0,68311.0,84785.0,16474.0,1087.0,1652.0,565.0,0.013999999999999999,0.006,-0.007999999999999998,59167.0,59657.0,490.0,0.76,0.667,-0.09299999999999997,
95062,13.95,14.49,0.5400000000000009,1739.0,2495.0,756.0,46181.0,62253.0,16072.0,991.0,1444.0,453.0,0.037000000000000005,0.025,-0.012000000000000004,36620.0,36358.0,-262.0,0.809,0.846,0.03699999999999992,
93010,13.95,14.2,0.25,1696.0,2491.0,795.0,63245.0,86505.0,23260.0,941.0,1473.0,532.0,0.006,0.013000000000000001,0.007000000000000001,42840.0,43234.0,394.0,0.784,0.752,-0.03200000000000003,
92821,13.95,14.42,0.47000000000000064,1687.0,2404.0,717.0,59189.0,80163.0,20974.0,932.0,1544.0,612.0,0.01,0.018000000000000002,0.008000000000000002,34041.0,37580.0,3539.0,0.768,0.732,-0.03600000000000003,
91942,13.95,14.09,0.14000000000000057,1322.0,2047.0,725.0,42443.0,52354.0,9911.0,831.0,1289.0,458.0,0.02,0.027000000000000003,0.007000000000000003,24000.0,39438.0,15438.0,0.833,0.745,-0.08799999999999997,
95404,13.94,14.32,0.3800000000000008,1637.0,2374.0,737.0,52864.0,67001.0,14137.0,801.0,1220.0,419.0,0.021,0.028999999999999998,0.007999999999999997,35056.0,40253.0,5197.0,0.8240000000000001,0.78,-0.04400000000000004,
93463,13.93,14.35,0.41999999999999993,1936.0,2951.0,1015.0,52149.0,66771.0,14622.0,858.0,1460.0,602.0,0.011000000000000001,0.001,-0.010000000000000002,7942.0,8132.0,190.0,0.895,0.845,-0.050000000000000044,
94521,13.93,14.37,0.4399999999999995,1603.0,2420.0,817.0,64485.0,84819.0,20334.0,995.0,1481.0,486.0,0.092,0.081,-0.010999999999999996,39887.0,41138.0,1251.0,0.755,0.706,-0.049000000000000044,
92592,13.93,14.22,0.2900000000000009,1592.0,2371.0,779.0,67593.0,89541.0,21948.0,910.0,1709.0,799.0,0.002,0.004,0.002,46167.0,74558.0,28391.0,0.79,0.737,-0.05300000000000005,
95462,13.93,14.38,0.45000000000000107,1298.0,1768.0,470.0,38227.0,37083.0,-1144.0,720.0,931.0,211.0,0.024,0.036000000000000004,0.012000000000000004,1524.0,1216.0,-308.0,0.9179999999999999,0.857,-0.06099999999999994,
90807,13.93,14.27,0.33999999999999986,1591.0,2549.0,958.0,50543.0,72276.0,21733.0,712.0,1204.0,492.0,0.034,0.044000000000000004,0.010000000000000002,31549.0,33726.0,2177.0,0.55,0.444,-0.10600000000000004,
93611,13.92,14.01,0.08999999999999986,1364.0,1907.0,543.0,64229.0,77930.0,13701.0,803.0,1397.0,594.0,0.003,0.002,-0.001,46851.0,48597.0,1746.0,0.826,0.7240000000000001,-0.10199999999999987,
91750,13.92,14.3,0.3800000000000008,1719.0,2311.0,592.0,60366.0,76912.0,16546.0,834.0,1379.0,545.0,0.032,0.024,-0.008,35512.0,33969.0,-1543.0,0.768,0.75,-0.018000000000000016,
91202,13.91,14.08,0.16999999999999993,2042.0,2837.0,795.0,49818.0,63111.0,13293.0,859.0,1541.0,682.0,0.027999999999999997,0.025,-0.0029999999999999957,21971.0,23007.0,1036.0,0.6859999999999999,0.778,0.09200000000000008,
91325,13.91,14.12,0.20999999999999908,1759.0,2838.0,1079.0,48855.0,57883.0,9028.0,765.0,1305.0,540.0,0.035,0.054000000000000006,0.019000000000000003,32300.0,32823.0,523.0,0.615,0.583,-0.03200000000000003,
93546,13.9,13.48,-0.41999999999999993,1603.0,2417.0,814.0,46858.0,65156.0,18298.0,705.0,1138.0,433.0,0.042,0.094,0.052,8214.0,9408.0,1194.0,0.8420000000000001,0.858,0.015999999999999903,
95818,13.9,14.91,1.0099999999999998,1405.0,2229.0,824.0,39412.0,58272.0,18860.0,503.0,811.0,308.0,0.059000000000000004,0.048,-0.011000000000000003,21298.0,20135.0,-1163.0,0.608,0.72,0.11199999999999999,
94019,13.89,14.52,0.629999999999999,2431.0,3316.0,885.0,82735.0,103378.0,20643.0,1222.0,1760.0,538.0,0.017,0.009000000000000001,-0.008,17923.0,18382.0,459.0,0.797,0.809,0.01200000000000001,
92126,13.89,14.44,0.5499999999999989,1514.0,2203.0,689.0,60229.0,85707.0,25478.0,1025.0,1718.0,693.0,0.018000000000000002,0.018000000000000002,0.0,74222.0,78201.0,3979.0,0.455,0.37799999999999995,-0.07700000000000007,
94116,13.89,14.11,0.21999999999999886,1891.0,3058.0,1167.0,66627.0,84828.0,18201.0,1171.0,1584.0,413.0,0.27399999999999997,0.282,0.008000000000000007,42958.0,45552.0,2594.0,0.42700000000000005,0.381,-0.04600000000000004,
95050,13.88,14.31,0.4299999999999997,1853.0,2801.0,948.0,58961.0,69341.0,10380.0,1062.0,1451.0,389.0,0.033,0.052000000000000005,0.019000000000000003,36335.0,37714.0,1379.0,0.619,0.593,-0.026000000000000023,
93117,13.87,14.35,0.4800000000000004,1778.0,2603.0,825.0,40901.0,55801.0,14900.0,886.0,1450.0,564.0,0.045,0.051,0.005999999999999998,49970.0,55064.0,5094.0,0.732,0.6809999999999999,-0.051000000000000045,
92705,13.87,14.11,0.2400000000000002,2033.0,3077.0,1044.0,62368.0,82675.0,20307.0,880.0,1382.0,502.0,0.018000000000000002,0.021,0.002999999999999999,44110.0,46163.0,2053.0,0.718,0.769,0.051000000000000045,
93003,13.87,14.27,0.40000000000000036,1550.0,2217.0,667.0,54574.0,69616.0,15042.0,906.0,1494.0,588.0,0.009000000000000001,0.013999999999999999,0.0049999999999999975,46891.0,51454.0,4563.0,0.807,0.81,0.0030000000000000027,
90630,13.86,14.36,0.5,1617.0,2406.0,789.0,63611.0,84051.0,20440.0,923.0,1613.0,690.0,0.012,0.011000000000000001,-0.0009999999999999992,47334.0,48844.0,1510.0,0.659,0.579,-0.08000000000000007,
92626,13.85,14.33,0.4800000000000004,1618.0,2652.0,1034.0,57929.0,80132.0,22203.0,1051.0,1705.0,654.0,0.023,0.019,-0.004,48200.0,51575.0,3375.0,0.7190000000000001,0.721,0.0019999999999998908,
