zip,Average Education Index 2000,Median Income 2000,Inflated Median Income 2000,Median Rent 2000,Inflated Median Rent 2000,Take Public Transp % in 2000,Total Population % in 2000,White Population % in 2000
94710,14.17,34951.0,48907.0,634.0,1799.5022434,0.243,8149.0,0.374
95436,14.16,46817.0,65511.12,791.0,1793.9050358,0.004,6201.0,0.904
91360,14.16,72033.0,100795.91,1083.0,2534.1357409,0.008,42513.0,0.845
92008,14.16,55123.0,77133.72,897.0,2110.1472651999998,0.024,35562.0,0.84
92506,14.15,62357.0,87256.27,741.0,1680.5615819,0.019,42405.0,0.763
95672,14.15,69662.0,97478.17,938.0,2800.0031019,0.043,3803.0,0.922
95661,14.14,58606.0,82007.49,865.0,1739.3322617,0.016,25161.0,0.885
91709,14.14,78336.0,109615.71,1035.0,2553.7259675,0.02,66734.0,0.564
91001,14.14,63543.0,88915.84,775.0,2013.5954341,0.03,36235.0,0.42200000000000004
90623,14.13,69096.0,96686.16,956.0,2110.1472651999998,0.011000000000000001,15498.0,0.433
95521,14.13,24346.0,34067.4,551.0,1263.5696157,0.021,19585.0,0.852
95663,14.13,60560.0,84741.72,890.0,1788.3078282,0.008,2035.0,0.9109999999999999
95131,14.13,87486.0,122419.33,1504.0,2613.8959492,0.013999999999999999,26384.0,0.223
95130,14.13,73502.0,102851.49,1105.0,1931.036622,0.017,13465.0,0.669
95124,14.12,79008.0,110556.04,1207.0,2208.0983982,0.019,45250.0,0.7979999999999999
95139,14.12,86515.0,121060.6,1500.0,2314.4453426,0.033,7006.0,0.708
95926,14.11,28831.0,40343.27,555.0,1241.1807853,0.018000000000000002,35803.0,0.851
95946,14.11,50591.0,70792.08,1015.0,2105.9493595,0.01,9745.0,0.9490000000000001
92653,14.1,46716.0,65369.79,1141.0,2543.9308542,0.013999999999999999,48266.0,0.833
94602,14.1,55321.0,77410.78,781.0,1621.7909021,0.158,28880.0,0.451
94547,14.07,75707.0,105936.95,1082.0,2174.5151526,0.08,22460.0,0.327
94501,14.06,51896.0,72618.17,892.0,1890.4568669,0.159,58535.0,0.5770000000000001
95630,14.06,73240.0,102484.87,939.0,1981.4114904,0.013999999999999999,51849.0,0.779
95608,14.05,45693.0,63938.3,643.0,1294.3542575,0.025,58819.0,0.86
94901,14.05,59889.0,83802.79,985.0,1992.6059056,0.136,40221.0,0.728
94044,14.05,72288.0,101152.74,1247.0,2517.3441181,0.078,38869.0,0.691
95825,14.03,35228.0,49294.61,641.0,1217.3926529999999,0.038,30708.0,0.675
94535,14.03,36518.0,51099.71,799.0,2479.5629668,0.003,9966.0,0.65
90732,14.02,63614.0,89015.19,968.0,2363.4209091,0.009000000000000001,21264.0,0.7759999999999999
91737,14.02,73201.0,102430.3,953.0,2215.0949077,0.022000000000000002,23075.0,0.7190000000000001
91775,14.01,56657.0,79280.25,739.0,1749.127375,0.019,23426.0,0.47
95682,14.0,64454.0,90190.6,769.0,1604.9992793,0.015,24721.0,0.9259999999999999
96161,14.0,58113.0,81317.63,882.0,2003.8003208,0.003,15781.0,0.892
95136,14.0,74908.0,104818.91,1269.0,2408.1985699,0.031,36924.0,0.561
96103,13.99,50888.0,71207.68,600.0,1091.455482,0.012,1837.0,0.96
94536,13.98,70026.0,97987.51,1149.0,2168.917945,0.057999999999999996,66533.0,0.562
95677,13.98,54111.0,75717.63,818.0,1806.4987529,0.01,21505.0,0.8959999999999999
91941,13.98,45916.0,64250.35,719.0,1723.9399408,0.023,44651.0,0.807
95119,13.97,87931.0,123042.02,1379.0,2650.2777986,0.026000000000000002,10137.0,0.652
90034,13.97,37231.0,52097.41,809.0,1961.8212638,0.078,58199.0,0.46299999999999997
92672,13.97,57110.0,79914.13,903.0,2297.6537198,0.019,34932.0,0.871
91311,13.97,62270.0,87134.53,890.0,1982.8107923,0.025,35317.0,0.738
92708,13.97,69710.0,97545.34,1060.0,2259.8725685,0.008,54530.0,0.642
90232,13.97,46121.0,64537.2,826.0,2056.973793,0.067,15175.0,0.5710000000000001
94550,13.96,75026.0,104984.02,1034.0,2028.9877549999999,0.032,75925.0,0.821
92630,13.96,68311.0,95587.71,1087.0,2311.6467388,0.013999999999999999,59167.0,0.76
95062,13.95,46181.0,64621.16,991.0,2020.5919436,0.037000000000000005,36620.0,0.809
93010,13.95,63245.0,88498.85,941.0,2061.1716987,0.006,42840.0,0.784
92821,13.95,59189.0,82823.28,932.0,2160.5221336,0.01,34041.0,0.768
91942,13.95,42443.0,59390.57,831.0,1803.7001491,0.02,24000.0,0.833
95404,13.94,52864.0,73972.7,801.0,1707.148318,0.021,35056.0,0.8240000000000001
93463,13.93,52149.0,72972.19,858.0,2042.9807739999999,0.011000000000000001,7942.0,0.895
94521,13.93,64485.0,90233.98,995.0,2072.3661139,0.092,39887.0,0.755
92592,13.93,67593.0,94583.01,910.0,2391.4069471,0.002,46167.0,0.79
95462,13.93,38227.0,53491.11,720.0,1302.7500689,0.024,1524.0,0.9179999999999999
90807,13.93,50543.0,70724.92,712.0,1684.7594876,0.034,31549.0,0.55
93611,13.92,64229.0,89875.76,803.0,1954.8247543,0.003,46851.0,0.826
91750,13.92,60366.0,84470.26,834.0,1929.6373201,0.032,35512.0,0.768
91202,13.91,49818.0,69710.42,859.0,2156.3242279,0.027999999999999997,21971.0,0.6859999999999999
91325,13.91,48855.0,68362.89,765.0,1826.0889795,0.035,32300.0,0.615
93546,13.9,46858.0,65568.49,705.0,1592.4055622,0.042,8214.0,0.8420000000000001
95818,13.9,39412.0,55149.29,503.0,1134.8338409,0.059000000000000004,21298.0,0.608
94019,13.89,82735.0,115771.24,1222.0,2462.7713439999998,0.017,17923.0,0.797
92126,13.89,60229.0,84278.55,1025.0,2404.0006642,0.018000000000000002,74222.0,0.455
94116,13.89,66627.0,93231.29,1171.0,2216.4942096,0.27399999999999997,42958.0,0.42700000000000005
95050,13.88,58961.0,82504.24,1062.0,2030.3870569,0.033,36335.0,0.619
93117,13.87,40901.0,57232.85,886.0,2028.9877549999999,0.045,49970.0,0.732
92705,13.87,62368.0,87271.66,880.0,1933.8352258,0.018000000000000002,44110.0,0.718
93003,13.87,54574.0,76365.5,906.0,2090.5570386,0.009000000000000001,46891.0,0.807
90630,13.86,63611.0,89010.99,923.0,2257.0739647,0.012,47334.0,0.659
92626,13.85,57929.0,81060.16,1051.0,2385.8097395,0.023,48200.0,0.7190000000000001
94518,13.85,64429.0,90155.62,950.0,1945.029641,0.10400000000000001,27392.0,0.746
94574,13.85,60964.0,85307.04,803.0,2213.6956058,0.008,9415.0,0.8390000000000001
95650,13.85,65327.0,91412.2,796.0,1978.6128866,0.006,11180.0,0.902
90305,13.84,45711.0,63963.49,714.0,1701.5511104,0.032,13763.0,0.048
90230,13.84,51275.0,71749.2,849.0,2142.3312089,0.037000000000000005,31945.0,0.531
92123,13.84,49646.0,69469.74,946.0,2499.1531934,0.028999999999999998,25217.0,0.655
94061,13.83,64839.0,90729.34,1143.0,2279.4627950999998,0.044000000000000004,35718.0,0.7609999999999999
94089,13.83,66807.0,93483.16,1366.0,2566.3196846,0.04,16970.0,0.511
92845,13.83,66830.0,93515.35,1001.0,2061.1716987,0.002,15864.0,0.8240000000000001
95843,13.82,59151.0,82770.11,813.0,1890.4568669,0.012,36421.0,0.655
91501,13.81,43750.0,61219.46,827.0,2017.7933398,0.031,18096.0,0.718
92116,13.81,35401.0,49536.69,634.0,1567.218128,0.057,33080.0,0.662
90010,13.81,32083.0,44893.8,590.0,2290.6572103,0.114,1943.0,0.401
95004,13.8,67697.0,94728.54,921.0,1814.8945643,0.006999999999999999,3368.0,0.784
95446,13.8,39906.0,55840.54,738.0,1501.4509387,0.015,4893.0,0.884
91607,13.8,40565.0,56762.68,731.0,1788.3078282,0.05,27439.0,0.745
91739,13.79,70461.0,98596.21,965.0,2317.2439464,0.023,12925.0,0.693
94553,13.79,60402.0,84520.63,876.0,1950.6268486,0.059000000000000004,46659.0,0.81
93023,13.79,50709.0,70957.2,803.0,1767.3182997,0.013000000000000001,21624.0,0.882
95826,13.78,42562.0,59557.09,686.0,1347.5277297,0.052000000000000005,38799.0,0.677
92313,13.78,57303.0,80184.2,787.0,1642.7804306,0.008,11008.0,0.742
91701,13.78,66668.0,93288.66,865.0,1932.4359239,0.012,39055.0,0.7290000000000001
95658,13.77,60208.0,84249.17,741.0,1651.176242,0.01,6095.0,0.9109999999999999
92117,13.77,47245.0,66110.02,865.0,1929.6373201,0.024,51203.0,0.773
95037,13.77,82258.0,115103.78,1099.0,2282.2613989,0.04,41690.0,0.723
94538,13.77,68121.0,95321.84,1206.0,2315.8446445,0.055999999999999994,56111.0,0.521
95118,13.77,73134.0,102336.55,1110.0,2262.6711723,0.036000000000000004,31916.0,0.725
93465,13.77,52376.0,73289.84,836.0,1659.5720534,0.003,7901.0,0.9129999999999999
91350,13.76,74616.0,104410.31,873.0,2370.4174186,0.026000000000000002,40069.0,0.843
94030,13.76,68067.0,95246.28,1157.0,2489.3580801,0.052000000000000005,20334.0,0.631
90404,13.76,39821.0,55721.6,730.0,1996.8038113,0.08199999999999999,19956.0,0.63
91344,13.76,64947.0,90880.46,912.0,2152.1263222,0.017,48863.0,0.66
94609,13.75,34398.0,48133.19,697.0,1599.4020717,0.272,21093.0,0.354
92382,13.75,50608.0,70815.87,718.0,1746.3287712,0.006999999999999999,5386.0,0.879
92831,13.75,45102.0,63111.31,794.0,1807.8980548,0.03,34589.0,0.652
92508,13.74,68701.0,96133.44,1042.0,2620.8924587,0.013999999999999999,17142.0,0.6970000000000001
95035,13.74,84565.0,118331.97,1279.0,2515.9448162,0.023,62840.0,0.31
94952,13.74,56934.0,79667.85,864.0,1866.6687345999999,0.042,31917.0,0.8759999999999999
93021,13.74,76796.0,107460.79,1170.0,2406.7992679999998,0.009000000000000001,32978.0,0.743
95123,13.74,75188.0,105210.71,1369.0,2532.736439,0.036000000000000004,59621.0,0.6509999999999999
91773,13.73,63526.0,88892.05,896.0,2101.7514538,0.018000000000000002,33865.0,0.745
94525,13.72,48672.0,68106.82,697.0,1452.4753722,0.021,3184.0,0.851
94619,13.72,54174.0,75805.78,746.0,1911.4463954,0.107,24501.0,0.33899999999999997
95117,13.72,57626.0,80636.17,1112.0,2089.1577367,0.05,29903.0,0.573
93420,13.71,50244.0,70306.52,729.0,1788.3078282,0.002,24482.0,0.888
92078,13.7,53586.0,74982.99,922.0,2021.9912454999999,0.008,6748.0,0.81
95928,13.7,30536.0,42729.08,627.0,1319.5416917,0.013000000000000001,32831.0,0.8140000000000001
95132,13.7,82779.0,115832.81,1387.0,2410.9971737,0.011000000000000001,40563.0,0.34
93004,13.69,59099.0,82697.34,817.0,2105.9493595,0.012,27379.0,0.79
90066,13.69,45089.0,63093.12,780.0,2006.5989246,0.07200000000000001,55194.0,0.608
94568,13.69,77122.0,107916.96,1356.0,2632.0868739,0.053,29633.0,0.6940000000000001
94015,13.68,64534.0,90302.55,1150.0,2336.834173,0.161,63317.0,0.29100000000000004
92003,13.68,58059.0,81242.07,801.0,1756.1238845,0.015,3844.0,0.823
94803,13.67,61494.0,86048.67,863.0,1816.2938662,0.07200000000000001,25392.0,0.516
92562,13.67,61583.0,86173.21,783.0,2055.5744911,0.002,36129.0,0.826
95709,13.67,46179.0,64618.36,743.0,1428.6872399,0.009000000000000001,4825.0,0.917
95835,13.67,63611.0,89010.99,246.0,1994.0052074999999,0.02,834.0,0.6779999999999999
92869,13.67,74117.0,103712.06,968.0,2244.4802476,0.022000000000000002,37900.0,0.718
91206,13.66,41674.0,58314.51,776.0,1785.5092244,0.031,31284.0,0.6459999999999999
92056,13.66,53676.0,75108.93,932.0,2184.3102659,0.025,52894.0,0.736
95017,13.65,56750.0,79410.38,763.0,1764.5196959,0.025,850.0,0.765
95476,13.64,50520.0,70692.73,879.0,1819.09247,0.021,34310.0,0.868
95223,13.64,44563.0,62357.09,626.0,1458.0725798,0.009000000000000001,5142.0,0.951
92260,13.64,43299.0,60588.37,735.0,1557.4230147,0.015,29322.0,0.87
92264,13.64,39173.0,54814.85,657.0,1388.1074848,0.018000000000000002,18869.0,0.8440000000000001
95602,13.64,47856.0,66964.99,749.0,1409.0970133,0.006999999999999999,18184.0,0.929
93312,13.63,61583.0,86173.21,753.0,2202.5011906,0.003,40824.0,0.861
95949,13.63,50816.0,71106.93,905.0,1940.8317353,0.003,17909.0,0.951
95624,13.63,65850.0,92144.03,758.0,2052.7758873,0.017,38521.0,0.713
95973,13.63,41111.0,57526.7,612.0,1295.7535594,0.011000000000000001,26954.0,0.865
95662,13.62,54316.0,76004.48,826.0,1784.1099225,0.013999999999999999,32035.0,0.895
93551,13.62,68057.0,95232.29,792.0,2217.8935115,0.01,34036.0,0.7090000000000001
94546,13.61,57976.0,81125.93,965.0,1915.6443011,0.057999999999999996,41680.0,0.7659999999999999
95829,13.61,63774.0,89239.08,935.0,2230.4872286,0.016,11380.0,0.66
92881,13.6,70992.0,99339.24,810.0,2202.5011906,0.01,21903.0,0.6940000000000001
91020,13.59,41580.0,58182.97,768.0,1858.2729232,0.003,7515.0,0.7120000000000001
91505,13.59,51740.0,72399.88,825.0,2115.7444728,0.021,29235.0,0.778
92591,13.59,58429.0,81759.81,849.0,1998.2031132,0.005,25648.0,0.7979999999999999
92883,13.58,69462.0,97198.31,1038.0,2800.0031019,0.01,13168.0,0.743
92019,13.57,56486.0,79040.97,805.0,2006.5989246,0.009000000000000001,40981.0,0.8340000000000001
95603,13.57,48520.0,67894.13,692.0,1500.0516368,0.004,24941.0,0.9259999999999999
93035,13.55,58874.0,82382.5,1059.0,2480.9622687,0.01,25321.0,0.6729999999999999
94564,13.55,60804.0,85083.15,854.0,1947.8282448,0.059000000000000004,16705.0,0.5379999999999999
95128,13.55,55869.0,78177.6,1049.0,1933.8352258,0.033,32799.0,0.622
95519,13.54,39058.0,54653.93,597.0,1395.1039943,0.006999999999999999,15918.0,0.88
90603,13.53,59328.0,83017.78,852.0,2338.2334749,0.013000000000000001,19101.0,0.778
95685,13.53,47589.0,66591.38,726.0,1505.6488444,0.002,4606.0,0.922
93555,13.52,45722.0,63978.88,498.0,1188.0073131,0.004,29762.0,0.8320000000000001
93065,13.52,72384.0,101287.07,1069.0,2431.9867022,0.013999999999999999,64785.0,0.8059999999999999
94928,13.52,51952.0,72696.53,904.0,1812.0959605,0.034,42542.0,0.8029999999999999
94954,13.52,67705.0,94739.74,1089.0,2187.1088697,0.045,35400.0,0.821
92675,13.51,62937.0,88067.86,1009.0,2452.9762307,0.027000000000000003,34311.0,0.784
93455,13.5,53251.0,74514.23,855.0,2181.5116621,0.009000000000000001,37352.0,0.836
92870,13.5,63367.0,88669.56,899.0,2156.3242279,0.012,48166.0,0.6829999999999999
95713,13.49,47467.0,66420.66,608.0,1618.9922983,0.002,8510.0,0.93
91504,13.49,55813.0,78099.24,779.0,1868.0680365,0.027999999999999997,25872.0,0.687
95670,13.49,45897.0,64223.76,660.0,1330.7361069,0.03,49713.0,0.7090000000000001
91748,13.48,51640.0,72259.95,845.0,1866.6687345999999,0.027000000000000003,46324.0,0.28
91901,13.48,62452.0,87389.2,757.0,1796.7036396,0.004,16468.0,0.8809999999999999
94805,13.48,50300.0,70384.89,813.0,1719.7420351,0.13,13973.0,0.479
92253,13.48,54686.0,76522.22,815.0,1974.4149809,0.008,23970.0,0.785
94591,13.47,61022.0,85388.2,901.0,1901.6512821,0.045,51659.0,0.397
92647,13.46,57528.0,80499.04,957.0,2070.966812,0.018000000000000002,58761.0,0.7020000000000001
95703,13.45,57992.0,81148.32,1028.0,1469.266995,0.011000000000000001,1512.0,0.914
95126,13.45,50113.0,70123.22,1001.0,2003.8003208,0.073,27021.0,0.607
95448,13.45,51207.0,71654.05,865.0,1803.7001491,0.016,17976.0,0.81
93422,13.43,49754.0,69620.87,701.0,1602.2006755,0.004,29532.0,0.892
92555,13.43,62509.0,87468.96,881.0,2247.2788514,0.009000000000000001,12726.0,0.628
91506,13.42,50849.0,71153.1,754.0,1831.6861870999999,0.013999999999999999,18530.0,0.762
95421,13.42,36850.0,51564.28,675.0,1567.218128,0.006,1569.0,0.862
94585,13.42,66010.0,92367.92,870.0,2091.9563405,0.022000000000000002,39260.0,0.525
95669,13.42,42955.0,60107.01,654.0,1523.8397691,0.004,2214.0,0.9159999999999999
90504,13.41,50587.0,70786.49,823.0,1905.8491878,0.023,31664.0,0.47100000000000003
91351,13.41,61349.0,85845.77,980.0,2047.1786797,0.028999999999999998,59257.0,0.762
93704,13.41,36839.0,51548.88,598.0,1248.1772948,0.019,26565.0,0.705
95678,13.41,49615.0,69426.36,746.0,1740.7315636,0.013999999999999999,30597.0,0.828
96001,13.41,34560.0,48359.87,545.0,1239.7814834,0.017,31585.0,0.898
91780,13.4,47575.0,66571.79,771.0,1792.5057339,0.028999999999999998,32714.0,0.489
92065,13.4,60404.0,84523.43,718.0,1736.5336579,0.005,33087.0,0.863
94599,13.39,48452.0,67798.98,977.0,2480.9622687,0.009000000000000001,2870.0,0.9179999999999999
95610,13.39,45423.0,63560.49,710.0,1383.9095791,0.018000000000000002,43716.0,0.8420000000000001
95688,13.39,61828.0,86516.04,761.0,1870.8666403,0.004,32552.0,0.797
95684,13.39,45000.0,62968.59,730.0,1556.0237127999999,0.017,2951.0,0.934
93063,13.38,67311.0,94188.41,1038.0,2331.2369654,0.015,49011.0,0.828
90713,13.38,63458.0,88796.9,1010.0,2576.1147978999998,0.011000000000000001,27549.0,0.775
95821,13.38,35453.0,49609.45,545.0,1155.8233694,0.048,35408.0,0.768
93710,13.38,33670.0,47114.49,563.0,1229.9863701,0.018000000000000002,29327.0,0.639
91745,13.38,59642.0,83457.16,946.0,2279.4627950999998,0.02,53682.0,0.41
92101,13.37,23762.0,33250.21,550.0,1793.9050358,0.106,27494.0,0.6829999999999999
90027,13.37,31820.0,44525.79,647.0,1705.7490161,0.107,48715.0,0.619
95667,13.37,47707.0,66756.5,696.0,1376.9130696,0.015,34138.0,0.9179999999999999
95492,13.37,63161.0,88381.31,856.0,2306.0495312,0.009000000000000001,23688.0,0.792
95403,13.36,52434.0,73371.0,870.0,1828.8875833,0.021,40258.0,0.7759999999999999
95356,13.36,46663.0,65295.62,701.0,1571.4160337,0.01,26038.0,0.763
91040,13.36,51894.0,72615.37,709.0,1652.5755439,0.022000000000000002,18748.0,0.785
94066,13.35,61939.0,86671.36,1158.0,2357.8237015,0.08,39546.0,0.579
90638,13.33,61724.0,86370.51,874.0,2140.931907,0.015,47548.0,0.644
92587,13.33,58656.0,82077.45,1010.0,2240.2823419,0.009000000000000001,13135.0,0.883
94931,13.33,52297.0,73179.29,885.0,1791.106432,0.04,7916.0,0.841
96027,13.32,31250.0,43728.18,445.0,1126.4380295,0.01,2147.0,0.887
92865,13.32,55512.0,77678.05,893.0,2178.7130583,0.023,18039.0,0.726
93013,13.32,52052.0,72836.46,956.0,2020.5919436,0.028999999999999998,17402.0,0.759
92028,13.32,49284.0,68963.19,717.0,1522.4404672,0.013000000000000001,42236.0,0.769
91978,13.32,46853.0,65561.49,947.0,2255.6746628,0.026000000000000002,7843.0,0.7509999999999999
95503,13.31,35899.0,50233.54,605.0,1337.7326164,0.009000000000000001,23557.0,0.868
92325,13.3,44647.0,62474.63,698.0,1269.1668233,0.019,10477.0,0.8809999999999999
95833,13.3,44674.0,62512.41,728.0,1542.0306937999999,0.038,31414.0,0.521
92867,13.3,63039.0,88210.59,885.0,2072.3661139,0.035,40914.0,0.726
96150,13.29,40076.0,56078.42,658.0,1277.5626347,0.037000000000000005,33024.0,0.809
95148,13.29,89398.0,125094.79,1504.0,2800.0031019,0.018000000000000002,44095.0,0.278
92071,13.29,53824.0,75316.03,832.0,1900.2519802,0.017,53502.0,0.865
92374,13.28,45516.0,63690.63,672.0,1571.4160337,0.016,36658.0,0.6659999999999999
94587,13.27,71863.0,100558.03,1091.0,2117.1437747,0.062,66457.0,0.3
90041,13.27,48439.0,67780.78,684.0,1677.7629781,0.061,27864.0,0.48200000000000004
94558,13.27,55995.0,78353.91,864.0,2010.7968303,0.015,63932.0,0.826
94519,13.27,57601.0,80601.19,960.0,2013.5954341,0.083,18643.0,0.77
94608,13.27,33556.0,46954.97,745.0,1882.0610555,0.19399999999999998,24572.0,0.247
92315,13.26,34537.0,48327.69,581.0,1320.9409936,0.004,5435.0,0.912
91724,13.26,59158.0,82779.9,838.0,1866.6687345999999,0.028999999999999998,25062.0,0.665
95945,13.25,33629.0,47057.12,651.0,1354.5242392,0.013999999999999999,23979.0,0.935
94303,13.25,64256.0,89913.54,956.0,2286.4593046,0.046,45483.0,0.428
92082,13.25,58147.0,81365.21,638.0,1449.6767684,0.003,14559.0,0.7809999999999999
91324,13.24,49961.0,69910.52,761.0,1957.6233581,0.040999999999999995,25731.0,0.597
94515,13.24,44320.0,62017.06,733.0,1610.5964869,0.001,7370.0,0.807
95827,13.24,42910.0,60044.04,762.0,1571.4160337,0.051,19599.0,0.626
93022,13.24,59313.0,82996.79,942.0,1988.4079999,0.013000000000000001,6495.0,0.868
90712,13.23,59347.0,83044.37,837.0,2033.1856607,0.016,30171.0,0.653
93103,13.23,47625.0,66641.75,917.0,2201.1018887,0.055999999999999994,20877.0,0.654
90008,13.22,30472.0,42639.53,623.0,1444.0795608,0.11,30840.0,0.061
92833,13.22,50929.0,71265.05,790.0,1968.8177733,0.031,46099.0,0.535
94110,13.22,53795.0,75275.45,882.0,2024.7898493,0.363,74633.0,0.524
91791,13.22,56216.0,78663.16,816.0,1771.5162054,0.040999999999999995,30442.0,0.51
95370,13.2,37714.0,52773.27,608.0,1295.7535594,0.009000000000000001,25331.0,0.9309999999999999
95969,13.2,31826.0,44534.18,576.0,1262.1703138,0.008,28304.0,0.935
93510,13.18,65737.0,91985.91,943.0,2527.1392314,0.006999999999999999,7813.0,0.8759999999999999
96032,13.18,31849.0,44566.37,495.0,979.51133,0.017,2329.0,0.8909999999999999
93309,13.18,40084.0,56089.62,590.0,1269.1668233,0.015,58612.0,0.706
91910,13.17,42970.0,60128.0,693.0,1663.7699591,0.044000000000000004,74009.0,0.5710000000000001
96094,13.17,31171.0,43617.64,474.0,1193.6045207,0.012,5883.0,0.825
95242,13.17,49047.0,68631.56,752.0,1632.9853173,0.003,22071.0,0.838
95338,13.17,34601.0,48417.25,514.0,1344.7291259,0.013000000000000001,10218.0,0.897
91792,13.15,54074.0,75665.85,864.0,2033.1856607,0.057999999999999996,31620.0,0.304
93001,13.15,43023.0,60202.17,756.0,1721.141337,0.023,32898.0,0.746
95461,13.14,43200.0,60449.84,677.0,1501.4509387,0.005,7771.0,0.91
95212,13.14,50316.0,70407.27,506.0,2180.1123602,0.01,6934.0,0.769
95621,13.13,42584.0,59587.87,747.0,1564.4195242,0.018000000000000002,41629.0,0.853
92057,13.13,49469.0,69222.07,910.0,2240.2823419,0.027999999999999997,46881.0,0.638
94605,13.12,47288.0,66170.19,755.0,1568.6174299,0.128,42852.0,0.204
92111,13.12,42774.0,59853.74,766.0,1834.4847909,0.051,46821.0,0.597
93277,13.12,44015.0,61590.27,579.0,1311.1458803,0.009000000000000001,44737.0,0.805
95382,13.11,46804.0,65492.93,657.0,1575.6139394,0.003,24691.0,0.802
92584,13.11,53190.0,74428.87,902.0,2367.6188148,0.003,14061.0,0.8490000000000001
95659,13.11,47143.0,65967.29,618.0,1064.8687459,0.015,750.0,0.841
90601,13.11,52800.0,73883.14,746.0,1782.7106206,0.017,32039.0,0.594
95623,13.1,39638.0,55465.53,675.0,1483.260014,0.009000000000000001,4096.0,0.937
92026,13.1,48441.0,67783.58,806.0,1779.9120168,0.017,43426.0,0.764
92866,13.1,45307.0,63398.17,843.0,1904.4498859,0.036000000000000004,15380.0,0.7340000000000001
92115,13.09,31666.0,44310.29,675.0,1596.6034679,0.05,56883.0,0.5670000000000001
96003,13.09,35917.0,50258.73,596.0,1421.6907304,0.006999999999999999,41463.0,0.905
90039,13.08,45615.0,63829.16,734.0,1861.071527,0.064,29306.0,0.494
94577,13.08,50888.0,71207.68,844.0,1726.7385446,0.114,41867.0,0.527
94509,13.07,60375.0,84482.85,786.0,1694.5546009,0.043,90879.0,0.654
95389,13.06,51500.0,72064.05,475.0,331.6345503,0.027999999999999997,1740.0,0.8059999999999999
92139,13.06,49032.0,68610.57,797.0,1925.4394144,0.016,36341.0,0.29
92307,13.06,41728.0,58390.07,562.0,1365.7186543999999,0.006999999999999999,31859.0,0.779
91016,13.06,46468.0,65022.76,750.0,1833.085489,0.028999999999999998,41050.0,0.631
93433,13.06,37930.0,53075.52,748.0,1611.9957888,0.004,13099.0,0.7979999999999999
92563,13.05,52208.0,73054.75,783.0,2350.827192,0.008,18303.0,0.772
93536,13.05,54223.0,75874.35,649.0,1805.099451,0.01,49303.0,0.701
93907,13.05,60179.0,84208.59,915.0,1805.099451,0.003,22278.0,0.674
93427,13.05,49677.0,69513.12,745.0,1567.218128,0.013999999999999999,4630.0,0.8079999999999999
90746,13.04,59390.0,83104.54,905.0,2352.2264939,0.035,25561.0,0.132
95631,13.03,51000.0,71364.4,704.0,1774.3148092,0.009000000000000001,5703.0,0.929
92104,13.03,31139.0,43572.86,621.0,1491.6558254,0.08900000000000001,47688.0,0.565
93514,13.03,37969.0,53130.09,548.0,1207.5975397,0.009000000000000001,13304.0,0.8220000000000001
91104,13.03,41815.0,58511.81,705.0,1782.7106206,0.052000000000000005,38449.0,0.541
94533,13.03,50537.0,70716.52,773.0,1611.9957888,0.021,77666.0,0.545
96097,13.02,29392.0,41128.28,463.0,1101.2505953,0.004,9528.0,0.875
94513,13.02,68515.0,95873.17,832.0,2594.3057226,0.026000000000000002,26560.0,0.741
95841,13.01,33918.0,47461.52,625.0,1239.7814834,0.027000000000000003,20975.0,0.772
93101,13.01,38714.0,54172.57,875.0,1954.8247543,0.063,31717.0,0.6559999999999999
93933,13.01,42231.0,59093.92,781.0,1637.183223,0.02,21750.0,0.491
92880,13.01,66439.0,92968.22,744.0,2767.8191582,0.013999999999999999,16990.0,0.688
95355,13.0,45115.0,63129.51,665.0,1501.4509387,0.012,47605.0,0.7859999999999999
95209,13.0,56416.0,78943.02,720.0,1701.5511104,0.009000000000000001,30812.0,0.562
92262,12.99,32844.0,45958.67,605.0,1320.9409936,0.024,24906.0,0.74
95687,12.99,56811.0,79495.74,876.0,1975.8142828,0.008,63144.0,0.6970000000000001
92557,12.99,54724.0,76575.4,789.0,1870.8666403,0.015,46197.0,0.528
95834,12.99,42890.0,60016.06,681.0,1442.6802589,0.031,8392.0,0.447
94560,12.98,69350.0,97041.59,1093.0,2196.903983,0.034,42471.0,0.522
94401,12.98,55112.0,77118.33,1095.0,2226.2893229,0.07400000000000001,32484.0,0.5770000000000001
91740,12.98,52696.0,73737.61,792.0,1931.036622,0.025,25117.0,0.743
91304,12.97,48052.0,67239.25,728.0,1674.9643743,0.048,49226.0,0.609
93446,12.97,42309.0,59203.06,650.0,1617.5929964,0.006999999999999999,35578.0,0.823
92040,12.96,49011.0,68581.19,738.0,1632.9853173,0.016,42267.0,0.883
90717,12.95,42182.0,59025.35,774.0,1722.5406389,0.021,21060.0,0.653
95401,12.95,49192.0,68834.46,847.0,1749.127375,0.022000000000000002,36120.0,0.741
94133,12.95,40990.0,57357.38,731.0,1841.4813004,0.27699999999999997,26827.0,0.396
94102,12.95,22351.0,31275.8,564.0,1220.1912568,0.426,28991.0,0.46
94080,12.95,61289.0,85761.81,1063.0,2133.9353975,0.09300000000000001,60592.0,0.444
94572,12.94,60082.0,84072.86,783.0,1607.7978831,0.033,8487.0,0.527
92359,12.94,40820.0,57119.5,528.0,1202.0003321,0.013999999999999999,7306.0,0.755
91801,12.92,38229.0,53493.91,727.0,1723.9399408,0.049,54381.0,0.292
