zip,Average Education Index 2014,Median Income 2014,Median Rent 2014,Take Public Transp % in 2014,Total Population % in 2014,White Population % in 2014
91773,14.29,78501.0,1502.0,0.026000000000000002,33869.0,0.664
94525,14.01,81667.0,1038.0,0.073,3151.0,0.8170000000000001
94619,14.34,78676.0,1366.0,0.146,24146.0,0.382
95117,13.82,67718.0,1493.0,0.031,32074.0,0.597
93420,14.35,66506.0,1278.0,0.008,30076.0,0.882
92078,14.06,55530.0,1445.0,0.011000000000000001,45926.0,0.7879999999999999
95928,14.3,45906.0,943.0,0.018000000000000002,36081.0,0.845
95132,13.93,98026.0,1723.0,0.027000000000000003,41222.0,0.21899999999999997
93004,14.06,76027.0,1505.0,0.015,30417.0,0.8109999999999999
90066,14.6,68346.0,1434.0,0.073,58337.0,0.629
94568,14.79,113616.0,1881.0,0.098,48097.0,0.515
94015,13.85,78564.0,1670.0,0.174,62941.0,0.22899999999999998
92003,14.05,69205.0,1255.0,0.022000000000000002,4306.0,0.768
94803,14.12,76232.0,1298.0,0.087,25998.0,0.49200000000000005
92562,14.09,75448.0,1469.0,0.002,63293.0,0.743
95709,13.83,70417.0,1021.0,0.006999999999999999,4953.0,0.91
95835,14.39,80449.0,1425.0,0.022000000000000002,39073.0,0.428
92869,13.82,88160.0,1604.0,0.027999999999999997,37390.0,0.652
91206,14.04,52077.0,1276.0,0.062,33706.0,0.745
92056,13.92,63728.0,1561.0,0.018000000000000002,52758.0,0.722
95017,14.51,67031.0,1261.0,0.008,654.0,0.9159999999999999
95476,13.76,60100.0,1300.0,0.017,38822.0,0.823
95223,14.21,62056.0,1042.0,0.009000000000000001,3042.0,0.929
92260,13.97,50309.0,1113.0,0.027999999999999997,32855.0,0.846
92264,14.2,43703.0,992.0,0.022000000000000002,19754.0,0.857
95602,13.78,63721.0,1007.0,0.013000000000000001,18498.0,0.9109999999999999
93312,14.16,93588.0,1574.0,0.004,56313.0,0.795
95949,14.12,60459.0,1387.0,0.013000000000000001,19640.0,0.9420000000000001
95624,13.86,80233.0,1467.0,0.017,63131.0,0.525
95973,14.01,56541.0,926.0,0.008,33511.0,0.8640000000000001
95662,13.86,65122.0,1275.0,0.02,31814.0,0.899
93551,13.76,85200.0,1585.0,0.012,50572.0,0.619
94546,14.0,75500.0,1369.0,0.08199999999999999,43448.0,0.644
95829,13.55,74530.0,1594.0,0.016,25786.0,0.474
92881,13.85,94196.0,1574.0,0.012,32817.0,0.713
91020,14.54,67652.0,1328.0,0.016,9249.0,0.596
91505,14.26,77679.0,1512.0,0.042,31133.0,0.7490000000000001
92591,13.81,70380.0,1428.0,0.005,39767.0,0.7340000000000001
92883,14.05,93917.0,2001.0,0.017,31940.0,0.716
92019,13.64,74797.0,1434.0,0.019,44357.0,0.7859999999999999
95603,13.83,56049.0,1072.0,0.009000000000000001,28652.0,0.888
93035,13.74,83038.0,1773.0,0.011000000000000001,26966.0,0.748
94564,13.97,74283.0,1392.0,0.069,18704.0,0.504
95128,14.07,70096.0,1382.0,0.032,37026.0,0.573
95519,13.88,50051.0,997.0,0.008,18496.0,0.861
90603,13.96,87251.0,1671.0,0.024,20475.0,0.6890000000000001
95685,13.91,60648.0,1076.0,0.002,4278.0,0.92
93555,13.8,62533.0,849.0,0.001,32967.0,0.7829999999999999
93065,13.99,94173.0,1738.0,0.013999999999999999,72273.0,0.79
94928,13.42,57484.0,1295.0,0.024,42668.0,0.7609999999999999
94954,13.78,81980.0,1563.0,0.022000000000000002,36624.0,0.799
92675,13.7,72465.0,1753.0,0.012,35596.0,0.71
93455,13.77,72212.0,1559.0,0.018000000000000002,42513.0,0.836
92870,13.76,80037.0,1541.0,0.026000000000000002,53474.0,0.743
95713,13.6,60720.0,1157.0,0.011000000000000001,9920.0,0.938
91504,13.91,71296.0,1335.0,0.024,25544.0,0.721
95670,13.8,55656.0,951.0,0.044000000000000004,52886.0,0.657
91748,13.7,60896.0,1334.0,0.043,47859.0,0.24100000000000002
91901,13.8,81379.0,1284.0,0.006,18184.0,0.88
94805,13.79,66079.0,1229.0,0.15,14329.0,0.531
92253,14.12,71697.0,1411.0,0.006,38462.0,0.828
94591,13.77,73870.0,1359.0,0.046,54530.0,0.38299999999999995
92647,13.82,74637.0,1480.0,0.018000000000000002,59741.0,0.7170000000000001
95703,13.93,69750.0,1050.0,0.022000000000000002,1065.0,0.919
95126,14.24,72877.0,1432.0,0.079,34618.0,0.516
95448,13.99,62076.0,1289.0,0.01,17078.0,0.78
93422,13.93,66014.0,1145.0,0.013999999999999999,31899.0,0.895
92555,13.23,73352.0,1606.0,0.009000000000000001,40419.0,0.48700000000000004
91506,14.14,70408.0,1309.0,0.026000000000000002,18428.0,0.728
95421,14.32,58289.0,1120.0,0.006,1537.0,0.878
94585,13.35,70721.0,1495.0,0.03,29205.0,0.358
95669,13.45,64479.0,1089.0,0.003,2676.0,0.956
90504,14.0,75180.0,1362.0,0.018000000000000002,32777.0,0.4
91351,13.24,70858.0,1463.0,0.04,32433.0,0.718
93704,13.66,48461.0,892.0,0.016,26009.0,0.691
95678,13.87,62969.0,1244.0,0.009000000000000001,41929.0,0.785
96001,13.84,46422.0,886.0,0.01,34469.0,0.856
91780,13.83,63045.0,1281.0,0.036000000000000004,35274.0,0.273
92065,13.3,77361.0,1241.0,0.001,36039.0,0.893
94599,14.43,66136.0,1773.0,0.008,3187.0,0.8909999999999999
95610,13.37,50536.0,989.0,0.022000000000000002,43572.0,0.8170000000000001
95688,13.64,81860.0,1337.0,0.008,35820.0,0.73
95684,13.46,52292.0,1112.0,0.053,2980.0,0.9390000000000001
93063,13.94,83974.0,1666.0,0.017,56687.0,0.7759999999999999
90713,13.79,87095.0,1841.0,0.015,28411.0,0.662
95821,13.59,38777.0,826.0,0.040999999999999995,34439.0,0.731
93710,13.45,42844.0,879.0,0.032,33114.0,0.616
91745,13.69,76447.0,1629.0,0.022000000000000002,55237.0,0.456
92101,14.84,52314.0,1282.0,0.07,35893.0,0.754
90027,14.44,50316.0,1219.0,0.111,46025.0,0.665
95667,13.83,55710.0,984.0,0.008,36639.0,0.897
95492,13.64,81093.0,1648.0,0.008,29629.0,0.767
95403,13.44,63029.0,1307.0,0.018000000000000002,44918.0,0.757
95356,13.74,65208.0,1123.0,0.003,32794.0,0.6759999999999999
91040,13.63,70830.0,1181.0,0.012,20017.0,0.828
94066,13.88,81369.0,1685.0,0.106,42100.0,0.508
90638,13.76,79858.0,1530.0,0.017,49543.0,0.565
92587,13.32,68620.0,1601.0,0.003,16787.0,0.807
94931,14.02,64625.0,1280.0,0.013999999999999999,8570.0,0.8029999999999999
96027,13.38,43430.0,805.0,0.013999999999999999,2462.0,0.905
92865,13.88,85251.0,1557.0,0.035,19715.0,0.708
93013,13.47,68884.0,1444.0,0.03,15944.0,0.8029999999999999
92028,13.32,57223.0,1088.0,0.006,48335.0,0.805
91978,13.62,66483.0,1612.0,0.008,9812.0,0.746
95503,13.63,48681.0,956.0,0.011000000000000001,24900.0,0.83
92325,13.53,47394.0,907.0,0.022000000000000002,8318.0,0.867
95833,13.44,55827.0,1102.0,0.025,39117.0,0.525
92867,13.64,78072.0,1481.0,0.03,44569.0,0.6990000000000001
96150,13.51,47500.0,913.0,0.027999999999999997,28618.0,0.782
95148,13.68,107324.0,2001.0,0.017,46993.0,0.215
92071,13.74,74393.0,1358.0,0.012,55362.0,0.8290000000000001
92374,13.64,66590.0,1123.0,0.013000000000000001,40911.0,0.715
94587,13.69,82564.0,1513.0,0.08199999999999999,71675.0,0.212
90041,14.2,64545.0,1199.0,0.057,28439.0,0.5429999999999999
94558,13.44,72720.0,1437.0,0.011000000000000001,67967.0,0.8420000000000001
94519,13.64,67607.0,1439.0,0.115,19927.0,0.747
94608,14.97,55959.0,1345.0,0.248,26323.0,0.435
92315,13.32,41202.0,944.0,0.004,5236.0,0.8759999999999999
91724,13.66,75420.0,1334.0,0.044000000000000004,25405.0,0.575
95945,13.93,42778.0,968.0,0.004,25223.0,0.9229999999999999
94303,14.16,89464.0,1634.0,0.042,47159.0,0.51
92082,13.33,79348.0,1036.0,0.006999999999999999,19825.0,0.8079999999999999
91324,13.84,58993.0,1399.0,0.044000000000000004,29178.0,0.518
94515,13.44,62182.0,1151.0,0.016,7314.0,0.807
95827,13.54,50528.0,1123.0,0.048,20294.0,0.6659999999999999
93022,13.61,73433.0,1421.0,0.004,7069.0,0.897
90712,13.7,78175.0,1453.0,0.019,32015.0,0.542
93103,13.38,67383.0,1573.0,0.053,20271.0,0.669
90008,13.38,36180.0,1032.0,0.139,33012.0,0.122
92833,13.84,67019.0,1407.0,0.037000000000000005,53309.0,0.40299999999999997
94110,14.51,84488.0,1447.0,0.377,71422.0,0.608
91791,13.57,70841.0,1266.0,0.033,33174.0,0.436
95370,13.67,48912.0,926.0,0.004,26904.0,0.903
95969,13.67,41982.0,902.0,0.013000000000000001,27443.0,0.932
93510,13.62,89403.0,1806.0,0.004,7289.0,0.8340000000000001
96032,13.75,47625.0,700.0,0.004,2339.0,0.797
93309,12.94,47369.0,907.0,0.011000000000000001,60631.0,0.718
91910,13.13,54640.0,1189.0,0.037000000000000005,76797.0,0.7140000000000001
96094,13.89,41772.0,853.0,0.002,6370.0,0.86
95242,13.64,64355.0,1167.0,0.005,26187.0,0.845
95338,13.45,47692.0,961.0,0.018000000000000002,11075.0,0.867
91792,13.36,66848.0,1453.0,0.040999999999999995,30102.0,0.271
93001,13.52,54945.0,1230.0,0.03,32360.0,0.8
95461,14.06,52143.0,1073.0,0.011000000000000001,3318.0,0.9079999999999999
95212,12.95,59965.0,1558.0,0.006999999999999999,25244.0,0.325
95621,13.31,51827.0,1118.0,0.02,41474.0,0.8190000000000001
92057,13.35,64976.0,1601.0,0.026000000000000002,55618.0,0.627
94605,13.6,57610.0,1121.0,0.142,43168.0,0.27399999999999997
92111,13.63,55635.0,1311.0,0.057999999999999996,47590.0,0.633
93277,13.31,51056.0,937.0,0.011000000000000001,51849.0,0.836
95382,13.68,64874.0,1126.0,0.003,37163.0,0.7929999999999999
92584,13.53,75928.0,1692.0,0.004,46346.0,0.713
95659,13.37,54444.0,761.0,0.015,775.0,0.782
90601,13.4,70841.0,1274.0,0.035,34143.0,0.5539999999999999
95623,13.51,55878.0,1060.0,0.02,4317.0,0.935
92026,13.2,53820.0,1272.0,0.011000000000000001,49981.0,0.821
92866,13.22,62589.0,1361.0,0.021,15473.0,0.687
92115,13.34,42828.0,1141.0,0.052000000000000005,61718.0,0.618
96003,13.6,46497.0,1016.0,0.012,44398.0,0.89
90039,14.19,67170.0,1330.0,0.04,27843.0,0.5589999999999999
94577,13.43,64660.0,1234.0,0.109,45808.0,0.43799999999999994
94509,12.78,54372.0,1211.0,0.07,63351.0,0.5670000000000001
95389,13.65,45588.0,237.0,0.127,1312.0,0.898
92139,13.1,59679.0,1376.0,0.03,37450.0,0.43700000000000006
92307,13.31,57124.0,976.0,0.01,38204.0,0.792
91016,13.87,72168.0,1310.0,0.026000000000000002,42235.0,0.6
93433,13.16,49418.0,1152.0,0.009000000000000001,13337.0,0.8170000000000001
92563,13.85,77105.0,1680.0,0.002,57605.0,0.593
93536,13.26,70724.0,1290.0,0.01,71313.0,0.691
93907,12.96,68078.0,1290.0,0.0,21812.0,0.731
93427,13.73,62969.0,1120.0,0.021,5279.0,0.763
90746,13.7,75031.0,1681.0,0.034,26738.0,0.17
95631,13.72,63901.0,1268.0,0.006999999999999999,5910.0,0.955
92104,14.25,48733.0,1066.0,0.051,44590.0,0.733
93514,13.46,51250.0,863.0,0.006,14472.0,0.8540000000000001
91104,13.84,70811.0,1274.0,0.055,38421.0,0.6940000000000001
94533,12.72,56973.0,1152.0,0.023,70634.0,0.435
96097,13.11,28953.0,787.0,0.009000000000000001,9790.0,0.805
94513,13.78,89607.0,1854.0,0.026000000000000002,56929.0,0.75
95841,13.06,38464.0,886.0,0.016,19361.0,0.715
93101,13.21,54945.0,1397.0,0.10099999999999999,32860.0,0.6970000000000001
93933,13.51,53955.0,1170.0,0.033,22696.0,0.545
92880,13.79,101303.0,1978.0,0.011000000000000001,61187.0,0.536
95355,13.38,56646.0,1073.0,0.022000000000000002,59955.0,0.757
95209,13.55,72218.0,1216.0,0.015,41459.0,0.518
92262,13.69,46519.0,944.0,0.026000000000000002,26693.0,0.754
95687,13.44,73684.0,1412.0,0.01,65781.0,0.634
92557,12.81,60655.0,1337.0,0.017,51871.0,0.5870000000000001
95834,13.88,56651.0,1031.0,0.043,23986.0,0.409
94560,13.54,86521.0,1570.0,0.046,43635.0,0.379
94401,13.36,72279.0,1591.0,0.087,36838.0,0.59
91740,13.35,67048.0,1380.0,0.031,26324.0,0.746
91304,13.25,58361.0,1197.0,0.064,53517.0,0.493
93446,13.42,64974.0,1156.0,0.015,44288.0,0.826
92040,13.35,64787.0,1167.0,0.009000000000000001,42323.0,0.875
90717,13.37,56245.0,1231.0,0.045,21612.0,0.608
95401,12.97,52813.0,1250.0,0.019,38604.0,0.784
94133,13.78,53150.0,1316.0,0.256,27662.0,0.414
94102,13.71,24127.0,872.0,0.473,28013.0,0.43
94080,13.45,78378.0,1525.0,0.11,66002.0,0.381
94572,13.3,68701.0,1149.0,0.036000000000000004,9648.0,0.502
92359,13.27,53807.0,859.0,0.012,8298.0,0.745
91801,13.48,51225.0,1232.0,0.037000000000000005,53792.0,0.22899999999999998
95501,13.52,38175.0,839.0,0.016,23769.0,0.787
95666,13.72,53281.0,1171.0,0.027999999999999997,5533.0,0.905
95954,13.19,40545.0,983.0,0.015,12535.0,0.9279999999999999
96002,13.33,43657.0,931.0,0.006,33202.0,0.823
93444,13.79,61379.0,1412.0,0.008,19578.0,0.843
93405,13.77,41488.0,1385.0,0.027999999999999997,34833.0,0.762
91723,13.32,60532.0,1202.0,0.035,20010.0,0.509
92780,13.15,64089.0,1415.0,0.028999999999999998,60438.0,0.555
95490,13.1,37692.0,1008.0,0.017,12905.0,0.883
94571,13.68,61563.0,1257.0,0.012,8171.0,0.774
90240,12.9,71939.0,1351.0,0.013000000000000001,26287.0,0.7290000000000001
94579,12.99,75481.0,1463.0,0.099,21842.0,0.38799999999999996
94559,13.29,58363.0,1222.0,0.013999999999999999,27062.0,0.813
95842,12.86,44542.0,983.0,0.016,31671.0,0.644
92020,13.02,49851.0,1101.0,0.040999999999999995,58305.0,0.7390000000000001
95470,13.38,58810.0,1107.0,0.006999999999999999,6874.0,0.83
91203,13.29,44724.0,1274.0,0.035,13740.0,0.72
91042,13.33,57640.0,1147.0,0.022000000000000002,28126.0,0.7140000000000001
93505,12.68,57731.0,856.0,0.009000000000000001,13232.0,0.693
95366,13.71,75300.0,1057.0,0.008,16734.0,0.8859999999999999
92083,12.02,46073.0,1199.0,0.021,36604.0,0.7959999999999999
91754,13.28,56767.0,1226.0,0.039,33622.0,0.201
90715,13.04,64701.0,1471.0,0.035,20283.0,0.34600000000000003
90802,13.94,44984.0,1048.0,0.113,38816.0,0.5579999999999999
91786,13.41,51105.0,1165.0,0.03,52152.0,0.541
95451,13.18,45392.0,1089.0,0.006,12035.0,0.7959999999999999
91321,13.0,57654.0,1338.0,0.038,34576.0,0.711
95133,13.22,72459.0,1377.0,0.048,27381.0,0.23600000000000002
95204,12.95,43372.0,920.0,0.008,29246.0,0.6709999999999999
94103,13.77,41612.0,946.0,0.358,24108.0,0.45299999999999996
95993,13.19,64034.0,974.0,0.017,35847.0,0.628
92346,12.9,59995.0,984.0,0.009000000000000001,58845.0,0.6
95379,13.52,54792.0,918.0,0.001,3837.0,0.873
90620,13.41,80278.0,1583.0,0.019,45992.0,0.615
94014,13.14,71668.0,1469.0,0.23199999999999998,48536.0,0.251
94545,13.28,71723.0,1431.0,0.062,30936.0,0.332
91977,12.99,60124.0,1228.0,0.024,59481.0,0.7
92627,13.46,57708.0,1445.0,0.037000000000000005,60806.0,0.601
91730,13.68,61952.0,1407.0,0.017,66979.0,0.623
90020,13.38,37121.0,1119.0,0.221,39102.0,0.25
92084,12.56,50401.0,1201.0,0.022000000000000002,48275.0,0.843
92399,13.32,59302.0,1094.0,0.009000000000000001,54056.0,0.8220000000000001
92882,13.12,71793.0,1245.0,0.013999999999999999,70188.0,0.7390000000000001
94804,12.84,49541.0,1179.0,0.145,40941.0,0.39899999999999997
93436,12.75,54980.0,1010.0,0.036000000000000004,55176.0,0.6779999999999999
90631,13.18,66553.0,1306.0,0.033,68899.0,0.613
95814,13.6,33373.0,790.0,0.064,10076.0,0.645
92070,12.9,43333.0,908.0,0.013999999999999999,1193.0,0.614
93561,13.0,60513.0,877.0,0.002,34246.0,0.8909999999999999
94561,12.88,77706.0,1409.0,0.036000000000000004,38481.0,0.68
91945,12.65,52376.0,1153.0,0.046,26027.0,0.5870000000000001
95540,13.15,42655.0,816.0,0.019,13012.0,0.8170000000000001
95694,13.18,58517.0,997.0,0.009000000000000001,9574.0,0.722
92054,13.14,50568.0,1231.0,0.032,42992.0,0.7559999999999999
93238,13.8,58012.0,861.0,0.065,1575.0,0.9740000000000001
96064,13.19,42627.0,793.0,0.012,4762.0,0.909
91201,13.3,50526.0,1326.0,0.053,22985.0,0.7929999999999999
95482,13.06,45953.0,962.0,0.004,33157.0,0.797
96025,13.37,32721.0,832.0,0.047,2102.0,0.884
94578,12.75,49095.0,1171.0,0.125,38629.0,0.47
93612,12.82,37207.0,877.0,0.006,34814.0,0.67
94580,12.94,71177.0,1444.0,0.099,29311.0,0.493
95207,12.96,38563.0,871.0,0.02,48748.0,0.488
91384,13.11,102273.0,1266.0,0.021,28949.0,0.66
93292,12.8,51341.0,998.0,0.01,38825.0,0.8109999999999999
94589,12.93,56154.0,1338.0,0.021,30811.0,0.375
95350,12.92,40461.0,956.0,0.013000000000000001,50676.0,0.7709999999999999
92879,12.77,62677.0,1408.0,0.02,48654.0,0.684
90043,13.07,38738.0,1028.0,0.073,43118.0,0.16899999999999998
92069,12.82,52457.0,1223.0,0.01,47130.0,0.71
96130,12.45,54527.0,919.0,0.013999999999999999,21920.0,0.6890000000000001
91401,13.24,48994.0,1177.0,0.099,40503.0,0.583
93722,12.82,54381.0,1076.0,0.01,80455.0,0.5539999999999999
92377,12.72,80130.0,1721.0,0.005,19750.0,0.546
92277,13.11,37316.0,921.0,0.005,24112.0,0.733
93245,13.09,51280.0,970.0,0.024,37062.0,0.645
92544,12.66,42084.0,965.0,0.006999999999999999,47136.0,0.773
95376,12.68,62262.0,1271.0,0.023,49398.0,0.6409999999999999
90704,12.58,55882.0,1339.0,0.004,3952.0,0.8370000000000001
92308,12.93,43345.0,990.0,0.009000000000000001,39953.0,0.8340000000000001
95046,13.14,108205.0,1613.0,0.016,6303.0,0.6559999999999999
93313,12.44,64803.0,1379.0,0.017,43644.0,0.606
94060,11.98,60089.0,954.0,0.006999999999999999,1650.0,0.884
92027,12.43,53473.0,1191.0,0.015,56892.0,0.787
96022,12.87,52154.0,1064.0,0.006,17488.0,0.893
95620,12.89,66291.0,1154.0,0.008,21005.0,0.728
92284,12.85,42517.0,961.0,0.005,25045.0,0.805
96143,13.01,40340.0,985.0,0.043,3855.0,0.9
91306,12.58,60959.0,1152.0,0.06,48707.0,0.43
92507,12.89,41051.0,1105.0,0.027999999999999997,55156.0,0.603
94108,13.06,36875.0,1047.0,0.28300000000000003,13930.0,0.325
93513,13.38,47833.0,948.0,0.026000000000000002,1584.0,0.695
92021,12.82,50035.0,1135.0,0.019,66854.0,0.805
90501,13.37,59878.0,1213.0,0.045,43407.0,0.413
90249,12.94,50996.0,1034.0,0.07,27451.0,0.27
90028,13.73,31742.0,1137.0,0.166,29994.0,0.599
93041,12.72,52371.0,1492.0,0.02,23998.0,0.7
94612,13.55,30879.0,905.0,0.366,14500.0,0.319
90502,13.41,62533.0,1361.0,0.019,17135.0,0.36200000000000004
92806,12.88,62828.0,1503.0,0.045,39616.0,0.7240000000000001
95828,12.17,45439.0,1108.0,0.015,61490.0,0.359
96052,13.04,32634.0,873.0,0.006,1652.0,0.8859999999999999
94590,13.05,40826.0,1039.0,0.051,34859.0,0.526
93534,12.47,35600.0,929.0,0.027999999999999997,39120.0,0.608
92595,13.02,61525.0,1510.0,0.005,31139.0,0.7
95695,12.97,52274.0,895.0,0.018000000000000002,38790.0,0.755
91803,13.1,56632.0,1183.0,0.034,30586.0,0.264
96080,13.05,39288.0,788.0,0.013000000000000001,27650.0,0.875
95425,13.12,57400.0,1130.0,0.012,10699.0,0.813
95361,13.17,57652.0,1025.0,0.006,32544.0,0.892
95020,13.09,82748.0,1356.0,0.026000000000000002,59666.0,0.708
91010,13.05,60118.0,1328.0,0.040999999999999995,25797.0,0.516
93454,12.28,52564.0,1158.0,0.024,37362.0,0.6940000000000001
92392,12.69,56277.0,1225.0,0.006,56461.0,0.687
95619,13.18,60660.0,1501.0,0.048,4937.0,0.927
94112,12.96,71505.0,1453.0,0.344,83032.0,0.306
95023,12.63,69678.0,1278.0,0.008,50625.0,0.838
95368,12.44,72939.0,1390.0,0.002,14474.0,0.764
90710,13.07,54630.0,1058.0,0.051,27550.0,0.515
95817,13.48,34845.0,905.0,0.059000000000000004,14472.0,0.534
95822,12.92,44392.0,1013.0,0.039,42907.0,0.505
95348,12.77,40903.0,874.0,0.013000000000000001,31387.0,0.583
95428,13.28,32782.0,935.0,0.002,2491.0,0.586
92311,12.62,45889.0,763.0,0.021,32831.0,0.6579999999999999
90248,12.84,51956.0,1134.0,0.046,9936.0,0.311
92504,12.8,57052.0,1148.0,0.023,53960.0,0.773
94541,12.87,57895.0,1235.0,0.09300000000000001,62738.0,0.502
91932,12.77,48117.0,1194.0,0.043,26257.0,0.7120000000000001
92545,12.78,40119.0,1157.0,0.006,41078.0,0.742
93306,12.6,52203.0,941.0,0.01,68910.0,0.7140000000000001
91601,13.55,47202.0,1256.0,0.126,38781.0,0.669
92407,12.21,51702.0,1116.0,0.012,60118.0,0.616
93631,13.07,58381.0,788.0,0.002,16844.0,0.7340000000000001
95121,12.86,85514.0,1886.0,0.026000000000000002,38603.0,0.317
92114,12.55,57287.0,1204.0,0.047,69305.0,0.23399999999999999
95336,12.59,56885.0,1200.0,0.011000000000000001,46433.0,0.7090000000000001
90621,13.16,56219.0,1327.0,0.054000000000000006,35478.0,0.534
91790,12.81,66057.0,1359.0,0.033,46059.0,0.39
95626,12.63,60579.0,1370.0,0.006,6335.0,0.7909999999999999
92683,12.62,53559.0,1355.0,0.024,91204.0,0.387
92220,12.63,39917.0,975.0,0.013000000000000001,32793.0,0.723
96039,12.9,28750.0,655.0,0.003,1206.0,0.619
92860,12.88,85361.0,1830.0,0.012,27304.0,0.7440000000000001
90241,12.74,56059.0,1197.0,0.032,43596.0,0.603
91204,12.88,39753.0,1166.0,0.08,16292.0,0.6659999999999999
91722,12.71,63740.0,1377.0,0.039,36352.0,0.51
92868,13.13,63610.0,1571.0,0.023,27353.0,0.491
91205,12.99,37414.0,1215.0,0.063,38138.0,0.758
91755,12.75,52517.0,1283.0,0.043,27305.0,0.171
92394,12.01,51500.0,1187.0,0.008,34479.0,0.48
92586,12.9,36394.0,1063.0,0.024,19384.0,0.8170000000000001
90604,12.93,65640.0,1233.0,0.024,39541.0,0.6509999999999999
94565,12.61,55865.0,1292.0,0.09699999999999999,87395.0,0.39799999999999996
93535,12.23,42835.0,1139.0,0.016,73282.0,0.642
96055,12.71,40747.0,805.0,0.006999999999999999,4097.0,0.885
93221,12.73,48470.0,840.0,0.001,15391.0,0.887
92252,13.19,39409.0,839.0,0.02,9228.0,0.8140000000000001
93451,12.84,54205.0,1137.0,0.001,4187.0,0.7390000000000001
93560,12.44,56875.0,1013.0,0.006,19189.0,0.664
96007,12.73,38907.0,797.0,0.003,22942.0,0.9079999999999999
93308,12.81,41737.0,884.0,0.022000000000000002,54132.0,0.857
90731,12.72,49786.0,1125.0,0.044000000000000004,62348.0,0.679
95632,12.82,61255.0,1095.0,0.006,30064.0,0.708
92832,12.97,58853.0,1309.0,0.045,25247.0,0.599
95691,13.48,65769.0,1037.0,0.02,35929.0,0.643
93726,12.45,32471.0,814.0,0.035,42618.0,0.505
90804,12.89,44629.0,1117.0,0.079,40679.0,0.597
91335,12.6,51398.0,1211.0,0.067,77952.0,0.711
92551,12.12,50449.0,1363.0,0.009000000000000001,33050.0,0.48
91103,13.06,59099.0,1241.0,0.071,27684.0,0.541
94520,12.58,47656.0,1191.0,0.10400000000000001,38743.0,0.639
95673,12.52,50854.0,1189.0,0.012,14773.0,0.7120000000000001
92371,12.41,50744.0,1013.0,0.002,14729.0,0.853
92223,13.53,64738.0,1085.0,0.008,46719.0,0.695
95991,12.5,43165.0,882.0,0.011000000000000001,41212.0,0.71
93230,12.66,53008.0,917.0,0.006,66316.0,0.792
92025,12.43,45433.0,1122.0,0.02,49734.0,0.836
92804,12.47,52408.0,1307.0,0.048,85969.0,0.489
94544,12.49,59699.0,1302.0,0.076,76508.0,0.396
95988,12.9,48443.0,727.0,0.002,8913.0,0.835
95320,12.93,55599.0,1040.0,0.009000000000000001,12739.0,0.8809999999999999
95337,12.9,66711.0,1182.0,0.022000000000000002,31399.0,0.696
95457,12.87,42829.0,1039.0,0.033,3331.0,0.816
92505,12.43,55947.0,1216.0,0.039,49064.0,0.723
95966,12.72,40775.0,905.0,0.002,30916.0,0.78
91406,12.74,50381.0,1130.0,0.094,53528.0,0.491
95823,12.24,36731.0,928.0,0.042,73641.0,0.371
91345,12.49,60148.0,1321.0,0.03,18196.0,0.5770000000000001
90302,12.87,41187.0,1092.0,0.07,30219.0,0.28
96041,13.52,26827.0,673.0,0.019,2795.0,0.892
92234,12.4,43170.0,1145.0,0.033,52534.0,0.7559999999999999
93301,12.38,30963.0,733.0,0.008,11685.0,0.633
93552,11.83,56738.0,1482.0,0.02,42073.0,0.386
92840,12.45,61934.0,1330.0,0.038,56291.0,0.49
92503,12.33,55051.0,1165.0,0.026000000000000002,92959.0,0.585
95127,12.34,70692.0,1564.0,0.038,64498.0,0.363
93727,12.73,46394.0,825.0,0.012,73671.0,0.426
93901,13.03,49491.0,1077.0,0.001,26438.0,0.807
90019,12.88,43244.0,1135.0,0.18899999999999997,67606.0,0.37200000000000005
92336,13.2,87425.0,1684.0,0.018000000000000002,91510.0,0.537
95113,15.4,61500.0,1666.0,0.12300000000000001,1163.0,0.409
95112,13.18,49454.0,1207.0,0.079,57503.0,0.445
95932,12.54,46453.0,787.0,0.015,7808.0,0.72
95655,14.28,87738.0,1448.0,0.015,4592.0,0.541
93705,12.01,32635.0,868.0,0.03,38130.0,0.5379999999999999
91411,13.08,43758.0,1159.0,0.07200000000000001,24146.0,0.7290000000000001
95776,13.15,63750.0,1112.0,0.053,21827.0,0.645
92404,11.93,38767.0,936.0,0.031,60501.0,0.514
90745,12.82,71757.0,1353.0,0.028999999999999998,57727.0,0.33799999999999997
95301,12.36,48488.0,895.0,0.005,38007.0,0.639
91776,12.67,48302.0,1251.0,0.038,37378.0,0.177
92841,12.61,53059.0,1339.0,0.027000000000000003,32839.0,0.469
90602,12.51,47622.0,1068.0,0.040999999999999995,26676.0,0.506
94806,12.25,52173.0,1184.0,0.107,60101.0,0.479
95340,13.35,49688.0,804.0,0.005,34745.0,0.669
90706,12.46,49360.0,1177.0,0.046,77455.0,0.41100000000000003
95441,13.16,59545.0,1067.0,0.008,1989.0,0.685
92585,12.79,63413.0,1367.0,0.009000000000000001,20148.0,0.7509999999999999
91502,12.98,40208.0,1255.0,0.019,12605.0,0.738
95330,12.51,63248.0,1474.0,0.021,17702.0,0.502
95531,12.8,41136.0,855.0,0.01,24202.0,0.773
91911,12.24,48891.0,1210.0,0.045,83710.0,0.765
92501,12.67,48610.0,978.0,0.026000000000000002,22216.0,0.633
92345,12.18,42323.0,1004.0,0.011000000000000001,81049.0,0.765
