zip,Average Education Index 2000,Median Cost for House 2000,Median Income 2000,Median Rent 2000,Take Public Transp % in 2000,Total Population % in 2000,White Population % in 2000
93546,13.9,1603.0,46858.0,705.0,0.042,8214.0,0.8420000000000001
95818,13.9,1405.0,39412.0,503.0,0.059000000000000004,21298.0,0.608
94019,13.89,2431.0,82735.0,1222.0,0.017,17923.0,0.797
92126,13.89,1514.0,60229.0,1025.0,0.018000000000000002,74222.0,0.455
94116,13.89,1891.0,66627.0,1171.0,0.27399999999999997,42958.0,0.42700000000000005
95050,13.88,1853.0,58961.0,1062.0,0.033,36335.0,0.619
93117,13.87,1778.0,40901.0,886.0,0.045,49970.0,0.732
92705,13.87,2033.0,62368.0,880.0,0.018000000000000002,44110.0,0.718
93003,13.87,1550.0,54574.0,906.0,0.009000000000000001,46891.0,0.807
90630,13.86,1617.0,63611.0,923.0,0.012,47334.0,0.659
92626,13.85,1618.0,57929.0,1051.0,0.023,48200.0,0.7190000000000001
94518,13.85,1661.0,64429.0,950.0,0.10400000000000001,27392.0,0.746
94574,13.85,2117.0,60964.0,803.0,0.008,9415.0,0.8390000000000001
95650,13.85,1583.0,65327.0,796.0,0.006,11180.0,0.902
90305,13.84,1454.0,45711.0,714.0,0.032,13763.0,0.048
90230,13.84,1839.0,51275.0,849.0,0.037000000000000005,31945.0,0.531
92123,13.84,1410.0,49646.0,946.0,0.028999999999999998,25217.0,0.655
94061,13.83,2279.0,64839.0,1143.0,0.044000000000000004,35718.0,0.7609999999999999
94089,13.83,1635.0,66807.0,1366.0,0.04,16970.0,0.511
92845,13.83,1599.0,66830.0,1001.0,0.002,15864.0,0.8240000000000001
95843,13.82,1314.0,59151.0,813.0,0.012,36421.0,0.655
91501,13.81,1893.0,43750.0,827.0,0.031,18096.0,0.718
92116,13.81,1458.0,35401.0,634.0,0.057,33080.0,0.662
90010,13.81,2328.0,32083.0,590.0,0.114,1943.0,0.401
95004,13.8,1721.0,67697.0,921.0,0.006999999999999999,3368.0,0.784
95446,13.8,1223.0,39906.0,738.0,0.015,4893.0,0.884
91607,13.8,1883.0,40565.0,731.0,0.05,27439.0,0.745
91739,13.79,1571.0,70461.0,965.0,0.023,12925.0,0.693
94553,13.79,1555.0,60402.0,876.0,0.059000000000000004,46659.0,0.81
93023,13.79,1629.0,50709.0,803.0,0.013000000000000001,21624.0,0.882
95826,13.78,1105.0,42562.0,686.0,0.052000000000000005,38799.0,0.677
92313,13.78,1285.0,57303.0,787.0,0.008,11008.0,0.742
91701,13.78,1629.0,66668.0,865.0,0.012,39055.0,0.7290000000000001
95658,13.77,1721.0,60208.0,741.0,0.01,6095.0,0.9109999999999999
92117,13.77,1398.0,47245.0,865.0,0.024,51203.0,0.773
95037,13.77,2275.0,82258.0,1099.0,0.04,41690.0,0.723
94538,13.77,1701.0,68121.0,1206.0,0.055999999999999994,56111.0,0.521
95118,13.77,1901.0,73134.0,1110.0,0.036000000000000004,31916.0,0.725
93465,13.77,1480.0,52376.0,836.0,0.003,7901.0,0.9129999999999999
91350,13.76,1764.0,74616.0,873.0,0.026000000000000002,40069.0,0.843
94030,13.76,2161.0,68067.0,1157.0,0.052000000000000005,20334.0,0.631
90404,13.76,1838.0,39821.0,730.0,0.08199999999999999,19956.0,0.63
91344,13.76,1738.0,64947.0,912.0,0.017,48863.0,0.66
94609,13.75,1415.0,34398.0,697.0,0.272,21093.0,0.354
92382,13.75,1077.0,50608.0,718.0,0.006999999999999999,5386.0,0.879
92831,13.75,1604.0,45102.0,794.0,0.03,34589.0,0.652
92508,13.74,1533.0,68701.0,1042.0,0.013999999999999999,17142.0,0.6970000000000001
95035,13.74,1974.0,84565.0,1279.0,0.023,62840.0,0.31
94952,13.74,1669.0,56934.0,864.0,0.042,31917.0,0.8759999999999999
93021,13.74,1824.0,76796.0,1170.0,0.009000000000000001,32978.0,0.743
95123,13.74,1870.0,75188.0,1369.0,0.036000000000000004,59621.0,0.6509999999999999
91773,13.73,1689.0,63526.0,896.0,0.018000000000000002,33865.0,0.745
94525,13.72,1516.0,48672.0,697.0,0.021,3184.0,0.851
94619,13.72,1571.0,54174.0,746.0,0.107,24501.0,0.33899999999999997
95117,13.72,1994.0,57626.0,1112.0,0.05,29903.0,0.573
93420,13.71,1517.0,50244.0,729.0,0.002,24482.0,0.888
92078,13.7,1847.0,53586.0,922.0,0.008,6748.0,0.81
95928,13.7,1118.0,30536.0,627.0,0.013000000000000001,32831.0,0.8140000000000001
95132,13.7,1815.0,82779.0,1387.0,0.011000000000000001,40563.0,0.34
93004,13.69,1568.0,59099.0,817.0,0.012,27379.0,0.79
90066,13.69,1836.0,45089.0,780.0,0.07200000000000001,55194.0,0.608
94568,13.69,1907.0,77122.0,1356.0,0.053,29633.0,0.6940000000000001
94015,13.68,1825.0,64534.0,1150.0,0.161,63317.0,0.29100000000000004
92003,13.68,1688.0,58059.0,801.0,0.015,3844.0,0.823
94803,13.67,1580.0,61494.0,863.0,0.07200000000000001,25392.0,0.516
92562,13.67,1555.0,61583.0,783.0,0.002,36129.0,0.826
95709,13.67,1211.0,46179.0,743.0,0.009000000000000001,4825.0,0.917
95835,13.67,1690.0,63611.0,246.0,0.02,834.0,0.6779999999999999
92869,13.67,1841.0,74117.0,968.0,0.022000000000000002,37900.0,0.718
91206,13.66,2208.0,41674.0,776.0,0.031,31284.0,0.6459999999999999
92056,13.66,1458.0,53676.0,932.0,0.025,52894.0,0.736
95017,13.65,1637.0,56750.0,763.0,0.025,850.0,0.765
95476,13.64,1645.0,50520.0,879.0,0.021,34310.0,0.868
95223,13.64,1102.0,44563.0,626.0,0.009000000000000001,5142.0,0.951
92260,13.64,1386.0,43299.0,735.0,0.015,29322.0,0.87
92264,13.64,1271.0,39173.0,657.0,0.018000000000000002,18869.0,0.8440000000000001
95602,13.64,1512.0,47856.0,749.0,0.006999999999999999,18184.0,0.929
93312,13.63,1317.0,61583.0,753.0,0.003,40824.0,0.861
95949,13.63,1338.0,50816.0,905.0,0.003,17909.0,0.951
95624,13.63,1392.0,65850.0,758.0,0.017,38521.0,0.713
95973,13.63,1162.0,41111.0,612.0,0.011000000000000001,26954.0,0.865
95662,13.62,1270.0,54316.0,826.0,0.013999999999999999,32035.0,0.895
93551,13.62,1506.0,68057.0,792.0,0.01,34036.0,0.7090000000000001
94546,13.61,1677.0,57976.0,965.0,0.057999999999999996,41680.0,0.7659999999999999
95829,13.61,1381.0,63774.0,935.0,0.016,11380.0,0.66
92881,13.6,1745.0,70992.0,810.0,0.01,21903.0,0.6940000000000001
91020,13.59,1609.0,41580.0,768.0,0.003,7515.0,0.7120000000000001
91505,13.59,1571.0,51740.0,825.0,0.021,29235.0,0.778
92591,13.59,1495.0,58429.0,849.0,0.005,25648.0,0.7979999999999999
92883,13.58,1607.0,69462.0,1038.0,0.01,13168.0,0.743
92019,13.57,1631.0,56486.0,805.0,0.009000000000000001,40981.0,0.8340000000000001
95603,13.57,1435.0,48520.0,692.0,0.004,24941.0,0.9259999999999999
93035,13.55,1629.0,58874.0,1059.0,0.01,25321.0,0.6729999999999999
94564,13.55,1476.0,60804.0,854.0,0.059000000000000004,16705.0,0.5379999999999999
95128,13.55,1895.0,55869.0,1049.0,0.033,32799.0,0.622
95519,13.54,1024.0,39058.0,597.0,0.006999999999999999,15918.0,0.88
90603,13.53,1570.0,59328.0,852.0,0.013000000000000001,19101.0,0.778
95685,13.53,1186.0,47589.0,726.0,0.002,4606.0,0.922
93555,13.52,875.0,45722.0,498.0,0.004,29762.0,0.8320000000000001
93065,13.52,1730.0,72384.0,1069.0,0.013999999999999999,64785.0,0.8059999999999999
94928,13.52,1523.0,51952.0,904.0,0.034,42542.0,0.8029999999999999
94954,13.52,1614.0,67705.0,1089.0,0.045,35400.0,0.821
92675,13.51,1797.0,62937.0,1009.0,0.027000000000000003,34311.0,0.784
93455,13.5,1321.0,53251.0,855.0,0.009000000000000001,37352.0,0.836
92870,13.5,1685.0,63367.0,899.0,0.012,48166.0,0.6829999999999999
95713,13.49,1334.0,47467.0,608.0,0.002,8510.0,0.93
91504,13.49,1730.0,55813.0,779.0,0.027999999999999997,25872.0,0.687
95670,13.49,1244.0,45897.0,660.0,0.03,49713.0,0.7090000000000001
91748,13.48,1561.0,51640.0,845.0,0.027000000000000003,46324.0,0.28
91901,13.48,1796.0,62452.0,757.0,0.004,16468.0,0.8809999999999999
94805,13.48,1283.0,50300.0,813.0,0.13,13973.0,0.479
92253,13.48,1337.0,54686.0,815.0,0.008,23970.0,0.785
94591,13.47,1535.0,61022.0,901.0,0.045,51659.0,0.397
92647,13.46,1589.0,57528.0,957.0,0.018000000000000002,58761.0,0.7020000000000001
95703,13.45,1299.0,57992.0,1028.0,0.011000000000000001,1512.0,0.914
95126,13.45,2052.0,50113.0,1001.0,0.073,27021.0,0.607
95448,13.45,1596.0,51207.0,865.0,0.016,17976.0,0.81
93422,13.43,1385.0,49754.0,701.0,0.004,29532.0,0.892
92555,13.43,1405.0,62509.0,881.0,0.009000000000000001,12726.0,0.628
91506,13.42,1614.0,50849.0,754.0,0.013999999999999999,18530.0,0.762
95421,13.42,1201.0,36850.0,675.0,0.006,1569.0,0.862
94585,13.42,1527.0,66010.0,870.0,0.022000000000000002,39260.0,0.525
95669,13.42,1183.0,42955.0,654.0,0.004,2214.0,0.9159999999999999
90504,13.41,1553.0,50587.0,823.0,0.023,31664.0,0.47100000000000003
91351,13.41,1576.0,61349.0,980.0,0.028999999999999998,59257.0,0.762
93704,13.41,1030.0,36839.0,598.0,0.019,26565.0,0.705
95678,13.41,1331.0,49615.0,746.0,0.013999999999999999,30597.0,0.828
96001,13.41,1104.0,34560.0,545.0,0.017,31585.0,0.898
91780,13.4,1424.0,47575.0,771.0,0.028999999999999998,32714.0,0.489
92065,13.4,1696.0,60404.0,718.0,0.005,33087.0,0.863
94599,13.39,1743.0,48452.0,977.0,0.009000000000000001,2870.0,0.9179999999999999
95610,13.39,1168.0,45423.0,710.0,0.018000000000000002,43716.0,0.8420000000000001
95688,13.39,1509.0,61828.0,761.0,0.004,32552.0,0.797
95684,13.39,1130.0,45000.0,730.0,0.017,2951.0,0.934
93063,13.38,1649.0,67311.0,1038.0,0.015,49011.0,0.828
90713,13.38,1501.0,63458.0,1010.0,0.011000000000000001,27549.0,0.775
95821,13.38,1190.0,35453.0,545.0,0.048,35408.0,0.768
93710,13.38,1061.0,33670.0,563.0,0.018000000000000002,29327.0,0.639
91745,13.38,1480.0,59642.0,946.0,0.02,53682.0,0.41
92101,13.37,1873.0,23762.0,550.0,0.106,27494.0,0.6829999999999999
90027,13.37,2224.0,31820.0,647.0,0.107,48715.0,0.619
95667,13.37,1366.0,47707.0,696.0,0.015,34138.0,0.9179999999999999
95492,13.37,1650.0,63161.0,856.0,0.009000000000000001,23688.0,0.792
95403,13.36,1535.0,52434.0,870.0,0.021,40258.0,0.7759999999999999
95356,13.36,1306.0,46663.0,701.0,0.01,26038.0,0.763
91040,13.36,1487.0,51894.0,709.0,0.022000000000000002,18748.0,0.785
94066,13.35,1827.0,61939.0,1158.0,0.08,39546.0,0.579
90638,13.33,1505.0,61724.0,874.0,0.015,47548.0,0.644
92587,13.33,1459.0,58656.0,1010.0,0.009000000000000001,13135.0,0.883
94931,13.33,1528.0,52297.0,885.0,0.04,7916.0,0.841
96027,13.32,840.0,31250.0,445.0,0.01,2147.0,0.887
92865,13.32,1509.0,55512.0,893.0,0.023,18039.0,0.726
93013,13.32,1955.0,52052.0,956.0,0.028999999999999998,17402.0,0.759
92028,13.32,1662.0,49284.0,717.0,0.013000000000000001,42236.0,0.769
91978,13.32,1423.0,46853.0,947.0,0.026000000000000002,7843.0,0.7509999999999999
95503,13.31,1032.0,35899.0,605.0,0.009000000000000001,23557.0,0.868
92325,13.3,1064.0,44647.0,698.0,0.019,10477.0,0.8809999999999999
95833,13.3,1129.0,44674.0,728.0,0.038,31414.0,0.521
92867,13.3,1775.0,63039.0,885.0,0.035,40914.0,0.726
96150,13.29,1205.0,40076.0,658.0,0.037000000000000005,33024.0,0.809
95148,13.29,2032.0,89398.0,1504.0,0.018000000000000002,44095.0,0.278
92071,13.29,1387.0,53824.0,832.0,0.017,53502.0,0.865
92374,13.28,1229.0,45516.0,672.0,0.016,36658.0,0.6659999999999999
94587,13.27,1823.0,71863.0,1091.0,0.062,66457.0,0.3
90041,13.27,1551.0,48439.0,684.0,0.061,27864.0,0.48200000000000004
94558,13.27,1597.0,55995.0,864.0,0.015,63932.0,0.826
94519,13.27,1437.0,57601.0,960.0,0.083,18643.0,0.77
94608,13.27,1181.0,33556.0,745.0,0.19399999999999998,24572.0,0.247
92315,13.26,1351.0,34537.0,581.0,0.004,5435.0,0.912
91724,13.26,1521.0,59158.0,838.0,0.028999999999999998,25062.0,0.665
95945,13.25,1211.0,33629.0,651.0,0.013999999999999999,23979.0,0.935
94303,13.25,1954.0,64256.0,956.0,0.046,45483.0,0.428
92082,13.25,1803.0,58147.0,638.0,0.003,14559.0,0.7809999999999999
91324,13.24,1720.0,49961.0,761.0,0.040999999999999995,25731.0,0.597
94515,13.24,1569.0,44320.0,733.0,0.001,7370.0,0.807
95827,13.24,1082.0,42910.0,762.0,0.051,19599.0,0.626
93022,13.24,1610.0,59313.0,942.0,0.013000000000000001,6495.0,0.868
90712,13.23,1463.0,59347.0,837.0,0.016,30171.0,0.653
93103,13.23,2130.0,47625.0,917.0,0.055999999999999994,20877.0,0.654
90008,13.22,1597.0,30472.0,623.0,0.11,30840.0,0.061
92833,13.22,1489.0,50929.0,790.0,0.031,46099.0,0.535
94110,13.22,1767.0,53795.0,882.0,0.363,74633.0,0.524
91791,13.22,1612.0,56216.0,816.0,0.040999999999999995,30442.0,0.51
95370,13.2,1135.0,37714.0,608.0,0.009000000000000001,25331.0,0.9309999999999999
95969,13.2,941.0,31826.0,576.0,0.008,28304.0,0.935
93510,13.18,1751.0,65737.0,943.0,0.006999999999999999,7813.0,0.8759999999999999
96032,13.18,763.0,31849.0,495.0,0.017,2329.0,0.8909999999999999
93309,13.18,1096.0,40084.0,590.0,0.015,58612.0,0.706
91910,13.17,1538.0,42970.0,693.0,0.044000000000000004,74009.0,0.5710000000000001
96094,13.17,822.0,31171.0,474.0,0.012,5883.0,0.825
95242,13.17,1350.0,49047.0,752.0,0.003,22071.0,0.838
95338,13.17,1011.0,34601.0,514.0,0.013000000000000001,10218.0,0.897
91792,13.15,1448.0,54074.0,864.0,0.057999999999999996,31620.0,0.304
93001,13.15,1407.0,43023.0,756.0,0.023,32898.0,0.746
95461,13.14,1109.0,43200.0,677.0,0.005,7771.0,0.91
95212,13.14,1460.0,50316.0,506.0,0.01,6934.0,0.769
95621,13.13,1107.0,42584.0,747.0,0.018000000000000002,41629.0,0.853
92057,13.13,1376.0,49469.0,910.0,0.027999999999999997,46881.0,0.638
94605,13.12,1490.0,47288.0,755.0,0.128,42852.0,0.204
92111,13.12,1329.0,42774.0,766.0,0.051,46821.0,0.597
93277,13.12,1130.0,44015.0,579.0,0.009000000000000001,44737.0,0.805
95382,13.11,1199.0,46804.0,657.0,0.003,24691.0,0.802
92584,13.11,1336.0,53190.0,902.0,0.003,14061.0,0.8490000000000001
95659,13.11,964.0,47143.0,618.0,0.015,750.0,0.841
90601,13.11,1492.0,52800.0,746.0,0.017,32039.0,0.594
95623,13.1,1541.0,39638.0,675.0,0.009000000000000001,4096.0,0.937
92026,13.1,1460.0,48441.0,806.0,0.017,43426.0,0.764
92866,13.1,1559.0,45307.0,843.0,0.036000000000000004,15380.0,0.7340000000000001
92115,13.09,1327.0,31666.0,675.0,0.05,56883.0,0.5670000000000001
96003,13.09,1086.0,35917.0,596.0,0.006999999999999999,41463.0,0.905
90039,13.08,1594.0,45615.0,734.0,0.064,29306.0,0.494
94577,13.08,1526.0,50888.0,844.0,0.114,41867.0,0.527
94509,13.07,1572.0,60375.0,786.0,0.043,90879.0,0.654
95389,13.06,1078.0,51500.0,475.0,0.027999999999999997,1740.0,0.8059999999999999
92139,13.06,1306.0,49032.0,797.0,0.016,36341.0,0.29
92307,13.06,1100.0,41728.0,562.0,0.006999999999999999,31859.0,0.779
91016,13.06,1542.0,46468.0,750.0,0.028999999999999998,41050.0,0.631
93433,13.06,1261.0,37930.0,748.0,0.004,13099.0,0.7979999999999999
92563,13.05,1463.0,52208.0,783.0,0.008,18303.0,0.772
93536,13.05,1262.0,54223.0,649.0,0.01,49303.0,0.701
93907,13.05,1630.0,60179.0,915.0,0.003,22278.0,0.674
93427,13.05,1554.0,49677.0,745.0,0.013999999999999999,4630.0,0.8079999999999999
90746,13.04,1446.0,59390.0,905.0,0.035,25561.0,0.132
95631,13.03,1237.0,51000.0,704.0,0.009000000000000001,5703.0,0.929
92104,13.03,1296.0,31139.0,621.0,0.08900000000000001,47688.0,0.565
93514,13.03,1232.0,37969.0,548.0,0.009000000000000001,13304.0,0.8220000000000001
91104,13.03,1642.0,41815.0,705.0,0.052000000000000005,38449.0,0.541
94533,13.03,1426.0,50537.0,773.0,0.021,77666.0,0.545
96097,13.02,829.0,29392.0,463.0,0.004,9528.0,0.875
94513,13.02,1734.0,68515.0,832.0,0.026000000000000002,26560.0,0.741
95841,13.01,1138.0,33918.0,625.0,0.027000000000000003,20975.0,0.772
93101,13.01,1681.0,38714.0,875.0,0.063,31717.0,0.6559999999999999
93933,13.01,1405.0,42231.0,781.0,0.02,21750.0,0.491
92880,13.01,1578.0,66439.0,744.0,0.013999999999999999,16990.0,0.688
95355,13.0,1185.0,45115.0,665.0,0.012,47605.0,0.7859999999999999
95209,13.0,1286.0,56416.0,720.0,0.009000000000000001,30812.0,0.562
92262,12.99,1148.0,32844.0,605.0,0.024,24906.0,0.74
95687,12.99,1444.0,56811.0,876.0,0.008,63144.0,0.6970000000000001
92557,12.99,1279.0,54724.0,789.0,0.015,46197.0,0.528
95834,12.99,1133.0,42890.0,681.0,0.031,8392.0,0.447
94560,12.98,1659.0,69350.0,1093.0,0.034,42471.0,0.522
94401,12.98,1860.0,55112.0,1095.0,0.07400000000000001,32484.0,0.5770000000000001
91740,12.98,1455.0,52696.0,792.0,0.025,25117.0,0.743
91304,12.97,1813.0,48052.0,728.0,0.048,49226.0,0.609
93446,12.97,1253.0,42309.0,650.0,0.006999999999999999,35578.0,0.823
92040,12.96,1500.0,49011.0,738.0,0.016,42267.0,0.883
90717,12.95,1633.0,42182.0,774.0,0.021,21060.0,0.653
95401,12.95,1444.0,49192.0,847.0,0.022000000000000002,36120.0,0.741
94133,12.95,3155.0,40990.0,731.0,0.27699999999999997,26827.0,0.396
94102,12.95,1438.0,22351.0,564.0,0.426,28991.0,0.46
94080,12.95,1746.0,61289.0,1063.0,0.09300000000000001,60592.0,0.444
94572,12.94,1393.0,60082.0,783.0,0.033,8487.0,0.527
92359,12.94,1206.0,40820.0,528.0,0.013999999999999999,7306.0,0.755
91801,12.92,1438.0,38229.0,727.0,0.049,54381.0,0.292
95501,12.92,876.0,26088.0,495.0,0.019,23212.0,0.833
95666,12.92,1056.0,37175.0,705.0,0.004,5496.0,0.953
95954,12.91,991.0,32813.0,671.0,0.006,11160.0,0.943
96002,12.91,1029.0,34507.0,575.0,0.012,30333.0,0.87
93444,12.91,1385.0,50231.0,753.0,0.004,15391.0,0.779
93405,12.9,1478.0,30016.0,739.0,0.027000000000000003,31972.0,0.8009999999999999
91723,12.9,1396.0,42100.0,726.0,0.053,17552.0,0.636
92780,12.9,1528.0,47961.0,877.0,0.036000000000000004,55047.0,0.585
95490,12.89,1004.0,33915.0,580.0,0.002,13463.0,0.866
94571,12.89,1242.0,45142.0,705.0,0.01,5233.0,0.8590000000000001
90240,12.89,1672.0,55492.0,770.0,0.03,24891.0,0.583
94579,12.88,1497.0,57214.0,944.0,0.08199999999999999,19802.0,0.513
94559,12.88,1394.0,43846.0,766.0,0.019,26891.0,0.789
95842,12.86,998.0,40244.0,692.0,0.027000000000000003,31369.0,0.7020000000000001
92020,12.85,1486.0,37230.0,671.0,0.045,55266.0,0.738
95470,12.85,1214.0,44112.0,685.0,0.001,5975.0,0.845
91203,12.84,1406.0,32350.0,776.0,0.042,14479.0,0.58
91042,12.84,1440.0,42882.0,663.0,0.053,26738.0,0.7170000000000001
93505,12.84,895.0,45868.0,529.0,0.006999999999999999,8311.0,0.6809999999999999
95366,12.84,1299.0,55821.0,632.0,0.005,12627.0,0.835
92083,12.84,1388.0,45901.0,825.0,0.03,62030.0,0.647
91754,12.83,1430.0,40267.0,723.0,0.045,33263.0,0.228
90715,12.83,1394.0,48927.0,886.0,0.01,20884.0,0.39899999999999997
90802,12.83,1204.0,25860.0,555.0,0.129,38419.0,0.469
91786,12.82,1362.0,37431.0,697.0,0.027999999999999997,48807.0,0.629
95451,12.82,1175.0,35298.0,631.0,0.003,9885.0,0.857
91321,12.82,1569.0,49979.0,856.0,0.047,30727.0,0.7240000000000001
95133,12.82,1817.0,68214.0,1000.0,0.032,26018.0,0.252
95204,12.82,962.0,36391.0,580.0,0.018000000000000002,30465.0,0.645
94103,12.81,1367.0,31131.0,627.0,0.39899999999999997,23016.0,0.449
95993,12.81,1161.0,47099.0,587.0,0.008,27784.0,0.6659999999999999
92346,12.8,1267.0,45560.0,612.0,0.02,48227.0,0.605
95379,12.8,959.0,38405.0,588.0,0.004,3970.0,0.8859999999999999
90620,12.79,1430.0,57861.0,921.0,0.022000000000000002,44432.0,0.591
94014,12.79,1794.0,60711.0,936.0,0.195,47451.0,0.247
94545,12.78,1479.0,56973.0,1036.0,0.055,27295.0,0.369
91977,12.78,1312.0,45917.0,734.0,0.03,56098.0,0.5660000000000001
92627,12.78,1714.0,46138.0,894.0,0.066,62066.0,0.6809999999999999
91730,12.77,1324.0,50047.0,842.0,0.025,51969.0,0.586
90020,12.77,3375.0,24208.0,624.0,0.21,42383.0,0.256
92084,12.77,1471.0,44322.0,733.0,0.032,44677.0,0.687
92399,12.77,1204.0,39286.0,610.0,0.006999999999999999,41566.0,0.8540000000000001
92882,12.76,1579.0,55957.0,768.0,0.009000000000000001,60281.0,0.628
94804,12.76,1271.0,41573.0,722.0,0.16,39080.0,0.267
93436,12.76,1184.0,41952.0,658.0,0.012,51736.0,0.6940000000000001
90631,12.75,1529.0,50666.0,786.0,0.021,67353.0,0.643
95814,12.75,1140.0,20473.0,464.0,0.122,16598.0,0.616
92070,12.75,1350.0,30449.0,390.0,0.006999999999999999,1141.0,0.664
93561,12.75,1063.0,47031.0,514.0,0.002,25793.0,0.738
94561,12.75,1508.0,63777.0,900.0,0.025,27599.0,0.755
91945,12.75,1264.0,39906.0,711.0,0.062,24953.0,0.595
95540,12.73,971.0,31373.0,524.0,0.004,12232.0,0.885
95694,12.72,1343.0,49038.0,664.0,0.002,8397.0,0.7120000000000001
92054,12.71,1363.0,36277.0,736.0,0.033,98226.0,0.629
93238,12.71,781.0,27955.0,546.0,0.013000000000000001,1871.0,0.9079999999999999
96064,12.7,695.0,30016.0,481.0,0.005,4582.0,0.9059999999999999
91201,12.7,1827.0,38179.0,758.0,0.040999999999999995,23978.0,0.6559999999999999
95482,12.69,1153.0,36322.0,600.0,0.006,30987.0,0.775
96025,12.69,725.0,23583.0,476.0,0.036000000000000004,2593.0,0.9009999999999999
94578,12.68,1386.0,44723.0,838.0,0.096,36565.0,0.441
93612,12.68,1000.0,30646.0,555.0,0.009000000000000001,33838.0,0.705
94580,12.68,1465.0,54594.0,933.0,0.069,26237.0,0.591
95207,12.68,1093.0,33194.0,606.0,0.019,49958.0,0.523
91384,12.67,1619.0,73933.0,864.0,0.015,22173.0,0.688
93292,12.67,1091.0,42622.0,581.0,0.009000000000000001,30393.0,0.723
94589,12.67,1345.0,53881.0,852.0,0.042,42198.0,0.327
95350,12.66,1063.0,37671.0,612.0,0.013999999999999999,52862.0,0.7440000000000001
92879,12.66,1511.0,53451.0,877.0,0.013000000000000001,44874.0,0.556
90043,12.66,1368.0,34069.0,604.0,0.095,44761.0,0.084
92069,12.65,1437.0,45647.0,792.0,0.02,52658.0,0.677
96130,12.65,993.0,38386.0,584.0,0.004,19433.0,0.792
91401,12.65,1672.0,35403.0,669.0,0.077,40372.0,0.6
93722,12.65,1080.0,43256.0,605.0,0.012,60879.0,0.57
92377,12.64,1346.0,57922.0,1045.0,0.023,18499.0,0.451
92277,12.64,717.0,29781.0,471.0,0.008,17169.0,0.728
93245,12.63,1098.0,38652.0,547.0,0.024,30402.0,0.606
92544,12.63,1024.0,37086.0,570.0,0.009000000000000001,39254.0,0.835
95376,12.62,1659.0,61800.0,795.0,0.019,69786.0,0.655
90704,12.61,1839.0,39840.0,802.0,0.037000000000000005,3696.0,0.708
92308,12.61,986.0,36646.0,585.0,0.011000000000000001,28805.0,0.758
95046,12.61,2372.0,69063.0,748.0,0.048,5660.0,0.6779999999999999
93313,12.61,1136.0,50114.0,809.0,0.006999999999999999,25115.0,0.64
94060,12.61,1981.0,59006.0,921.0,0.034,2042.0,0.779
92027,12.6,1408.0,46077.0,758.0,0.023,48674.0,0.701
96022,12.6,993.0,38049.0,583.0,0.001,12347.0,0.902
95620,12.6,1445.0,54448.0,711.0,0.006,18510.0,0.7
92284,12.6,771.0,29924.0,507.0,0.006999999999999999,20477.0,0.879
96143,12.6,1207.0,38366.0,688.0,0.09699999999999999,4802.0,0.74
91306,12.6,1541.0,49064.0,702.0,0.046,43846.0,0.528
92507,12.6,1119.0,30374.0,633.0,0.025,48645.0,0.439
94108,12.59,4001.0,31542.0,657.0,0.297,13716.0,0.368
93513,12.58,949.0,34688.0,559.0,0.003,1816.0,0.708
92021,12.57,1429.0,40103.0,694.0,0.022000000000000002,61868.0,0.799
90501,12.56,1600.0,42117.0,694.0,0.021,40697.0,0.48200000000000004
90249,12.56,1369.0,44451.0,640.0,0.047,26433.0,0.28
90028,12.56,1578.0,21893.0,600.0,0.191,30562.0,0.555
93041,12.56,1347.0,41714.0,811.0,0.01,25617.0,0.5820000000000001
94612,12.55,1250.0,20034.0,529.0,0.271,11700.0,0.235
90502,12.55,1313.0,48601.0,878.0,0.025,17038.0,0.41100000000000003
92806,12.55,1512.0,50555.0,867.0,0.033,34387.0,0.589
95828,12.54,1119.0,45137.0,722.0,0.02,54862.0,0.41
96052,12.53,809.0,31935.0,560.0,0.003,1837.0,0.903
94590,12.52,1169.0,35699.0,665.0,0.059000000000000004,37214.0,0.42700000000000005
93534,12.52,938.0,31217.0,610.0,0.031,35104.0,0.645
92595,12.52,1298.0,50129.0,743.0,0.002,19359.0,0.8170000000000001
95695,12.51,1241.0,43237.0,632.0,0.011000000000000001,38537.0,0.7020000000000001
91803,12.51,1389.0,41303.0,704.0,0.04,30629.0,0.316
96080,12.5,902.0,32095.0,496.0,0.006,26426.0,0.8859999999999999
95425,12.5,1405.0,45681.0,735.0,0.006,9196.0,0.795
95361,12.5,1225.0,45102.0,583.0,0.006,25369.0,0.858
95020,12.49,1982.0,64611.0,939.0,0.033,49948.0,0.603
91010,12.48,1340.0,50634.0,816.0,0.033,27400.0,0.495
93454,12.48,1169.0,39007.0,706.0,0.004,30522.0,0.747
92392,12.48,1072.0,38199.0,613.0,0.01,63228.0,0.6509999999999999
95619,12.48,1187.0,39575.0,683.0,0.005,4414.0,0.8909999999999999
94112,12.47,1582.0,57629.0,1016.0,0.31,73104.0,0.289
95023,12.47,1758.0,58559.0,765.0,0.013999999999999999,47505.0,0.6409999999999999
95368,12.47,1327.0,58075.0,696.0,0.005,12464.0,0.685
90710,12.46,1473.0,42299.0,642.0,0.049,24640.0,0.46399999999999997
95817,12.46,1009.0,26331.0,540.0,0.077,14963.0,0.444
95822,12.43,1008.0,35485.0,606.0,0.043,44678.0,0.39
95348,12.43,1050.0,33473.0,565.0,0.004,23093.0,0.569
