,Average Education Index 2000,zip
208,14.77,93424
209,14.77,94517
210,14.77,91354
211,14.77,91914
212,14.75,93720
213,14.75,90067
214,14.75,92373
215,14.75,93262
216,14.75,91784
217,14.75,91381
218,14.73,95138
219,14.73,92692
220,14.73,91423
221,14.73,95613
222,14.71,96140
223,14.70,95460
224,14.70,93908
225,14.69,94903
226,14.69,93940
227,14.68,91207
228,14.67,95233
229,14.67,94086
230,14.67,91367
231,14.66,93950
232,14.66,94946
233,14.66,92835
234,14.65,92673
235,14.65,94566
236,14.65,92333
237,14.65,93711
238,14.65,92694
239,14.65,93529
240,14.64,94923
241,14.64,95831
242,14.63,92688
243,14.63,91602
244,14.63,95066
245,14.63,94555
246,14.62,95549
247,14.61,90048
248,14.61,95683
249,14.60,92323
250,14.60,90046
251,14.59,92107
252,14.56,92210
253,14.56,91759
254,14.54,93437
255,14.54,90035
256,14.54,92629
257,14.54,96145
258,14.54,94937
259,14.53,90401
260,14.52,95134
261,14.52,92649
262,14.51,96141
263,14.51,90505
264,14.50,95816
265,14.50,92120
266,14.50,92354
267,14.49,94938
268,14.49,94523
269,14.48,91355
270,14.48,95054
271,14.47,95465
272,14.47,94109
273,14.47,94038
274,14.47,93401
275,14.47,90245
276,14.46,93531
277,14.46,91101
278,14.45,90278
279,14.45,91915
280,14.44,95060
281,14.44,93012
282,14.43,95018
283,14.43,94542
284,14.42,92648
285,14.42,90503
286,14.42,92676
287,14.42,90045
288,14.41,95065
289,14.41,90815
290,14.41,92064
291,14.40,92618
292,14.40,90814
293,14.40,90703
294,14.40,91765
295,14.40,94132
296,14.39,95427
297,14.39,92119
298,14.39,94949
299,14.39,95628
300,14.38,92886
301,14.38,94005
302,14.37,95758
303,14.37,95450
304,14.37,93402
305,14.36,93920
306,14.36,95051
307,14.36,92549
308,14.36,95006
309,14.35,91006
310,14.35,95005
311,14.34,91107
312,14.34,95722
313,14.34,94951
314,14.33,90720
315,14.33,93110
316,14.33,93311
317,14.32,91320
318,14.32,93111
319,14.32,91214
320,14.32,92691
321,14.31,93449
322,14.31,92646
323,14.30,90291
324,14.29,91316
325,14.29,92352
326,14.28,93441
327,14.28,92110
328,14.27,95008
329,14.27,95010
330,14.27,95405
331,14.27,91356
332,14.27,92029
333,14.27,91902
334,14.26,92270
335,14.26,91307
336,14.25,94510
337,14.25,95073
338,14.24,94403
339,14.23,94122
340,14.23,92823
341,14.23,94702
342,14.22,92807
343,14.22,94945
344,14.22,91913
345,14.21,90740
346,14.21,95959
347,14.21,95570
348,14.21,91007
349,14.21,95409
350,14.20,94947
351,14.20,93067
352,14.20,93628
353,14.20,95472
354,14.20,91789
355,14.19,95125
356,14.19,93460
357,14.19,95747
358,14.19,94121
359,14.19,95219
360,14.18,95419
361,14.18,93428
362,14.18,92211
363,14.18,91741
364,14.17,90808
365,14.17,94710
366,14.16,95436
367,14.16,91360
368,14.16,93430
369,14.16,92060
370,14.16,92008
371,14.15,92506
372,14.15,95672
373,14.14,95661
374,14.14,96142
375,14.14,91709
376,14.14,92397
377,14.14,91001
378,14.13,90623
379,14.13,95521
380,14.13,95663
381,14.13,95131
382,14.13,95130
383,14.12,95124
384,14.12,95139
385,14.12,92310
386,14.11,95926
387,14.11,95946
388,14.10,92653
389,14.10,94602
390,14.10,95903
391,14.09,95714
392,14.09,91935
393,14.09,94567
394,14.09,95837
395,14.08,93604
396,14.07,94547
397,14.06,94501
398,14.06,95630
399,14.05,95608
400,14.05,94901
401,14.05,94044
402,14.04,95420
403,14.04,92624
404,14.03,92305
405,14.03,95825
406,14.03,94971
407,14.03,94535
408,14.02,90732
409,14.02,94940
410,14.02,91737
411,14.02,96087
412,14.01,91775
413,14.00,95682
414,14.00,95140
415,14.00,95978
416,14.00,96119
417,14.00,96161
418,14.00,95136
419,13.99,96103
420,13.99,93523
421,13.98,95614
422,13.98,94536
423,13.98,95677
424,13.98,91941
425,13.97,95119
426,13.97,90034
427,13.97,92672
428,13.97,91311
429,13.97,92278
430,13.97,95936
431,13.97,92708
432,13.97,90232
433,13.96,94550
434,13.96,92630
435,13.95,95062
436,13.95,93010
437,13.95,92821
438,13.95,91942
439,13.94,92317
440,13.94,95404
441,13.94,93222
442,13.94,95445
443,13.93,95007
444,13.93,93463
445,13.93,94521
446,13.93,92592
447,13.93,95462
448,13.93,90807
449,13.92,93611
450,13.92,96124
451,13.92,91750
452,13.91,91202
453,13.91,91325
454,13.90,93271
455,13.90,93546
456,13.90,95818
457,13.90,95589
458,13.89,94019
459,13.89,92126
460,13.89,96073
461,13.89,95426
462,13.89,94116
463,13.88,95050
464,13.88,95938
465,13.88,95587
466,13.87,96067
467,13.87,93117
468,13.87,92705
469,13.87,95720
470,13.87,93003
471,13.87,95942
472,13.86,90630
473,13.85,92626
474,13.85,94518
475,13.85,94574
476,13.85,95650
477,13.84,90305
478,13.84,92268
479,13.84,90230
480,13.84,92123
481,13.84,92561
482,13.84,95693
483,13.83,92036
484,13.83,94061
485,13.83,94089
486,13.83,92845
487,13.83,95646
488,13.82,95843
489,13.82,93442
490,13.81,91501
491,13.81,92116
492,13.81,90010
493,13.80,95004
494,13.80,95446
495,13.80,92339
496,13.80,95728
497,13.80,91607
498,13.79,91739
499,13.79,94553
500,13.79,95651
501,13.79,93023
502,13.78,95247
503,13.78,95826
504,13.78,92313
505,13.78,91701
506,13.77,95658
507,13.77,92117
508,13.77,95037
509,13.77,94538
510,13.77,95118
511,13.77,93465
512,13.76,91350
513,13.76,94030
514,13.76,90404
515,13.76,91344
516,13.75,94609
517,13.75,92382
518,13.75,92831
519,13.74,93928
520,13.74,92508
521,13.74,95035
522,13.74,94952
523,13.74,93021
524,13.74,95123
525,13.74,93208
526,13.73,91773
527,13.73,96014
528,13.73,95325
529,13.72,94514
530,13.72,94525
531,13.72,94619
532,13.72,95117
533,13.72,91962
534,13.71,94021
535,13.71,93420
536,13.71,94569
537,13.70,92078
538,13.70,94074
539,13.70,95928
540,13.70,95132
541,13.69,95601
542,13.69,95962
543,13.69,93004
544,13.69,90066
545,13.69,94568
546,13.68,94015
547,13.68,92267
548,13.68,92003
549,13.67,94803
550,13.67,92562
551,13.67,92328
552,13.67,95709
553,13.67,95835
554,13.67,93453
555,13.67,92869
556,13.67,95984
557,13.66,91206
558,13.66,92056
559,13.66,96132
560,13.65,95017
561,13.65,95488
562,13.64,95476
563,13.64,95223
564,13.64,95424
565,13.64,92260
566,13.64,95542
567,13.64,92264
568,13.64,95602
569,13.63,93312
570,13.63,95949
571,13.63,95624
572,13.63,95973
573,13.62,95662
574,13.62,93551
575,13.61,94546
576,13.61,95829
577,13.61,96121
578,13.61,95346
579,13.60,92881
580,13.59,91020
581,13.59,91505
582,13.59,95637
583,13.59,92591
584,13.58,95345
585,13.58,95910
586,13.58,95664
587,13.58,93066
588,13.58,92883
589,13.57,92019
590,13.57,95603
591,13.56,96091
592,13.56,92341
593,13.56,96037
594,13.55,93035
595,13.55,94564
596,13.55,93265
597,13.55,95128
598,13.54,95971
599,13.54,95519
600,13.53,90603
601,13.53,95685
602,13.52,93555
603,13.52,93065
604,13.52,94928
605,13.52,93623
606,13.52,94954
607,13.51,92675
608,13.51,95412
609,13.50,93455
610,13.50,92870
611,13.50,93447
612,13.49,96133
613,13.49,95713
614,13.49,95383
615,13.49,96107
616,13.49,91504
617,13.49,95670
618,13.48,91748
619,13.48,95545
620,13.48,95923
621,13.48,95568
622,13.48,91901
623,13.48,95638
624,13.48,94805
625,13.48,92253
626,13.47,94591
627,13.46,93528
628,13.46,92647
629,13.46,92358
630,13.46,95665
631,13.45,95703
632,13.45,95126
633,13.45,95448
634,13.45,94972
635,13.44,95715
636,13.44,95536
637,13.43,93432
638,13.43,93422
639,13.43,96063
640,13.43,96120
641,13.43,92555
642,13.42,91506
643,13.42,95421
644,13.42,95689
645,13.42,94585
646,13.42,95669
647,13.41,90504
648,13.41,91351
649,13.41,93704
650,13.41,96096
651,13.41,95678
652,13.41,96001
653,13.40,91780
654,13.40,92065
655,13.40,92342
656,13.40,95321
657,13.39,95633
658,13.39,94599
659,13.39,95610
660,13.39,95688
661,13.39,95684
662,13.38,93063
663,13.38,90713
664,13.38,95821
665,13.38,95558
666,13.38,93710
667,13.38,91745
668,13.38,95944
669,13.38,95636
670,13.37,92101
671,13.37,90027
672,13.37,95667
673,13.37,93664
674,13.37,95492
675,13.37,96126
676,13.36,95403
677,13.36,95356
678,13.36,91040
679,13.35,96106
680,13.35,94066
681,13.35,95251
682,13.35,95481
683,13.35,95469
684,13.35,95726
685,13.34,93605
686,13.33,90638
687,13.33,92587
688,13.33,94931
689,13.33,93962
690,13.32,96027
691,13.32,93651
692,13.32,96114
693,13.32,92865
694,13.32,93013
695,13.32,92028
696,13.32,91978
697,13.31,95503
698,13.31,96008
699,13.30,92325
700,13.30,95833
701,13.30,92867
702,13.30,93541
703,13.29,96150
704,13.29,95148
705,13.29,92071
706,13.28,93644
707,13.28,92374
708,13.27,94587
709,13.27,90041
710,13.27,94558
711,13.27,94519
712,13.27,94608
713,13.26,92315
714,13.26,91724
715,13.26,95642
716,13.25,95945
717,13.25,94303
718,13.25,92082
719,13.24,91324
720,13.24,93614
721,13.24,93527
722,13.24,95956
723,13.24,94515
724,13.24,93601
725,13.24,95525
726,13.24,95827
727,13.24,93022
728,13.24,95560
729,13.24,95553
730,13.23,90712
731,13.23,93103
732,13.23,95306
733,13.23,96062
734,13.22,90008
735,13.22,96136
736,13.22,95977
737,13.22,92833
738,13.22,93532
739,13.22,94110
740,13.22,95468
741,13.22,91791
742,13.20,95370
743,13.20,95547
744,13.20,95969
745,13.20,96069
746,13.19,95986
747,13.19,95935
748,13.18,92384
749,13.18,93510
750,13.18,96032
751,13.18,93309
752,13.17,91910
753,13.17,93667
754,13.17,96094
755,13.17,96020
756,13.17,95246
757,13.17,95242
758,13.17,95338
759,13.15,95442
760,13.15,91792
761,13.15,93001
762,13.15,95918
763,13.14,95461
764,13.14,95228
765,13.14,95212
766,13.13,96115
767,13.13,95621
768,13.13,95701
769,13.13,93643
770,13.13,96016
771,13.13,95417
772,13.13,92057
773,13.12,96137
774,13.12,94605
775,13.12,92111
776,13.12,93277
777,13.12,95310
778,13.12,95443
779,13.11,95382
780,13.11,92584
781,13.11,92386
782,13.11,95659
783,13.11,90601
784,13.10,95573
785,13.10,96015
786,13.10,95623
787,13.10,95258
788,13.10,92026
789,13.10,92866
790,13.09,92115
791,13.09,96003
792,13.09,95227
793,13.08,90039
794,13.08,96128
795,13.08,96046
796,13.08,94577
797,13.08,92256
798,13.07,94509
799,13.07,95983
800,13.06,95389
801,13.06,92139
802,13.06,92307
803,13.06,91016
804,13.06,96093
805,13.06,93433
806,13.05,92563
807,13.05,93536
808,13.05,95606
809,13.05,93907
810,13.05,93427
811,13.05,95960
812,13.04,90746
813,13.04,96024
814,13.04,96051
815,13.04,93512
816,13.04,95245
817,13.03,95631
818,13.03,92104
819,13.03,93514
820,13.03,93225
821,13.03,91104
822,13.03,94533
823,13.03,92086
824,13.03,93426
825,13.02,96097
826,13.02,94513
827,13.02,91916
828,13.01,95841
829,13.01,93101
830,13.01,95222
831,13.01,93933
832,13.01,92880
833,13.01,93526
834,13.00,95355
835,13.00,95209
836,12.99,92262
837,12.99,95687
838,12.99,92557
839,12.99,95834
840,12.98,94560
841,12.98,93226
842,12.98,94401
843,12.98,91740
844,12.97,91304
845,12.97,94922
846,12.97,95556
847,12.97,96125
848,12.97,96076
849,12.97,93446
850,12.97,92314
851,12.96,92040
852,12.96,95249
853,12.96,93563
854,12.95,90717
855,12.95,95401
856,12.95,95634
857,12.95,92536
858,12.95,94133
859,12.95,94102
860,12.95,94080
861,12.95,95922
862,12.94,95335
863,12.94,96048
864,12.94,94572
865,12.94,93553
866,12.94,92359
867,12.93,96017
868,12.92,91801
869,12.92,95501
870,12.92,95666
871,12.91,95954
872,12.91,95975
873,12.91,96002
874,12.91,93444
875,12.91,96028
876,12.90,93405
877,12.90,95585
878,12.90,96050
879,12.90,91723
880,12.90,92780
881,12.89,95490
882,12.89,94571
883,12.89,90240
884,12.89,95466
885,12.88,95311
886,12.88,92061
887,12.88,94579
888,12.88,94559
889,12.88,95437
890,12.86,95842
891,12.85,92020
892,12.85,95629
893,12.85,95470
894,12.84,96057
895,12.84,91203
896,12.84,92320
897,12.84,91042
898,12.84,93505
899,12.84,95648
900,12.84,95366
901,12.84,92083
902,12.83,96047
903,12.83,91754
904,12.83,90715
905,12.83,90802
906,12.83,92532
907,12.82,91786
908,12.82,95451
909,12.82,95981
910,12.82,95329
911,12.82,92004
912,12.82,91321
913,12.82,93932
914,12.82,95133
915,12.82,95914
916,12.82,95635
917,12.82,95204
918,12.81,94103
919,12.81,93244
920,12.81,93440
921,12.81,93207
922,12.81,95252
923,12.81,95993
924,12.80,93517
925,12.80,92346
926,12.80,95379
927,12.80,96084
928,12.80,93669
929,12.79,90620
930,12.79,92332
931,12.79,96033
932,12.79,91917
933,12.79,94014
934,12.78,94545
935,12.78,91977
936,12.78,92627
937,12.77,95459
938,12.77,95236
939,12.77,91730
940,12.77,90020
941,12.77,92084
942,12.77,92399
943,12.76,95429
944,12.76,96065
945,12.76,96088
946,12.76,92882
947,12.76,95045
948,12.76,94804
949,12.76,95563
950,12.76,93436
951,12.75,96112
952,12.75,90631
953,12.75,95814
954,12.75,92070
955,12.75,93561
956,12.75,94561
957,12.75,95625
958,12.75,91945
959,12.74,96104
960,12.73,95540
961,12.73,93602
962,12.72,95694
963,12.72,95551
964,12.71,92054
965,12.71,93238
966,12.71,92372
967,12.71,95947
968,12.70,96064
969,12.70,91201
970,12.69,95482
971,12.69,95675
972,12.69,96025
973,12.68,94578
974,12.68,95453
975,12.68,95372
976,12.68,93612
977,12.68,94580
978,12.68,95207
979,12.67,91384
980,12.67,93292
981,12.67,95941
982,12.67,94589
983,12.67,95735
984,12.67,96092
985,12.66,95350
986,12.66,91905
987,12.66,92879
988,12.66,90043
989,12.65,95548
990,12.65,92069
991,12.65,96130
992,12.65,91401
993,12.65,96006
994,12.65,93722
995,12.64,92377
996,12.64,93544
997,12.64,96122
998,12.64,95471
999,12.64,92277
1000,12.64,95494
1001,12.63,93245
1002,12.63,96061
1003,12.63,92544
1004,12.62,95454
1005,12.62,95376
1006,12.62,95527
1007,12.62,91948
1008,12.61,90704
1009,12.61,92308
1010,12.61,95046
1011,12.61,93313
1012,12.61,94060
1013,12.60,92027
1014,12.60,96022
1015,12.60,95620
1016,12.60,92284
1017,12.60,96143
1018,12.60,91306
1019,12.60,92507
1020,12.59,95528
1021,12.59,94108
1022,12.59,95970
1023,12.59,93675
1024,12.58,93513
1025,12.57,95692
1026,12.57,92021
1027,12.57,95982
1028,12.57,95493
1029,12.57,94592
1030,12.57,96148
1031,12.56,90501
1032,12.56,90249
1033,12.56,96086
1034,12.56,90028
1035,12.56,93041
1036,12.55,93260
1037,12.55,96108
1038,12.55,96059
1039,12.55,94612
1040,12.55,91906
1041,12.55,90502
1042,12.55,92806
1043,12.55,95830
1044,12.54,95316
1045,12.54,95828
1046,12.54,95571
1047,12.53,96052
1048,12.53,92338
1049,12.52,96040
1050,12.52,92282
1051,12.52,94590
1052,12.52,93534
1053,12.52,96011
1054,12.52,92595
1055,12.51,96034
1056,12.51,95695
1057,12.51,95550
1058,12.51,91803
1059,12.50,95569
1060,12.50,96080
1061,12.50,95425
1062,12.50,95361
1063,12.50,95220
1064,12.50,95913
1065,12.49,95020
1066,12.49,95934
1067,12.48,91010
1068,12.48,93454
1069,12.48,95559
1070,12.48,95717
1071,12.48,92392
1072,12.48,95668
1073,12.48,93545
1074,12.48,95619
1075,12.47,95564
1076,12.47,94112
1077,12.47,95023
1078,12.47,95368
1079,12.46,95674
1080,12.46,96101
1081,12.46,92364
1082,12.46,90710
1083,12.46,95817
1084,12.45,96117
1085,12.44,95230
1086,12.44,95554
1087,12.44,95595
1088,12.44,96110
1089,12.44,95552
1090,12.43,95822
1091,12.43,93530
1092,12.43,95348
1093,12.43,95428
1094,12.43,92311
1095,12.43,95919
1096,12.43,90248
1097,12.42,96031
1098,12.42,92504
1099,12.42,94541
1100,12.42,95555
1101,12.42,95742
1102,12.41,93626
1103,12.41,91932
1104,12.41,95237
1105,12.41,92545
1106,12.40,93306
1107,12.40,91601
1108,12.39,93518
1109,12.39,95916
1110,12.39,92365
1111,12.39,92407
1112,12.39,93631
1113,12.39,95607
1114,12.39,95121
1115,12.38,94511
1116,12.38,92066
1117,12.38,92114
1118,12.38,95336
1119,12.38,90621
1120,12.37,91790
1121,12.37,95626
1122,12.37,92683
1123,12.37,92220
1124,12.36,95257
1125,12.36,96039
1126,12.36,92860
1127,12.35,95357
1128,12.35,90241
1129,12.35,91204
1130,12.35,91722
1131,12.34,92868
1132,12.34,91205
1133,12.34,91755
1134,12.34,93562
1135,12.34,92394
1136,12.34,95565
1137,12.34,92596
1138,12.34,92586
1139,12.33,92567
1140,12.33,90604
1141,12.33,94565
1142,12.32,93535
1143,12.32,96055
1144,12.32,93221
1145,12.32,92252
1146,12.31,93451
1147,12.31,93560
1148,12.31,95930
1149,12.31,95612
1150,12.31,96007
1151,12.30,93308
1152,12.30,96118
1153,12.30,96085
1154,12.30,90731
1155,12.30,95537
1156,12.30,95632
1157,12.30,91931
1158,12.30,92327
1159,12.30,92832
1160,12.29,95691
1161,12.29,95526
1162,12.28,95543
1163,12.28,95254
1164,12.28,93726
1165,12.28,90804
1166,12.28,90822
1167,12.28,96044
1168,12.27,91335
1169,12.27,95430
1170,12.27,93653
1171,12.27,92590
1172,12.27,92551
1173,12.27,91103
1174,12.27,94520
1175,12.26,96013
1176,12.26,95673
1177,12.26,96113
1178,12.25,96029
1179,12.25,92371
1180,12.25,96038
1181,12.24,92223
1182,12.24,95991
1183,12.24,95641
1184,12.23,92539
1185,12.23,95323
1186,12.22,93230
1187,12.22,92582
1188,12.22,95043
1189,12.22,92025
1190,12.22,92804
1191,12.21,94544
1192,12.21,95988
1193,12.21,95449
1194,12.21,95320
1195,12.19,93516
1196,12.19,95337
1197,12.19,95457
1198,12.19,92505
1199,12.19,92241
1200,12.18,95966
1201,12.18,91406
1202,12.18,93282
1203,12.18,95823
1204,12.17,91345
1205,12.17,93285
1206,12.17,90302
1207,12.17,92259
1208,12.16,93554
1209,12.16,96041
1210,12.16,95979
1211,12.16,95423
1212,12.16,92234
1213,12.16,93301
1214,12.16,95439
1215,12.15,93552
1216,12.15,96056
1217,12.15,92840
1218,12.15,92503
1219,12.15,95458
1220,12.14,95127
1221,12.14,95224
1222,12.14,93727
1223,12.14,93901
1224,12.14,92251
1225,12.14,90019
1226,12.13,95925
1227,12.13,96109
1228,12.13,92398
1229,12.13,92336
1230,12.13,95113
1231,12.13,95112
1232,12.12,95255
1233,12.12,96071
1234,12.11,96105
1235,12.11,95932
1236,12.11,93522
1237,12.11,95655
1238,12.10,93705
1239,12.10,91411
1240,12.10,96010
1241,12.10,95776
1242,12.10,92404
1243,12.10,90745
1244,12.10,95415
1245,12.09,95485
1246,12.08,95301
1247,12.08,91776
1248,12.08,92841
1249,12.08,90602
1250,12.08,95221
1251,12.07,94806
1252,12.07,95340
1253,12.07,90706
1254,12.07,95441
1255,12.07,92585
1256,12.06,93461
1257,12.06,91502
1258,12.06,95330
1259,12.06,95531
1260,12.05,92239
1261,12.05,91911
1262,12.05,92501
1263,12.05,92345
1264,12.05,91710
1265,12.05,92356
1266,12.04,93254
1267,12.03,93251
1268,12.03,93906
1269,12.02,95562
1270,12.02,90701
1271,12.02,95039
1272,12.00,95232
1273,12.00,95736
1274,12.00,93728
1275,12.00,95640
1276,11.99,93501
1277,11.99,90242
1278,11.99,93641
1279,11.99,92324
1280,11.98,92285
1281,11.98,90250
1282,11.98,95965
1283,11.97,90047
1284,11.97,94606
1285,11.96,92337
1286,11.95,93591
1287,11.95,93955
1288,11.95,91343
1289,11.95,92363
1290,11.95,95327
1291,11.95,95660
1292,11.94,93243
1293,11.93,90247
1294,11.92,95917
1295,11.91,92243
1296,11.91,95407
1297,11.91,95963
1298,11.90,92240
1299,11.89,96019
1300,11.89,93429
1301,11.88,95386
1302,11.88,95681
1303,11.88,92530
1304,11.88,92276
1305,11.88,92154
1306,11.88,93268
1307,11.88,92347
1308,11.88,95901
1309,11.87,92844
1310,11.86,93445
1311,11.86,90605
1312,11.86,93637
1313,11.86,94134
1314,11.85,95354
1315,11.85,95690
1316,11.84,95240
1317,11.83,90004
1318,11.83,92242
1319,11.83,95627
1320,11.82,94512
1321,11.81,90065
1322,11.81,92655
1323,11.81,93625
1324,11.81,95326
1325,11.81,92801
1326,11.80,96054
1327,11.80,93621
1328,11.79,90260
1329,11.79,90013
1330,11.78,93635
1331,11.78,92389
1332,11.78,95514
1333,11.77,92583
1334,11.77,96023
1335,11.77,93543
1336,11.77,93015
1337,11.76,95367
1338,11.76,96134
1339,11.76,94607
1340,11.76,91767
1341,11.75,95838
1342,11.75,91761
1343,11.74,93549
1344,11.73,96021
1345,11.73,93550
1346,11.73,92543
1347,11.72,95444
1348,11.72,92405
1349,11.71,92553
1350,11.71,95955
1351,11.70,95464
1352,11.70,95567
1353,11.70,95546
1354,11.70,95615
1355,11.70,95820
1356,11.69,91963
1357,11.68,93654
1358,11.68,93291
1359,11.68,90806
1360,11.67,90680
1361,11.67,95111
1362,11.67,95360
1363,11.67,94124
1364,11.67,90640
1365,11.66,95939
1366,11.66,95210
1367,11.66,90016
1368,11.66,92301
1369,11.66,95511
1370,11.65,95203
1371,11.64,93210
1372,11.64,95364
1373,11.64,93224
1374,11.64,95422
1375,11.63,90026
1376,11.63,93287
1377,11.63,95948
1378,11.63,93240
1379,11.62,96009
1380,11.61,92250
1381,11.60,95363
1382,11.60,96074
1383,11.60,91342
1384,11.60,93030
1385,11.59,93205
1386,11.59,93657
1387,11.59,95957
1388,11.58,90670
1389,11.58,92802
1390,11.57,91762
1391,11.56,95303
1392,11.56,95369
1393,11.56,94801
1394,11.56,93252
1395,11.55,96058
1396,11.55,95380
1397,11.55,95076
1398,11.55,91606
1399,11.55,96075
1400,11.54,90650
1401,11.53,91702
1402,11.53,93255
1403,11.52,92706
1404,11.52,90042
1405,11.51,91405
1406,11.51,95815
1407,11.50,92571
1408,11.49,92509
1409,11.49,92203
1410,11.49,94063
1411,11.49,95943
1412,11.49,92201
1413,11.48,95307
1414,11.46,95912
1415,11.46,93274
1416,11.46,93304
1417,11.45,91752
1418,11.45,91303
1419,11.44,90805
1420,11.44,95313
1421,11.43,92548
1422,11.42,92376
1423,11.42,93060
1424,11.42,95358
1425,11.42,93216
1426,11.41,91934
1427,11.40,91763
1428,11.40,92408
1429,11.39,90810
1430,11.38,95974
1431,11.38,93202
1432,11.37,90005
1433,11.36,92257
1434,11.36,93257
1435,11.34,93452
1436,11.34,93652
1437,11.33,91764
1438,11.33,95324
1439,11.33,95110
1440,11.32,93276
1441,11.32,91950
1442,11.31,92227
1443,11.28,96090
1444,11.27,90012
1445,11.27,90301
1446,11.27,90038
1447,11.26,95322
1448,11.26,91770
1449,11.25,93610
1450,11.23,93283
1451,11.23,96035
1452,11.23,93662
1453,11.22,92225
1454,11.22,92570
1455,11.21,92368
1456,11.21,92102
1457,11.21,93212
1458,11.20,92309
1459,11.20,94603
1460,11.19,95968
1461,11.19,90606
1462,11.18,92230
1463,11.18,95605
1464,11.18,95374
1465,11.17,90029
1466,11.17,95639
1467,11.16,92843
1468,11.16,90303
1469,11.15,90018
1470,11.14,95953
1471,11.14,95226
1472,11.13,95333
1473,11.12,96116
1474,11.12,95950
1475,11.11,94601
1476,11.09,92275
1477,11.09,90062
1478,11.09,95206
1479,11.08,91402
1480,11.08,92316
1481,11.07,95215
1482,11.07,93703
1483,11.07,95832
1484,11.06,90021
1485,11.06,92233
1486,11.05,95122
1487,11.05,95315
1488,11.04,91605
1489,11.04,95388
1490,11.03,91766
1491,11.03,91768
1492,11.03,90220
1493,11.03,93668
1494,11.02,92283
1495,11.00,93638
1496,11.00,93040
1497,10.99,95231
