,Average Education Index 2014,zip
1491,11.85,95439
1492,11.85,95305
1493,11.84,95319
1494,11.84,95360
1495,11.84,91763
1496,11.84,95374
1497,11.84,92249
1498,11.83,95953
1499,11.83,93552
1500,11.83,91764
1501,11.82,90301
1502,11.81,92843
1503,11.81,95076
1504,11.80,92225
1505,11.80,95415
1506,11.79,92201
1507,11.79,91766
1508,11.79,92230
1509,11.78,94964
1510,11.76,95511
1511,11.76,90073
1512,11.76,94603
1513,11.75,91352
1514,11.74,90660
1515,11.74,93610
1516,11.74,90018
1517,11.74,94601
1518,11.73,93635
1519,11.73,95639
1520,11.73,92301
1521,11.72,95358
1522,11.72,92509
1523,11.71,94922
1524,11.71,95386
1525,11.70,90032
1526,11.70,93304
1527,11.70,95116
1528,11.69,93524
1529,11.68,93543
1530,11.68,93550
1531,11.67,95307
1532,11.66,95322
1533,11.66,93623
1534,11.65,90303
1535,11.65,93627
1536,11.65,93665
1537,11.63,92368
1538,11.63,92805
1539,11.63,90220
1540,11.62,93242
1541,11.60,93043
1542,11.60,92553
1543,11.60,93257
1544,11.60,95699
1545,11.59,92571
1546,11.59,95686
1547,11.57,91402
1548,11.56,92250
1549,11.56,91963
1550,11.55,90021
1551,11.55,90017
1552,11.55,93519
1553,11.54,95202
1554,11.54,92376
1555,11.52,93286
1556,11.52,95941
1557,11.50,95215
1558,11.48,96113
1559,11.47,93251
1560,11.47,93040
1561,11.45,95122
1562,11.45,92548
1563,11.43,93662
1564,11.42,95328
1565,11.41,93650
1566,11.41,95645
1567,11.41,93262
1568,11.41,95039
1569,11.39,92704
1570,11.38,91746
1571,11.37,95920
1572,11.37,93630
1573,11.36,96126
1574,11.35,92231
1575,11.33,95606
1576,11.32,95206
1577,11.32,90044
1578,11.32,91706
1579,11.31,92570
1580,11.31,91744
1581,11.31,93620
1582,11.30,93267
1583,11.30,92316
1584,11.28,91732
1585,11.28,93616
1586,11.28,91731
1587,11.27,93706
1588,11.27,93305
1589,11.26,90031
1590,11.26,93703
1591,11.24,95019
1592,11.24,95333
1593,11.22,93925
1594,11.22,90057
1595,11.21,93276
1596,11.21,90716
1597,11.20,95824
1598,11.18,95987
1599,11.18,92239
1600,11.18,95968
1601,11.17,92401
1602,11.17,90061
1603,11.16,95315
1604,11.16,90006
1605,11.15,91340
1606,11.14,93202
1607,11.14,93656
1608,11.14,90813
1609,11.12,90062
1610,11.12,95351
1611,11.11,95341
1612,11.11,93252
1613,11.11,92273
1614,11.10,94621
1615,11.09,95950
1616,11.09,95231
1617,11.08,90723
1618,11.08,92309
1619,11.08,95313
1620,11.07,91046
1621,11.07,93263
1622,11.07,93618
1623,11.05,90222
1624,11.05,93725
1625,11.05,93434
1626,11.04,92707
1627,11.04,92335
1628,11.03,95334
1629,11.02,90059
1630,11.01,93954
1631,11.00,93721
1632,10.98,93247
1633,10.98,90744
1634,10.97,92173
1635,10.96,93033
1636,10.95,95388
1637,10.95,95951
1638,10.95,93218
1639,10.94,93668
1640,10.93,92281
1641,10.92,93429
1642,10.92,96123
1643,10.91,92257
1644,10.90,92266
1645,10.90,93212
1646,10.90,93926
1647,10.89,92233
1648,10.89,90040
1649,10.88,92113
1650,10.86,93223
1651,10.85,93206
1652,10.85,93960
1653,10.84,90221
1654,10.81,92411
1655,10.81,96074
1656,10.80,92410
1657,10.80,91331
1658,10.80,90280
1659,10.79,93215
1660,10.79,93609
1661,10.79,93307
1662,10.78,93927
1663,10.78,95205
1664,10.77,93930
1665,10.76,95387
1666,10.69,90262
1667,10.67,93638
1668,10.66,95559
1669,10.65,91733
1670,10.64,95012
1671,10.64,95494
1672,10.63,93280
1673,10.62,92703
1674,10.61,93270
1675,10.61,90002
1676,10.60,95365
1677,10.58,93701
1678,10.55,93458
1679,10.55,92236
1680,10.55,90033
1681,10.54,90304
1682,10.53,93201
1683,10.52,90022
1684,10.51,93266
1685,10.51,93239
1686,10.49,93648
1687,10.49,90003
1688,10.48,93646
1689,10.42,93622
1690,10.41,90037
1691,10.41,92701
1692,10.40,90063
1693,10.39,93204
1694,10.38,95317
1695,10.36,93258
1696,10.31,90201
1697,10.31,90023
1698,10.29,92332
1699,10.28,92274
1700,10.24,93702
1701,10.22,90255
1702,10.21,93272
1703,10.20,93647
1704,10.19,93250
1705,10.15,93905
1706,10.14,90001
1707,10.10,94128
1708,10.08,93615
1709,10.02,90270
1710,9.97,93652
1711,9.89,93203
1712,9.81,93606
1713,9.81,93673
1714,9.80,90011
1715,9.80,93592
1716,9.79,93219
1717,9.78,93660
1718,9.78,93220
1719,9.78,93241
1720,9.76,93450
1721,9.72,93640
1722,9.71,93256
1723,9.69,93235
1724,9.68,93261
1725,9.66,92254
1726,9.55,90058
1727,9.49,93234
1728,9.46,95680
1729,9.37,93624
1730,9.35,93608
1731,9.34,96119
1732,9.27,93666
1733,9.22,93249
1734,8.00,95986
