,Median_Rent_2014,zip
1311,$832,96025
1312,$831,95388
1313,$831,96057
1314,$830,92275
1315,$830,95605
1316,$829,96033
1317,$828,96063
1318,$827,93240
1319,$826,95821
1320,$825,93276
1321,$825,93703
1322,$825,93727
1323,$825,95075
1324,$825,95422
1325,$824,95955
1326,$823,93673
1327,$823,95573
1328,$823,95953
1329,$822,95415
1330,$821,95811
1331,$820,93452
1332,$820,93662
1333,$819,96107
1334,$817,92231
1335,$817,95612
1336,$816,95540
1337,$815,95311
1338,$815,95641
1339,$814,93726
1340,$814,95645
1341,$814,96056
1342,$812,93630
1343,$812,95322
1344,$811,94922
1345,$811,95818
1346,$809,95652
1347,$809,95937
1348,$807,92036
1349,$807,95948
1350,$806,93625
1351,$805,96027
1352,$805,96055
1353,$805,96091
1354,$804,95340
1355,$803,95369
1356,$802,95341
1357,$800,93250
1358,$797,92210
1359,$797,95249
1360,$797,96007
1361,$796,93203
1362,$795,95979
1363,$794,93621
1364,$793,93207
1365,$793,96064
1366,$792,95527
1367,$791,92274
1368,$791,92539
1369,$790,93305
1370,$790,93728
1371,$790,95814
1372,$789,93553
1373,$788,93631
1374,$788,95720
1375,$788,96080
1376,$787,95932
1377,$787,96097
1378,$783,93618
1379,$783,96044
1380,$781,95560
1381,$780,93702
1382,$780,95306
1383,$780,95548
1384,$780,96075
1385,$780,96103
1386,$778,92368
1387,$778,93243
1388,$778,96017
1389,$777,95303
1390,$777,95943
1391,$773,96051
1392,$772,95965
1393,$771,96101
1394,$769,92227
1395,$769,93257
1396,$769,93706
1397,$767,93215
1398,$767,93218
1399,$767,93652
1400,$765,92401
1401,$765,96069
1402,$763,92311
1403,$761,95659
1404,$760,95567
1405,$758,95957
1406,$757,91963
1407,$757,96048
1408,$756,96122
1409,$755,92250
1410,$755,94964
1411,$754,95690
1412,$753,93212
1413,$748,92243
1414,$747,93263
1415,$747,93526
1416,$746,92233
1417,$745,95646
1418,$744,93210
1419,$744,96023
1420,$743,93247
1421,$743,93271
1422,$743,93962
1423,$743,96120
1424,$743,96137
1425,$736,93450
1426,$734,93545
1427,$734,93648
1428,$734,95562
1429,$733,93301
1430,$733,95236
1431,$732,95962
1432,$730,93256
1433,$727,93241
1434,$727,95988
1435,$725,96096
1436,$723,93286
1437,$721,93646
1438,$720,92059
1439,$720,93242
1440,$720,93606
1441,$718,94104
1442,$717,95552
1443,$716,92309
1444,$716,93223
1445,$714,92254
1446,$714,95319
1447,$714,95916
1448,$712,93239
1449,$710,93516
1450,$710,93615
1451,$710,95963
1452,$708,95313
1453,$707,93204
1454,$707,95939
1455,$704,93620
1456,$703,93224
1457,$701,93258
1458,$700,96032
1459,$698,95951
1460,$695,93235
1461,$693,95464
1462,$692,93252
1463,$692,95255
1464,$692,95970
1465,$691,95569
1466,$689,95450
1467,$688,92225
1468,$688,92273
1469,$688,93701
1470,$687,93622
1471,$686,90013
1472,$686,95454
1473,$683,95456
1474,$682,95466
1475,$680,93280
1476,$679,95934
1477,$678,95443
1478,$677,95410
1479,$676,95950
1480,$675,95558
1481,$673,93605
1482,$673,96041
1483,$671,95333
1484,$669,93219
1485,$669,93267
1486,$666,93234
1487,$666,93270
1488,$663,93205
1489,$663,93640
1490,$663,96010
1491,$661,95345
1492,$660,95555
1493,$657,92241
1494,$655,96039
1495,$653,96110
1496,$652,95387
1497,$652,96015
1498,$650,93501
1499,$650,95585
1500,$647,93266
1501,$645,90058
1502,$645,95365
1503,$645,95625
1504,$636,94923
1505,$634,92281
1506,$634,93601
1507,$629,91905
1508,$629,92356
1509,$628,96134
1510,$627,96104
1511,$622,93647
1512,$619,93249
1513,$616,93201
1514,$615,90014
1515,$614,92257
1516,$610,93261
1517,$604,96028
1518,$603,95686
1519,$599,92363
1520,$599,95919
1521,$598,93562
1522,$596,93206
1523,$596,96013
1524,$594,95563
1525,$588,93643
1526,$585,92242
1527,$582,93285
1528,$571,95920
1529,$569,96011
1530,$567,93244
1531,$567,95202
1532,$563,96086
1533,$558,93721
1534,$539,93616
1535,$539,93624
1536,$533,92283
1537,$532,93517
1538,$521,96058
1539,$518,95736
1540,$517,95385
1541,$505,92389
1542,$498,93283
1543,$495,93666
1544,$490,95546
1545,$469,96050
1546,$447,92327
1547,$444,92365
1548,$444,93660
1549,$442,95728
1550,$438,93265
1551,$425,95556
1552,$408,90021
1553,$404,92328
1554,$403,95230
1555,$390,95317
1556,$367,93251
1557,$313,92239
1558,$237,95389
1559,$213,96112
1560,$195,96087
