,house_median_value_2000,zip
1240,"$116,100",96069
1241,"$116,000",95842
1242,"$115,900",92113
1243,"$115,900",95501
1244,"$115,800",92223
1245,"$115,800",95335
1246,"$115,600",95715
1247,"$115,400",96027
1248,"$114,600",95527
1249,"$114,400",95553
1250,"$114,400",96052
1251,"$114,300",96091
1252,"$113,800",92551
1253,"$113,600",95348
1254,"$113,600",96130
1255,"$113,500",95255
1256,"$113,500",95558
1257,"$113,200",95202
1258,"$113,200",95374
1259,"$113,100",92407
1260,"$112,800",95454
1261,"$112,700",93245
1262,"$112,700",95358
1263,"$112,700",95681
1264,"$112,500",93437
1265,"$112,500",93605
1266,"$112,500",95225
1267,"$112,500",95232
1268,"$112,500",95385
1269,"$112,500",95514
1270,"$112,500",96086
1271,"$112,400",93434
1272,"$112,100",92251
1273,"$111,700",93710
1274,"$111,400",95922
1275,"$111,300",95340
1276,"$110,900",95485
1277,"$110,700",95822
1278,"$110,700",95982
1279,"$110,500",92501
1280,"$110,500",93313
1281,"$110,500",95991
1282,"$110,300",95360
1283,"$110,200",95950
1284,"$110,000",92220
1285,"$109,700",95653
1286,"$109,700",95823
1287,"$109,600",93301
1288,"$109,400",95676
1289,"$109,200",93552
1290,"$109,100",93221
1291,"$109,100",93461
1292,"$109,100",95916
1293,"$109,000",95204
1294,"$108,800",92335
1295,"$108,700",95692
1296,"$108,600",92201
1297,"$108,600",92392
1298,"$108,500",92231
1299,"$108,400",92316
1300,"$108,300",95210
1301,"$108,200",93654
1302,"$108,200",96122
1303,"$107,800",92545
1304,"$107,700",93722
1305,"$107,600",95817
1306,"$107,600",96080
1307,"$107,500",92376
1308,"$107,400",95301
1309,"$107,000",92243
1310,"$107,000",93637
1311,"$106,900",95983
1312,"$106,800",95919
1313,"$106,700",95943
1314,"$106,300",93309
1315,"$106,300",95493
1316,"$106,000",95230
1317,"$105,900",92324
1318,"$105,900",95423
1319,"$105,500",95354
1320,"$105,200",92358
1321,"$105,200",95912
1322,"$105,000",95315
1323,"$104,400",93225
1324,"$104,200",93260
1325,"$104,000",95464
1326,"$103,700",93638
1327,"$103,700",95215
1328,"$103,700",95386
1329,"$103,600",96117
1330,"$103,300",95206
1331,"$103,000",92276
1332,"$102,900",93230
1333,"$102,600",93657
1334,"$102,600",96055
1335,"$102,100",91905
1336,"$102,100",93526
1337,"$101,900",96033
1338,"$101,800",92548
1339,"$101,800",93226
1340,"$101,800",96097
1341,"$101,500",95554
1342,"$100,900",96007
1343,"$100,900",96032
1344,"$100,800",93603
1345,"$100,500",92250
1346,"$100,400",92586
1347,"$100,100",92553
1348,"$100,100",93630
1349,"$100,000",93208
1350,"$100,000",93308
1351,"$100,000",93625
1352,"$99,700",96071
1353,"$99,200",96044
1354,"$98,900",92227
1355,"$98,900",96063
1356,"$98,700",92408
1357,"$98,600",92404
1358,"$98,400",92308
1359,"$98,400",92345
1360,"$98,300",95564
1361,"$98,300",96047
1362,"$98,200",93727
1363,"$98,200",95987
1364,"$98,100",93662
1365,"$98,000",93543
1366,"$97,500",95369
1367,"$97,500",96065
1368,"$97,400",93618
1369,"$97,300",92582
1370,"$97,000",95966
1371,"$96,900",92583
1372,"$96,800",92203
1373,"$96,700",93550
1374,"$96,700",96010
1375,"$96,300",93612
1376,"$96,300",95562
1377,"$96,300",95963
1378,"$96,200",96094
1379,"$96,100",95988
1380,"$95,900",93609
1381,"$95,700",93518
1382,"$95,700",93954
1383,"$95,600",93283
1384,"$95,400",95323
1385,"$95,300",96057
1386,"$95,200",91934
1387,"$95,000",92278
1388,"$95,000",93274
1389,"$95,000",93450
1390,"$95,000",95948
1391,"$95,000",95984
1392,"$95,000",96085
1393,"$94,800",92386
1394,"$94,600",93306
1395,"$94,600",95351
1396,"$94,500",92249
1397,"$94,500",95838
1398,"$94,400",93270
1399,"$94,400",95585
1400,"$94,300",93291
1401,"$94,300",95203
1402,"$94,000",95458
1403,"$94,000",95555
1404,"$93,900",95334
1405,"$93,700",92571
1406,"$93,700",96118
1407,"$93,600",95546
1408,"$93,300",95318
1409,"$93,200",95675
1410,"$92,900",95934
1411,"$92,700",93620
1412,"$92,500",95605
1413,"$92,500",95957
1414,"$92,300",96028
1415,"$92,200",93240
1416,"$92,000",93535
1417,"$91,700",93527
1418,"$91,700",95552
1419,"$91,600",92394
1420,"$91,300",93257
1421,"$91,300",95660
1422,"$91,100",96038
1423,"$90,600",95979
1424,"$90,200",92225
1425,"$90,000",95914
1426,"$89,800",95820
1427,"$89,400",92405
1428,"$89,400",96084
1429,"$89,000",93560
1430,"$89,000",95953
1431,"$88,800",95325
1432,"$88,700",96025
1433,"$88,600",95901
1434,"$88,500",93647
1435,"$88,300",95568
1436,"$87,900",92274
1437,"$87,900",92282
1438,"$87,900",93534
1439,"$87,700",96092
1440,"$87,600",95965
1441,"$87,200",93210
1442,"$87,200",95428
1443,"$86,800",96021
1444,"$86,600",93286
1445,"$86,600",95947
1446,"$86,400",93215
1447,"$86,300",93610
1448,"$86,200",95917
1449,"$86,100",95387
1450,"$86,100",96019
1451,"$86,000",95951
1452,"$85,900",93247
1453,"$85,700",96109
1454,"$85,600",92410
1455,"$85,500",95955
1456,"$85,500",96090
1457,"$85,300",92239
1458,"$85,100",95388
1459,"$85,000",92338
1460,"$85,000",93207
1461,"$85,000",93429
1462,"$85,000",93634
1463,"$85,000",95923
1464,"$85,000",95978
1465,"$85,000",96059
1466,"$85,000",96106
1467,"$84,900",93285
1468,"$84,900",93615
1469,"$84,900",96064
1470,"$84,800",95422
1471,"$84,800",95824
1472,"$84,700",95333
1473,"$84,500",93726
1474,"$84,200",96013
1475,"$84,000",95429
1476,"$83,800",92281
1477,"$83,600",92236
1478,"$83,500",92240
1479,"$83,500",93656
1480,"$83,500",95815
1481,"$83,400",93640
1482,"$83,400",93660
1483,"$82,800",95832
1484,"$82,600",93668
1485,"$82,600",96041
1486,"$82,500",95328
1487,"$82,500",95968
1488,"$82,500",96110
1489,"$82,400",95925
1490,"$82,300",92241
1491,"$82,300",93648
1492,"$82,300",93725
1493,"$82,300",96034
1494,"$82,200",93280
1495,"$82,100",93505
1496,"$81,900",93622
1497,"$81,800",92301
1498,"$81,300",96104
1499,"$81,200",93646
1500,"$81,200",93705
1501,"$80,600",93721
1502,"$80,600",95224
1503,"$80,500",93239
1504,"$80,300",92411
1505,"$80,000",92318
1506,"$79,700",93304
1507,"$79,600",95205
1508,"$79,400",95548
1509,"$79,300",92284
1510,"$79,300",93206
1511,"$79,300",95920
1512,"$78,900",93242
1513,"$78,900",93267
1514,"$78,600",92254
1515,"$78,600",92273
1516,"$78,600",92543
1517,"$78,600",93263
1518,"$78,400",93223
1519,"$78,300",95526
1520,"$78,300",96075
1521,"$78,100",93272
1522,"$77,900",92311
1523,"$77,900",96116
1524,"$77,800",93256
1525,"$77,500",96031
1526,"$77,300",92233
1527,"$77,200",93203
1528,"$77,100",92401
1529,"$77,100",95424
1530,"$77,000",92242
1531,"$77,000",92363
1532,"$76,900",93235
1533,"$76,900",93305
1534,"$76,800",93234
1535,"$76,700",93307
1536,"$76,600",93591
1537,"$76,500",93205
1538,"$76,500",95365
1539,"$76,300",93250
1540,"$76,200",93616
1541,"$75,900",93212
1542,"$75,800",92365
1543,"$75,600",95939
1544,"$75,600",95961
1545,"$75,600",96035
1546,"$75,400",93555
1547,"$75,400",93728
1548,"$75,300",93202
1549,"$75,000",95639
1550,"$75,000",96068
1551,"$74,300",93703
1552,"$73,600",93219
1553,"$73,300",95537
1554,"$72,800",93641
1555,"$72,500",93665
1556,"$72,500",95312
1557,"$72,300",93249
1558,"$72,200",93241
1559,"$72,100",93261
1560,"$71,900",93218
1561,"$71,600",92256
1562,"$71,600",92347
1563,"$71,200",93266
1564,"$70,800",92356
1565,"$70,600",95974
1566,"$70,300",96006
1567,"$70,100",92277
1568,"$70,000",96054
1569,"$69,700",93204
1570,"$69,700",93268
1571,"$69,600",96014
1572,"$69,300",93650
1573,"$69,000",93673
1574,"$68,800",93706
1575,"$68,500",96039
1576,"$68,200",96101
1577,"$68,000",95910
1578,"$67,900",93255
1579,"$67,200",93666
1580,"$66,600",92252
1581,"$66,600",96113
1582,"$66,200",96009
1583,"$65,900",92275
1584,"$65,800",93606
1585,"$65,000",95981
1586,"$65,000",96074
1587,"$64,500",92259
1588,"$64,400",93254
1589,"$64,000",93702
1590,"$62,100",96115
1591,"$61,500",92230
1592,"$61,500",92283
1593,"$61,000",96076
1594,"$60,800",92398
1595,"$60,300",93201
1596,"$59,800",93252
1597,"$59,300",92327
1598,"$59,300",93523
1599,"$58,400",92368
1600,"$58,300",93549
1601,"$58,200",93516
1602,"$57,800",93501
1603,"$57,500",92258
1604,"$57,200",95556
1605,"$55,600",93701
1606,"$55,500",93251
1607,"$55,200",96023
1608,"$55,000",93282
1609,"$55,000",94512
1610,"$55,000",95550
1611,"$53,800",92389
1612,"$52,900",95587
1613,"$52,800",96058
1614,"$52,500",93224
1615,"$51,700",96112
1616,"$50,900",92266
1617,"$49,300",96046
1618,"$49,000",95972
1619,"$48,800",96134
1620,"$48,300",95595
1621,"$48,000",96061
1622,"$47,500",96029
1623,"$47,500",96136
1624,"$45,000",93512
1625,"$45,000",96123
1626,"$44,700",92285
1627,"$43,800",96015
1628,"$43,300",93522
1629,"$42,900",92257
1630,"$40,000",93276
1631,"$39,100",93608
1632,"$37,500",90014
1633,"$35,000",93530
1634,"$34,500",92328
1635,"$33,500",93554
1636,"$31,100",93528
1637,"$27,600",93562
