zip,Average Education Index 2000,Average Education Index 2014,Index Change,Take Public Transp % in 2000,Take Public Transp % in 2014,Change in Public Transp %,Total Population in 2000,Total Population in 2014,% Change in Total Population,White Population % in 2000,White Population % in 2014,% Change in White Population %,Outcome
93711,14.65,14.49,-0.16000000000000014,0.004,0.002,-0.002,36269.0,37630.0,0.038,0.792,0.771,-0.027,
95831,14.64,14.61,-0.030000000000001137,0.028999999999999998,0.043,0.013999999999999999,42821.0,41597.0,-0.029,0.489,0.474,-0.031,
92688,14.63,14.88,0.25,0.01,0.012,0.002,42181.0,45074.0,0.069,0.797,0.781,-0.02,
91602,14.63,14.95,0.3199999999999985,0.021,0.039,0.018,16978.0,18315.0,0.079,0.779,0.745,-0.044,
95066,14.63,14.98,0.34999999999999964,0.018000000000000002,0.015,-0.0030000000000000027,14561.0,15095.0,0.037,0.891,0.862,-0.033,
94555,14.63,15.1,0.46999999999999886,0.054000000000000006,0.071,0.016999999999999987,33863.0,35654.0,0.053,0.321,0.21,-0.346,
90048,14.61,15.62,1.0099999999999998,0.036000000000000004,0.03,-0.006000000000000005,21724.0,22409.0,0.032,0.86,0.818,-0.049,
90046,14.6,15.16,0.5600000000000005,0.052000000000000005,0.04,-0.012000000000000004,49831.0,51329.0,0.03,0.858,0.8,-0.068,
92107,14.59,15.26,0.6699999999999999,0.025,0.016,-0.009000000000000001,27956.0,26947.0,-0.036,0.881,0.912,0.035,
90035,14.54,15.29,0.75,0.039,0.043,0.003999999999999997,27792.0,31399.0,0.13,0.72,0.719,-0.001,
92629,14.54,15.1,0.5600000000000005,0.025,0.017,-0.008,27728.0,26955.0,-0.028,0.869,0.85,-0.022,
96145,14.54,14.72,0.1800000000000015,0.002,0.062,0.06,3997.0,3215.0,-0.196,0.956,0.956,0.0,
90401,14.53,15.4,0.870000000000001,0.044000000000000004,0.034,-0.010000000000000002,5201.0,7035.0,0.353,0.786,0.769,-0.022,
95134,14.52,15.88,1.3600000000000012,0.036000000000000004,0.04,0.003999999999999997,9643.0,16811.0,0.743,0.533,0.329,-0.383,
92649,14.52,14.8,0.28000000000000114,0.012,0.011000000000000001,-0.0009999999999999992,32292.0,32976.0,0.021,0.852,0.777,-0.088,
96141,14.51,14.81,0.3000000000000007,0.025,0.08900000000000001,0.064,840.0,669.0,-0.204,0.973,0.937,-0.037,
90505,14.51,14.85,0.33999999999999986,0.008,0.017,0.009000000000000001,34855.0,37381.0,0.072,0.659,0.577,-0.124,
95816,14.5,15.1,0.5999999999999996,0.063,0.045,-0.018000000000000002,16157.0,16845.0,0.043,0.783,0.79,0.009,
92120,14.5,14.8,0.3000000000000007,0.012,0.022000000000000002,0.010000000000000002,25553.0,25365.0,-0.007,0.852,0.803,-0.058,
92354,14.5,14.67,0.16999999999999993,0.024,0.011000000000000001,-0.013,18062.0,21555.0,0.193,0.533,0.472,-0.114,
94938,14.49,15.32,0.8300000000000001,0.051,0.08,0.029000000000000005,813.0,884.0,0.087,0.882,0.853,-0.033,
94523,14.49,15.03,0.5399999999999991,0.113,0.138,0.02500000000000001,32671.0,34428.0,0.054,0.819,0.761,-0.071,
91355,14.48,14.61,0.129999999999999,0.02,0.02,0.0,24970.0,33635.0,0.347,0.863,0.756,-0.124,
95054,14.48,15.68,1.1999999999999993,0.02,0.025,0.005000000000000001,13013.0,23914.0,0.838,0.382,0.289,-0.243,
94109,14.47,15.18,0.7099999999999991,0.36200000000000004,0.374,0.011999999999999955,56322.0,54768.0,-0.028,0.615,0.592,-0.037,
94038,14.47,13.83,-0.6400000000000006,0.017,0.107,0.09,3061.0,3435.0,0.122,0.808,0.689,-0.147,
93401,14.47,15.0,0.5299999999999994,0.024,0.017,-0.006999999999999999,27034.0,27920.0,0.033,0.865,0.845,-0.023,
90245,14.47,14.81,0.33999999999999986,0.012,0.015,0.002999999999999999,16033.0,16839.0,0.05,0.836,0.824,-0.014,
91101,14.46,15.28,0.8199999999999985,0.038,0.071,0.032999999999999995,16809.0,21098.0,0.255,0.539,0.593,0.1,
90278,14.45,15.07,0.620000000000001,0.015,0.015,0.0,37316.0,40839.0,0.094,0.751,0.713,-0.051,
91915,14.45,14.51,0.0600000000000005,0.006,0.005,-0.001,9270.0,27290.0,1.944,0.486,0.644,0.325,
95060,14.44,14.86,0.41999999999999993,0.062,0.055999999999999994,-0.006000000000000005,43172.0,47148.0,0.092,0.799,0.808,0.011,
93012,14.44,15.05,0.6100000000000012,0.006,0.01,0.004,24928.0,35366.0,0.419,0.863,0.774,-0.103,
95018,14.43,14.63,0.20000000000000107,0.033,0.019,-0.014000000000000002,8720.0,7660.0,-0.122,0.862,0.921,0.068,
94542,14.43,14.39,-0.03999999999999915,0.055999999999999994,0.081,0.02500000000000001,11145.0,12498.0,0.121,0.54,0.436,-0.193,
92648,14.42,14.67,0.25,0.008,0.01,0.002,42645.0,46623.0,0.093,0.821,0.793,-0.034,
90503,14.42,14.82,0.40000000000000036,0.011000000000000001,0.019,0.007999999999999998,41970.0,45518.0,0.085,0.574,0.484,-0.157,
90045,14.42,15.11,0.6899999999999995,0.03,0.021,-0.008999999999999998,39315.0,41453.0,0.054,0.614,0.616,0.003,
95065,14.41,14.8,0.39000000000000057,0.022000000000000002,0.034,0.012,8346.0,8331.0,-0.002,0.85,0.868,0.021,
90815,14.41,14.74,0.33000000000000007,0.018000000000000002,0.026000000000000002,0.008,38892.0,40572.0,0.043,0.755,0.734,-0.028,
92064,14.41,14.73,0.3200000000000003,0.01,0.011000000000000001,0.0010000000000000009,47957.0,49079.0,0.023,0.829,0.773,-0.068,
90814,14.4,14.95,0.5499999999999989,0.036000000000000004,0.045,0.008999999999999994,19014.0,18789.0,-0.012,0.674,0.766,0.136,
90703,14.4,14.71,0.3100000000000005,0.013000000000000001,0.026000000000000002,0.013000000000000001,51542.0,50069.0,-0.029,0.269,0.235,-0.126,
91765,14.4,14.63,0.23000000000000043,0.025,0.027999999999999997,0.0029999999999999957,46520.0,47562.0,0.022,0.418,0.34,-0.187,
94132,14.4,14.36,-0.040000000000000924,0.256,0.29,0.033999999999999975,26291.0,31926.0,0.214,0.419,0.382,-0.088,
92119,14.39,14.94,0.5499999999999989,0.025,0.027000000000000003,0.0020000000000000018,21850.0,23926.0,0.095,0.866,0.838,-0.032,
94949,14.39,14.96,0.5700000000000003,0.085,0.087,0.001999999999999988,13360.0,16386.0,0.226,0.825,0.77,-0.067,
95628,14.39,14.47,0.08000000000000007,0.019,0.033,0.014000000000000002,40739.0,40767.0,0.001,0.88,0.872,-0.009,
92886,14.38,14.93,0.5499999999999989,0.005,0.012,0.007,39452.0,48649.0,0.233,0.844,0.764,-0.095,
94005,14.38,14.51,0.129999999999999,0.055,0.114,0.059000000000000004,3615.0,4421.0,0.223,0.726,0.523,-0.28,
95758,14.37,14.06,-0.3099999999999987,0.017,0.033,0.016,47063.0,62099.0,0.319,0.582,0.458,-0.213,
93402,14.37,14.54,0.16999999999999993,0.013000000000000001,0.001,-0.012,14842.0,14880.0,0.003,0.883,0.857,-0.029,
95051,14.36,15.23,0.870000000000001,0.03,0.034,0.0040000000000000036,52972.0,54406.0,0.027,0.551,0.431,-0.218,
95006,14.36,14.47,0.11000000000000121,0.01,0.004,-0.006,10506.0,9162.0,-0.128,0.913,0.924,0.012,
91006,14.35,14.74,0.39000000000000057,0.023,0.038,0.015,30010.0,32392.0,0.079,0.485,0.356,-0.266,
95005,14.35,14.65,0.3000000000000007,0.03,0.006999999999999999,-0.023,6394.0,6615.0,0.035,0.917,0.912,-0.005,
91107,14.34,14.93,0.5899999999999999,0.027000000000000003,0.046,0.018999999999999996,32360.0,31828.0,-0.016,0.641,0.62,-0.033,
95722,14.34,14.48,0.14000000000000057,0.011000000000000001,0.017,0.006,3728.0,4524.0,0.214,0.956,0.937,-0.02,
94951,14.34,14.26,-0.08000000000000007,0.033,0.024,-0.009000000000000001,3764.0,4812.0,0.278,0.921,0.811,-0.119,
90720,14.33,14.89,0.5600000000000005,0.009000000000000001,0.023,0.013999999999999999,21328.0,22325.0,0.047,0.825,0.75,-0.091,
93110,14.33,14.63,0.3000000000000007,0.022000000000000002,0.045,0.022999999999999996,15751.0,17321.0,0.1,0.827,0.757,-0.085,
93311,14.33,14.23,-0.09999999999999964,0.009000000000000001,0.004,-0.005000000000000001,20432.0,44358.0,1.171,0.738,0.673,-0.088,
91320,14.32,14.8,0.4800000000000004,0.006,0.017,0.011000000000000001,37775.0,44958.0,0.19,0.847,0.77,-0.091,
93111,14.32,14.66,0.33999999999999986,0.013000000000000001,0.022000000000000002,0.009000000000000001,16470.0,17554.0,0.066,0.814,0.771,-0.053,
91214,14.32,14.94,0.6199999999999992,0.009000000000000001,0.008,-0.0010000000000000009,29101.0,31078.0,0.068,0.725,0.641,-0.116,
92691,14.32,14.45,0.129999999999999,0.009000000000000001,0.019,0.009999999999999998,46370.0,48129.0,0.038,0.836,0.816,-0.024,
93449,14.31,14.57,0.2599999999999998,0.004,0.021,0.017,8562.0,7789.0,-0.09,0.914,0.921,0.008,
92646,14.31,14.68,0.3699999999999992,0.006999999999999999,0.004,-0.002999999999999999,56501.0,55505.0,-0.018,0.831,0.805,-0.031,
90291,14.3,15.26,0.9599999999999991,0.057,0.044000000000000004,-0.012999999999999998,31018.0,27803.0,-0.104,0.715,0.8,0.119,
91316,14.29,14.92,0.6300000000000008,0.02,0.035,0.015000000000000003,27595.0,28190.0,0.022,0.831,0.809,-0.026,
92352,14.29,14.61,0.3200000000000003,0.013000000000000001,0.006,-0.007000000000000001,9792.0,6783.0,-0.307,0.904,0.878,-0.029,
92110,14.28,14.78,0.5,0.04,0.034,-0.005999999999999998,24149.0,28006.0,0.16,0.81,0.8,-0.012,
95008,14.27,14.72,0.45000000000000107,0.02,0.032,0.012,44970.0,45495.0,0.012,0.727,0.699,-0.039,
95010,14.27,14.41,0.14000000000000057,0.012,0.023,0.011,9657.0,9367.0,-0.03,0.851,0.843,-0.009,
95405,14.27,14.65,0.3800000000000008,0.013000000000000001,0.013999999999999999,0.0009999999999999974,22247.0,21516.0,-0.033,0.884,0.831,-0.06,
91356,14.27,14.6,0.33000000000000007,0.042,0.052000000000000005,0.010000000000000002,27407.0,29847.0,0.089,0.789,0.752,-0.047,
92029,14.27,14.25,-0.019999999999999574,0.013999999999999999,0.009000000000000001,-0.0049999999999999975,17929.0,19528.0,0.089,0.825,0.852,0.033,
91902,14.27,14.28,0.009999999999999787,0.004,0.011000000000000001,0.007000000000000001,17379.0,19504.0,0.122,0.693,0.719,0.038,
92270,14.26,14.77,0.5099999999999998,0.008,0.008,0.0,12452.0,17634.0,0.416,0.929,0.907,-0.024,
91307,14.26,14.75,0.4900000000000002,0.015,0.028999999999999998,0.013999999999999999,23622.0,25597.0,0.084,0.79,0.716,-0.094,
94510,14.25,14.71,0.46000000000000085,0.043,0.046,0.0030000000000000027,25573.0,27515.0,0.076,0.791,0.731,-0.076,
95073,14.25,14.61,0.35999999999999943,0.019,0.008,-0.011,9807.0,10849.0,0.106,0.868,0.841,-0.031,
94403,14.24,14.84,0.5999999999999996,0.048,0.07200000000000001,0.024000000000000007,37919.0,40032.0,0.056,0.683,0.65,-0.048,
94122,14.23,14.77,0.5399999999999991,0.295,0.3,0.0050000000000000044,55492.0,58547.0,0.055,0.472,0.427,-0.095,
94702,14.23,15.32,1.0899999999999999,0.203,0.217,0.013999999999999985,15629.0,16868.0,0.079,0.446,0.557,0.249,
92807,14.22,14.49,0.2699999999999996,0.009000000000000001,0.004,-0.005000000000000001,36283.0,36323.0,0.001,0.76,0.762,0.003,
94945,14.22,14.62,0.3999999999999986,0.06,0.062,0.0020000000000000018,16423.0,17973.0,0.094,0.846,0.769,-0.091,
91913,14.22,14.14,-0.08000000000000007,0.013000000000000001,0.016,0.002999999999999999,12880.0,43655.0,2.389,0.584,0.525,-0.101,
90740,14.21,14.85,0.6399999999999988,0.008,0.008,0.0,24177.0,24288.0,0.005,0.888,0.811,-0.087,
95959,14.21,14.66,0.4499999999999993,0.006,0.025,0.019000000000000003,17267.0,17013.0,-0.015,0.938,0.901,-0.039,
95570,14.21,14.86,0.6499999999999986,0.006999999999999999,0.022000000000000002,0.015000000000000003,2352.0,2083.0,-0.114,0.88,0.827,-0.06,
91007,14.21,14.54,0.3299999999999983,0.027000000000000003,0.037000000000000005,0.010000000000000002,30925.0,34198.0,0.106,0.466,0.297,-0.363,
95409,14.21,14.83,0.6199999999999992,0.015,0.006999999999999999,-0.008,25706.0,25784.0,0.003,0.894,0.861,-0.037,
94947,14.2,14.48,0.28000000000000114,0.084,0.04,-0.044000000000000004,24724.0,25969.0,0.05,0.841,0.827,-0.017,
95472,14.2,14.65,0.45000000000000107,0.016,0.011000000000000001,-0.004999999999999999,31246.0,29408.0,-0.059,0.895,0.876,-0.021,
91789,14.2,14.65,0.45000000000000107,0.021,0.025,0.004,45106.0,43369.0,-0.039,0.317,0.263,-0.17,
95125,14.19,14.73,0.5400000000000009,0.036000000000000004,0.042,0.005999999999999998,46184.0,54696.0,0.184,0.757,0.669,-0.116,
93460,14.19,14.09,-0.09999999999999964,0.004,0.002,-0.002,5704.0,4944.0,-0.133,0.855,0.862,0.008,
95747,14.19,14.67,0.4800000000000004,0.01,0.013999999999999999,0.003999999999999998,25410.0,56415.0,1.22,0.881,0.783,-0.111,
94121,14.19,14.62,0.4299999999999997,0.311,0.319,0.008000000000000007,42473.0,42043.0,-0.01,0.486,0.462,-0.049,
95219,14.19,14.46,0.27000000000000135,0.012,0.006999999999999999,-0.005000000000000001,19103.0,28354.0,0.484,0.661,0.585,-0.115,
92211,14.18,14.49,0.3100000000000005,0.009000000000000001,0.018000000000000002,0.009000000000000001,19699.0,24564.0,0.247,0.907,0.844,-0.069,
91741,14.18,14.62,0.4399999999999995,0.013999999999999999,0.02,0.006000000000000002,24967.0,25678.0,0.028,0.866,0.807,-0.068,
90808,14.17,14.58,0.41000000000000014,0.013000000000000001,0.018000000000000002,0.005000000000000001,37403.0,39834.0,0.065,0.81,0.73,-0.099,
94710,14.17,14.83,0.6600000000000001,0.243,0.149,-0.094,8149.0,6439.0,-0.21,0.374,0.618,0.652,
95436,14.16,14.24,0.08000000000000007,0.004,0.013999999999999999,0.009999999999999998,6201.0,5582.0,-0.1,0.904,0.865,-0.043,
91360,14.16,14.32,0.16000000000000014,0.008,0.012,0.004,42513.0,44208.0,0.04,0.845,0.784,-0.072,
92008,14.16,14.59,0.4299999999999997,0.024,0.034,0.010000000000000002,35562.0,26464.0,-0.256,0.84,0.88,0.048,
92506,14.15,14.46,0.3100000000000005,0.019,0.016,-0.002999999999999999,42405.0,45993.0,0.085,0.763,0.807,0.058,
95672,14.15,14.82,0.6699999999999999,0.043,0.004,-0.03899999999999999,3803.0,5166.0,0.358,0.922,0.824,-0.106,
95661,14.14,14.48,0.33999999999999986,0.016,0.01,-0.006,25161.0,30559.0,0.215,0.885,0.838,-0.053,
91709,14.14,14.54,0.3999999999999986,0.02,0.016,-0.004,66734.0,76187.0,0.142,0.564,0.507,-0.101,
91001,14.14,14.58,0.4399999999999995,0.03,0.036000000000000004,0.006000000000000005,36235.0,37481.0,0.034,0.422,0.583,0.382,
90623,14.13,14.38,0.25,0.011000000000000001,0.006999999999999999,-0.004000000000000002,15498.0,15767.0,0.017,0.433,0.422,-0.025,
95521,14.13,14.7,0.5699999999999985,0.021,0.015,-0.006000000000000002,19585.0,20769.0,0.06,0.852,0.832,-0.023,
95663,14.13,14.43,0.29999999999999893,0.008,0.008,0.0,2035.0,2485.0,0.221,0.911,0.871,-0.044,
95131,14.13,14.64,0.5099999999999998,0.013999999999999999,0.016,0.0020000000000000018,26384.0,29660.0,0.124,0.223,0.158,-0.291,
95130,14.13,14.75,0.6199999999999992,0.017,0.015,-0.0020000000000000018,13465.0,14559.0,0.081,0.669,0.565,-0.155,
95124,14.12,14.76,0.6400000000000006,0.019,0.016,-0.002999999999999999,45250.0,48505.0,0.072,0.798,0.708,-0.113,
95139,14.12,14.6,0.4800000000000004,0.033,0.048,0.015,7006.0,6632.0,-0.053,0.708,0.684,-0.034,
95926,14.11,14.42,0.3100000000000005,0.018000000000000002,0.018000000000000002,0.0,35803.0,38276.0,0.069,0.851,0.828,-0.027,
95946,14.11,14.4,0.2900000000000009,0.01,0.005,-0.005,9745.0,10206.0,0.047,0.949,0.916,-0.035,
92653,14.1,14.47,0.370000000000001,0.013999999999999999,0.019,0.005000000000000001,48266.0,28853.0,-0.402,0.833,0.689,-0.173,
94602,14.1,14.58,0.4800000000000004,0.158,0.152,-0.006000000000000005,28880.0,29794.0,0.032,0.451,0.46,0.02,
94547,14.07,14.46,0.39000000000000057,0.08,0.10300000000000001,0.023000000000000007,22460.0,24622.0,0.096,0.327,0.271,-0.171,
94501,14.06,14.54,0.47999999999999865,0.159,0.161,0.0020000000000000018,58535.0,62571.0,0.069,0.577,0.503,-0.128,
95630,14.06,14.61,0.5499999999999989,0.013999999999999999,0.026000000000000002,0.012000000000000004,51849.0,73356.0,0.415,0.779,0.703,-0.098,
95608,14.05,14.36,0.3099999999999987,0.025,0.028999999999999998,0.003999999999999997,58819.0,60729.0,0.032,0.86,0.799,-0.071,
94901,14.05,14.09,0.03999999999999915,0.136,0.11800000000000001,-0.018000000000000002,40221.0,42027.0,0.045,0.728,0.663,-0.089,
94044,14.05,14.55,0.5,0.078,0.07400000000000001,-0.00399999999999999,38869.0,38416.0,-0.012,0.691,0.638,-0.077,
95825,14.03,13.83,-0.1999999999999993,0.038,0.043,0.0049999999999999975,30708.0,31083.0,0.012,0.675,0.583,-0.136,
94535,14.03,14.2,0.16999999999999993,0.003,0.057,0.054,9966.0,4543.0,-0.544,0.65,0.73,0.123,
90732,14.02,14.15,0.13000000000000078,0.009000000000000001,0.013999999999999999,0.0049999999999999975,21264.0,19810.0,-0.068,0.776,0.749,-0.035,
91737,14.02,14.44,0.41999999999999993,0.022000000000000002,0.005,-0.017,23075.0,24759.0,0.073,0.719,0.637,-0.114,
91775,14.01,14.37,0.35999999999999943,0.019,0.032,0.013000000000000001,23426.0,25395.0,0.084,0.47,0.336,-0.285,
95682,14.0,14.06,0.0600000000000005,0.015,0.011000000000000001,-0.003999999999999998,24721.0,29972.0,0.212,0.926,0.925,-0.001,
96161,14.0,14.61,0.6099999999999994,0.003,0.009000000000000001,0.006000000000000001,15781.0,18475.0,0.171,0.892,0.955,0.071,
95136,14.0,14.28,0.27999999999999936,0.031,0.026000000000000002,-0.0049999999999999975,36924.0,41852.0,0.133,0.561,0.509,-0.093,
96103,13.99,14.48,0.4900000000000002,0.012,0.004,-0.008,1837.0,1357.0,-0.261,0.96,0.951,-0.009,
94536,13.98,14.38,0.40000000000000036,0.057999999999999996,0.10099999999999999,0.043,66533.0,70696.0,0.063,0.562,0.381,-0.322,
95677,13.98,14.1,0.11999999999999922,0.01,0.016,0.006,21505.0,22808.0,0.061,0.896,0.844,-0.058,
91941,13.98,14.53,0.5499999999999989,0.023,0.025,0.0020000000000000018,44651.0,33474.0,-0.25,0.807,0.768,-0.048,
95119,13.97,14.22,0.25,0.026000000000000002,0.025,-0.0010000000000000009,10137.0,10595.0,0.045,0.652,0.597,-0.084,
90034,13.97,14.67,0.6999999999999993,0.078,0.09699999999999999,0.01899999999999999,58199.0,58968.0,0.013,0.463,0.61,0.317,
92672,13.97,14.55,0.5800000000000001,0.019,0.011000000000000001,-0.007999999999999998,34932.0,35041.0,0.003,0.871,0.807,-0.073,
91311,13.97,14.25,0.27999999999999936,0.025,0.036000000000000004,0.011000000000000003,35317.0,37769.0,0.069,0.738,0.636,-0.138,
92708,13.97,14.11,0.1399999999999988,0.008,0.011000000000000001,0.003000000000000001,54530.0,57441.0,0.053,0.642,0.535,-0.167,
90232,13.97,14.66,0.6899999999999995,0.067,0.028999999999999998,-0.038000000000000006,15175.0,15353.0,0.012,0.571,0.722,0.264,
94550,13.96,14.52,0.5599999999999987,0.032,0.038,0.005999999999999998,75925.0,48050.0,-0.367,0.821,0.822,0.001,
92630,13.96,14.22,0.2599999999999998,0.013999999999999999,0.006,-0.007999999999999998,59167.0,59657.0,0.008,0.76,0.667,-0.122,
95062,13.95,14.49,0.5400000000000009,0.037000000000000005,0.025,-0.012000000000000004,36620.0,36358.0,-0.007,0.809,0.846,0.046,
93010,13.95,14.2,0.25,0.006,0.013000000000000001,0.007000000000000001,42840.0,43234.0,0.009,0.784,0.752,-0.041,
92821,13.95,14.42,0.47000000000000064,0.01,0.018000000000000002,0.008000000000000002,34041.0,37580.0,0.104,0.768,0.732,-0.047,
91942,13.95,14.09,0.14000000000000057,0.02,0.027000000000000003,0.007000000000000003,24000.0,39438.0,0.643,0.833,0.745,-0.106,
95404,13.94,14.32,0.3800000000000008,0.021,0.028999999999999998,0.007999999999999997,35056.0,40253.0,0.148,0.824,0.78,-0.053,
93463,13.93,14.35,0.41999999999999993,0.011000000000000001,0.001,-0.010000000000000002,7942.0,8132.0,0.024,0.895,0.845,-0.056,
94521,13.93,14.37,0.4399999999999995,0.092,0.081,-0.010999999999999996,39887.0,41138.0,0.031,0.755,0.706,-0.065,
92592,13.93,14.22,0.2900000000000009,0.002,0.004,0.002,46167.0,74558.0,0.615,0.79,0.737,-0.067,
95462,13.93,14.38,0.45000000000000107,0.024,0.036000000000000004,0.012000000000000004,1524.0,1216.0,-0.202,0.918,0.857,-0.066,
90807,13.93,14.27,0.33999999999999986,0.034,0.044000000000000004,0.010000000000000002,31549.0,33726.0,0.069,0.55,0.444,-0.193,
93611,13.92,14.01,0.08999999999999986,0.003,0.002,-0.001,46851.0,48597.0,0.037,0.826,0.724,-0.123,
91750,13.92,14.3,0.3800000000000008,0.032,0.024,-0.008,35512.0,33969.0,-0.043,0.768,0.75,-0.023,
91202,13.91,14.08,0.16999999999999993,0.027999999999999997,0.025,-0.0029999999999999957,21971.0,23007.0,0.047,0.686,0.778,0.134,
91325,13.91,14.12,0.20999999999999908,0.035,0.054000000000000006,0.019000000000000003,32300.0,32823.0,0.016,0.615,0.583,-0.052,
93546,13.9,13.48,-0.41999999999999993,0.042,0.094,0.052,8214.0,9408.0,0.145,0.842,0.858,0.019,
95818,13.9,14.91,1.0099999999999998,0.059000000000000004,0.048,-0.011000000000000003,21298.0,20135.0,-0.055,0.608,0.72,0.184,
94019,13.89,14.52,0.629999999999999,0.017,0.009000000000000001,-0.008,17923.0,18382.0,0.026,0.797,0.809,0.015,
92126,13.89,14.44,0.5499999999999989,0.018000000000000002,0.018000000000000002,0.0,74222.0,78201.0,0.054,0.455,0.378,-0.169,
94116,13.89,14.11,0.21999999999999886,0.27399999999999997,0.282,0.008000000000000007,42958.0,45552.0,0.06,0.427,0.381,-0.108,
95050,13.88,14.31,0.4299999999999997,0.033,0.052000000000000005,0.019000000000000003,36335.0,37714.0,0.038,0.619,0.593,-0.042,
93117,13.87,14.35,0.4800000000000004,0.045,0.051,0.005999999999999998,49970.0,55064.0,0.102,0.732,0.681,-0.07,
92705,13.87,14.11,0.2400000000000002,0.018000000000000002,0.021,0.002999999999999999,44110.0,46163.0,0.047,0.718,0.769,0.071,
93003,13.87,14.27,0.40000000000000036,0.009000000000000001,0.013999999999999999,0.0049999999999999975,46891.0,51454.0,0.097,0.807,0.81,0.004,
90630,13.86,14.36,0.5,0.012,0.011000000000000001,-0.0009999999999999992,47334.0,48844.0,0.032,0.659,0.579,-0.121,
92626,13.85,14.33,0.4800000000000004,0.023,0.019,-0.004,48200.0,51575.0,0.07,0.719,0.721,0.003,
94518,13.85,14.1,0.25,0.10400000000000001,0.105,0.000999999999999987,27392.0,26647.0,-0.027,0.746,0.728,-0.024,
94574,13.85,14.25,0.40000000000000036,0.008,0.003,-0.005,9415.0,9300.0,-0.012,0.839,0.819,-0.024,
95650,13.85,14.45,0.5999999999999996,0.006,0.001,-0.005,11180.0,12255.0,0.096,0.902,0.932,0.033,
90305,13.84,14.1,0.2599999999999998,0.032,0.057,0.025,13763.0,15501.0,0.126,0.048,0.097,1.021,
90230,13.84,14.56,0.7200000000000006,0.037000000000000005,0.044000000000000004,0.006999999999999999,31945.0,33090.0,0.036,0.531,0.602,0.134,
92123,13.84,14.26,0.41999999999999993,0.028999999999999998,0.027000000000000003,-0.001999999999999995,25217.0,29240.0,0.16,0.655,0.576,-0.121,
94061,13.83,13.99,0.16000000000000014,0.044000000000000004,0.033,-0.011000000000000003,35718.0,37667.0,0.055,0.761,0.733,-0.037,
94089,13.83,14.33,0.5,0.04,0.038,-0.0020000000000000018,16970.0,20476.0,0.207,0.511,0.487,-0.047,
92845,13.83,14.08,0.25,0.002,0.012,0.01,15864.0,17202.0,0.084,0.824,0.761,-0.076,
95843,13.82,13.44,-0.3800000000000008,0.012,0.01,-0.002,36421.0,47172.0,0.295,0.655,0.645,-0.015,
91501,13.81,14.21,0.40000000000000036,0.031,0.02,-0.011,18096.0,19829.0,0.096,0.718,0.744,0.036,
92116,13.81,14.86,1.049999999999999,0.057,0.051,-0.006000000000000005,33080.0,32943.0,-0.004,0.662,0.765,0.156,
90010,13.81,14.6,0.7899999999999991,0.114,0.083,-0.031,1943.0,3792.0,0.952,0.401,0.197,-0.509,
95004,13.8,13.49,-0.3100000000000005,0.006999999999999999,0.027999999999999997,0.020999999999999998,3368.0,3886.0,0.154,0.784,0.857,0.093,
95446,13.8,14.57,0.7699999999999996,0.015,0.042,0.027000000000000003,4893.0,4419.0,-0.097,0.884,0.87,-0.016,
91607,13.8,14.47,0.6699999999999999,0.05,0.051,0.000999999999999994,27439.0,29591.0,0.078,0.745,0.775,0.04,
91739,13.79,14.38,0.5900000000000016,0.023,0.023,0.0,12925.0,38009.0,1.941,0.693,0.579,-0.165,
94553,13.79,14.0,0.21000000000000085,0.059000000000000004,0.052000000000000005,-0.006999999999999999,46659.0,48891.0,0.048,0.81,0.779,-0.038,
93023,13.79,14.13,0.34000000000000163,0.013000000000000001,0.008,-0.005000000000000001,21624.0,20603.0,-0.047,0.882,0.902,0.023,
95826,13.78,13.98,0.20000000000000107,0.052000000000000005,0.053,0.000999999999999994,38799.0,38378.0,-0.011,0.677,0.673,-0.006,
92313,13.78,13.55,-0.22999999999999865,0.008,0.006999999999999999,-0.0010000000000000009,11008.0,12252.0,0.113,0.742,0.704,-0.051,
91701,13.78,13.99,0.21000000000000085,0.012,0.015,0.002999999999999999,39055.0,40822.0,0.045,0.729,0.752,0.032,
95658,13.77,14.35,0.5800000000000001,0.01,0.019,0.009,6095.0,6261.0,0.027,0.911,0.918,0.008,
92117,13.77,14.18,0.41000000000000014,0.024,0.036000000000000004,0.012000000000000004,51203.0,53205.0,0.039,0.773,0.756,-0.022,
95037,13.77,14.07,0.3000000000000007,0.04,0.027000000000000003,-0.012999999999999998,41690.0,46834.0,0.123,0.723,0.68,-0.059,
94538,13.77,14.34,0.5700000000000003,0.055999999999999994,0.095,0.03900000000000001,56111.0,63850.0,0.138,0.521,0.321,-0.384,
95118,13.77,14.26,0.4900000000000002,0.036000000000000004,0.023,-0.013000000000000005,31916.0,31579.0,-0.011,0.725,0.669,-0.077,
93465,13.77,14.1,0.33000000000000007,0.003,0.003,0.0,7901.0,9652.0,0.222,0.913,0.863,-0.055,
91350,13.76,14.24,0.4800000000000004,0.026000000000000002,0.016,-0.010000000000000002,40069.0,35826.0,-0.106,0.843,0.742,-0.12,
94030,13.76,14.49,0.7300000000000004,0.052000000000000005,0.11199999999999999,0.059999999999999984,20334.0,22203.0,0.092,0.631,0.483,-0.235,
90404,13.76,14.71,0.9500000000000011,0.08199999999999999,0.073,-0.008999999999999994,19956.0,21641.0,0.084,0.63,0.719,0.141,
91344,13.76,13.93,0.16999999999999993,0.017,0.027000000000000003,0.010000000000000002,48863.0,53165.0,0.088,0.66,0.634,-0.039,
