zip,Average Education Index 2000,Average Education Index 2014,Index Change
95018,14.43,14.63,0.20000000000000107
94542,14.43,14.39,-0.03999999999999915
92648,14.42,14.67,0.25
90503,14.42,14.82,0.40000000000000036
92676,14.42,14.86,0.4399999999999995
90045,14.42,15.11,0.6899999999999995
95065,14.41,14.8,0.39000000000000057
90815,14.41,14.74,0.33000000000000007
92064,14.41,14.73,0.3200000000000003
92618,14.4,15.78,1.379999999999999
90814,14.4,14.95,0.5499999999999989
90703,14.4,14.71,0.3100000000000005
91765,14.4,14.63,0.23000000000000043
94132,14.4,14.36,-0.040000000000000924
95427,14.39,13.3,-1.0899999999999999
92119,14.39,14.94,0.5499999999999989
94949,14.39,14.96,0.5700000000000003
95628,14.39,14.47,0.08000000000000007
92886,14.38,14.93,0.5499999999999989
94005,14.38,14.51,0.129999999999999
95758,14.37,14.06,-0.3099999999999987
95450,14.37,14.21,-0.15999999999999837
93402,14.37,14.54,0.16999999999999993
93920,14.36,14.66,0.3000000000000007
95051,14.36,15.23,0.870000000000001
92549,14.36,14.59,0.23000000000000043
95006,14.36,14.47,0.11000000000000121
91006,14.35,14.74,0.39000000000000057
95005,14.35,14.65,0.3000000000000007
91107,14.34,14.93,0.5899999999999999
95722,14.34,14.48,0.14000000000000057
94951,14.34,14.26,-0.08000000000000007
90720,14.33,14.89,0.5600000000000005
93110,14.33,14.63,0.3000000000000007
93311,14.33,14.23,-0.09999999999999964
91320,14.32,14.8,0.4800000000000004
93111,14.32,14.66,0.33999999999999986
91214,14.32,14.94,0.6199999999999992
92691,14.32,14.45,0.129999999999999
93449,14.31,14.57,0.2599999999999998
92646,14.31,14.68,0.3699999999999992
90291,14.3,15.26,0.9599999999999991
91316,14.29,14.92,0.6300000000000008
92352,14.29,14.61,0.3200000000000003
93441,14.28,15.14,0.8600000000000012
92110,14.28,14.78,0.5
95008,14.27,14.72,0.45000000000000107
95010,14.27,14.41,0.14000000000000057
95405,14.27,14.65,0.3800000000000008
91356,14.27,14.6,0.33000000000000007
92029,14.27,14.25,-0.019999999999999574
91902,14.27,14.28,0.009999999999999787
92270,14.26,14.77,0.5099999999999998
91307,14.26,14.75,0.4900000000000002
94510,14.25,14.71,0.46000000000000085
95073,14.25,14.61,0.35999999999999943
94403,14.24,14.84,0.5999999999999996
94122,14.23,14.77,0.5399999999999991
92823,14.23,14.65,0.41999999999999993
94702,14.23,15.32,1.0899999999999999
92807,14.22,14.49,0.2699999999999996
94945,14.22,14.62,0.3999999999999986
91913,14.22,14.14,-0.08000000000000007
90740,14.21,14.85,0.6399999999999988
95959,14.21,14.66,0.4499999999999993
95570,14.21,14.86,0.6499999999999986
91007,14.21,14.54,0.3299999999999983
95409,14.21,14.83,0.6199999999999992
94947,14.2,14.48,0.28000000000000114
93067,14.2,15.62,1.42
93628,14.2,15.64,1.4400000000000013
95472,14.2,14.65,0.45000000000000107
91789,14.2,14.65,0.45000000000000107
95125,14.19,14.73,0.5400000000000009
93460,14.19,14.09,-0.09999999999999964
95747,14.19,14.67,0.4800000000000004
94121,14.19,14.62,0.4299999999999997
95219,14.19,14.46,0.27000000000000135
93428,14.18,14.72,0.5400000000000009
92211,14.18,14.49,0.3100000000000005
91741,14.18,14.62,0.4399999999999995
90808,14.17,14.58,0.41000000000000014
94710,14.17,14.83,0.6600000000000001
95436,14.16,14.24,0.08000000000000007
91360,14.16,14.32,0.16000000000000014
93430,14.16,14.42,0.2599999999999998
92060,14.16,15.5,1.3399999999999999
92008,14.16,14.59,0.4299999999999997
92506,14.15,14.46,0.3100000000000005
95672,14.15,14.82,0.6699999999999999
95661,14.14,14.48,0.33999999999999986
96142,14.14,13.85,-0.2900000000000009
91709,14.14,14.54,0.3999999999999986
92397,14.14,14.5,0.35999999999999943
91001,14.14,14.58,0.4399999999999995
90623,14.13,14.38,0.25
95521,14.13,14.7,0.5699999999999985
95663,14.13,14.43,0.29999999999999893
95131,14.13,14.64,0.5099999999999998
95130,14.13,14.75,0.6199999999999992
95124,14.12,14.76,0.6400000000000006
95139,14.12,14.6,0.4800000000000004
92310,14.12,14.41,0.2900000000000009
95926,14.11,14.42,0.3100000000000005
95946,14.11,14.4,0.2900000000000009
92653,14.1,14.47,0.370000000000001
94602,14.1,14.58,0.4800000000000004
95903,14.1,14.27,0.16999999999999993
95714,14.09,15.33,1.2400000000000002
91935,14.09,13.86,-0.23000000000000043
94567,14.09,12.83,-1.2599999999999998
95837,14.09,15.37,1.2799999999999994
93604,14.08,14.25,0.16999999999999993
94547,14.07,14.46,0.39000000000000057
94501,14.06,14.54,0.47999999999999865
95630,14.06,14.61,0.5499999999999989
95608,14.05,14.36,0.3099999999999987
94901,14.05,14.09,0.03999999999999915
94044,14.05,14.55,0.5
95420,14.04,15.27,1.2300000000000004
92624,14.04,14.54,0.5
92305,14.03,14.62,0.5899999999999999
95825,14.03,13.83,-0.1999999999999993
94971,14.03,15.17,1.1400000000000006
94535,14.03,14.2,0.16999999999999993
90732,14.02,14.15,0.13000000000000078
94940,14.02,15.25,1.2300000000000004
91737,14.02,14.44,0.41999999999999993
96087,14.02,13.62,-0.40000000000000036
91775,14.01,14.37,0.35999999999999943
95682,14.0,14.06,0.0600000000000005
95140,14.0,15.18,1.1799999999999997
96119,14.0,9.34,-4.66
96161,14.0,14.61,0.6099999999999994
95136,14.0,14.28,0.27999999999999936
96103,13.99,14.48,0.4900000000000002
93523,13.99,14.21,0.22000000000000064
95614,13.98,14.58,0.5999999999999996
94536,13.98,14.38,0.40000000000000036
95677,13.98,14.1,0.11999999999999922
91941,13.98,14.53,0.5499999999999989
95119,13.97,14.22,0.25
90034,13.97,14.67,0.6999999999999993
92672,13.97,14.55,0.5800000000000001
91311,13.97,14.25,0.27999999999999936
92278,13.97,13.62,-0.3500000000000014
95936,13.97,14.43,0.4599999999999991
92708,13.97,14.11,0.1399999999999988
90232,13.97,14.66,0.6899999999999995
94550,13.96,14.52,0.5599999999999987
92630,13.96,14.22,0.2599999999999998
95062,13.95,14.49,0.5400000000000009
93010,13.95,14.2,0.25
92821,13.95,14.42,0.47000000000000064
91942,13.95,14.09,0.14000000000000057
95404,13.94,14.32,0.3800000000000008
93222,13.94,14.04,0.09999999999999964
95445,13.94,13.95,0.009999999999999787
95007,13.93,15.13,1.200000000000001
93463,13.93,14.35,0.41999999999999993
94521,13.93,14.37,0.4399999999999995
92592,13.93,14.22,0.2900000000000009
95462,13.93,14.38,0.45000000000000107
90807,13.93,14.27,0.33999999999999986
93611,13.92,14.01,0.08999999999999986
96124,13.92,12.43,-1.4900000000000002
91750,13.92,14.3,0.3800000000000008
91202,13.91,14.08,0.16999999999999993
91325,13.91,14.12,0.20999999999999908
93271,13.9,14.6,0.6999999999999993
93546,13.9,13.48,-0.41999999999999993
95818,13.9,14.91,1.0099999999999998
95589,13.9,13.27,-0.6300000000000008
94019,13.89,14.52,0.629999999999999
92126,13.89,14.44,0.5499999999999989
96073,13.89,14.46,0.5700000000000003
95426,13.89,14.17,0.27999999999999936
94116,13.89,14.11,0.21999999999999886
95050,13.88,14.31,0.4299999999999997
95938,13.88,14.24,0.35999999999999943
95587,13.88,14.84,0.9599999999999991
96067,13.87,14.63,0.7600000000000016
93117,13.87,14.35,0.4800000000000004
92705,13.87,14.11,0.2400000000000002
95720,13.87,13.26,-0.6099999999999994
93003,13.87,14.27,0.40000000000000036
95942,13.87,14.52,0.6500000000000004
90630,13.86,14.36,0.5
92626,13.85,14.33,0.4800000000000004
94518,13.85,14.1,0.25
94574,13.85,14.25,0.40000000000000036
95650,13.85,14.45,0.5999999999999996
90305,13.84,14.1,0.2599999999999998
92268,13.84,13.37,-0.47000000000000064
90230,13.84,14.56,0.7200000000000006
92123,13.84,14.26,0.41999999999999993
92561,13.84,14.34,0.5
95693,13.84,13.85,0.009999999999999787
92036,13.83,14.14,0.3100000000000005
94061,13.83,13.99,0.16000000000000014
94089,13.83,14.33,0.5
92845,13.83,14.08,0.25
95646,13.83,14.71,0.8800000000000008
95843,13.82,13.44,-0.3800000000000008
93442,13.82,14.43,0.6099999999999994
91501,13.81,14.21,0.40000000000000036
92116,13.81,14.86,1.049999999999999
90010,13.81,14.6,0.7899999999999991
95004,13.8,13.49,-0.3100000000000005
95446,13.8,14.57,0.7699999999999996
92339,13.8,14.69,0.8899999999999988
95728,13.8,15.07,1.2699999999999996
91607,13.8,14.47,0.6699999999999999
91739,13.79,14.38,0.5900000000000016
94553,13.79,14.0,0.21000000000000085
95651,13.79,14.05,0.26000000000000156
93023,13.79,14.13,0.34000000000000163
95247,13.78,14.23,0.45000000000000107
95826,13.78,13.98,0.20000000000000107
92313,13.78,13.55,-0.22999999999999865
91701,13.78,13.99,0.21000000000000085
95658,13.77,14.35,0.5800000000000001
92117,13.77,14.18,0.41000000000000014
95037,13.77,14.07,0.3000000000000007
94538,13.77,14.34,0.5700000000000003
95118,13.77,14.26,0.4900000000000002
93465,13.77,14.1,0.33000000000000007
91350,13.76,14.24,0.4800000000000004
94030,13.76,14.49,0.7300000000000004
90404,13.76,14.71,0.9500000000000011
91344,13.76,13.93,0.16999999999999993
94609,13.75,14.88,1.1300000000000008
92382,13.75,14.15,0.40000000000000036
92831,13.75,14.04,0.28999999999999915
93928,13.74,14.29,0.5499999999999989
92508,13.74,14.01,0.2699999999999996
95035,13.74,14.04,0.29999999999999893
94952,13.74,14.19,0.4499999999999993
93021,13.74,14.06,0.3200000000000003
95123,13.74,13.92,0.17999999999999972
93208,13.74,14.58,0.8399999999999999
91773,13.73,14.29,0.5599999999999987
96014,13.73,13.5,-0.23000000000000043
95325,13.73,17.25,3.5199999999999996
94514,13.72,12.96,-0.7599999999999998
94525,13.72,14.01,0.28999999999999915
94619,13.72,14.34,0.6199999999999992
95117,13.72,13.82,0.09999999999999964
91962,13.72,14.17,0.4499999999999993
94021,13.71,13.53,-0.1800000000000015
93420,13.71,14.35,0.6399999999999988
94569,13.71,13.07,-0.6400000000000006
92078,13.7,14.06,0.3600000000000012
94074,13.7,14.05,0.3500000000000014
95928,13.7,14.3,0.6000000000000014
95132,13.7,13.93,0.23000000000000043
95601,13.69,13.16,-0.5299999999999994
95962,13.69,15.14,1.450000000000001
93004,13.69,14.06,0.370000000000001
90066,13.69,14.6,0.9100000000000001
94568,13.69,14.79,1.0999999999999996
94015,13.68,13.85,0.16999999999999993
92003,13.68,14.05,0.370000000000001
94803,13.67,14.12,0.4499999999999993
92562,13.67,14.09,0.41999999999999993
92328,13.67,13.16,-0.5099999999999998
95709,13.67,13.83,0.16000000000000014
95835,13.67,14.39,0.7200000000000006
93453,13.67,13.53,-0.14000000000000057
92869,13.67,13.82,0.15000000000000036
91206,13.66,14.04,0.379999999999999
92056,13.66,13.92,0.2599999999999998
96132,13.66,12.67,-0.9900000000000002
95017,13.65,14.51,0.8599999999999994
95488,13.65,13.78,0.129999999999999
95476,13.64,13.76,0.11999999999999922
95223,13.64,14.21,0.5700000000000003
92260,13.64,13.97,0.33000000000000007
95542,13.64,13.05,-0.5899999999999999
92264,13.64,14.2,0.5599999999999987
95602,13.64,13.78,0.1399999999999988
93312,13.63,14.16,0.5299999999999994
95949,13.63,14.12,0.48999999999999844
95624,13.63,13.86,0.22999999999999865
95973,13.63,14.01,0.379999999999999
95662,13.62,13.86,0.2400000000000002
93551,13.62,13.76,0.14000000000000057
94546,13.61,14.0,0.39000000000000057
95829,13.61,13.55,-0.05999999999999872
96121,13.61,13.89,0.28000000000000114
95346,13.61,13.05,-0.5599999999999987
92881,13.6,13.85,0.25
91020,13.59,14.54,0.9499999999999993
91505,13.59,14.26,0.6699999999999999
95637,13.59,14.12,0.5299999999999994
92591,13.59,13.81,0.22000000000000064
95345,13.58,14.31,0.7300000000000004
95910,13.58,13.86,0.27999999999999936
95664,13.58,13.76,0.17999999999999972
93066,13.58,14.05,0.47000000000000064
92883,13.58,14.05,0.47000000000000064
92019,13.57,13.64,0.07000000000000028
95603,13.57,13.83,0.2599999999999998
96091,13.56,13.24,-0.3200000000000003
92341,13.56,15.38,1.8200000000000003
96037,13.56,13.37,-0.19000000000000128
93035,13.55,13.74,0.1899999999999995
94564,13.55,13.97,0.41999999999999993
93265,13.55,14.04,0.48999999999999844
95128,13.55,14.07,0.5199999999999996
95971,13.54,13.7,0.16000000000000014
95519,13.54,13.88,0.34000000000000163
90603,13.53,13.96,0.4300000000000015
95685,13.53,13.91,0.3800000000000008
93555,13.52,13.8,0.28000000000000114
93065,13.52,13.99,0.47000000000000064
94928,13.52,13.42,-0.09999999999999964
93623,13.52,11.66,-1.8599999999999994
94954,13.52,13.78,0.2599999999999998
92675,13.51,13.7,0.1899999999999995
95412,13.51,12.86,-0.6500000000000004
93455,13.5,13.77,0.2699999999999996
92870,13.5,13.76,0.2599999999999998
96133,13.49,13.14,-0.34999999999999964
95713,13.49,13.6,0.10999999999999943
95383,13.49,13.74,0.25
96107,13.49,13.52,0.02999999999999936
91504,13.49,13.91,0.41999999999999993
95670,13.49,13.8,0.3100000000000005
91748,13.48,13.7,0.21999999999999886
95545,13.48,12.93,-0.5500000000000007
95923,13.48,16.92,3.4400000000000013
95568,13.48,13.82,0.33999999999999986
91901,13.48,13.8,0.3200000000000003
95638,13.48,12.91,-0.5700000000000003
94805,13.48,13.79,0.3099999999999987
92253,13.48,14.12,0.6399999999999988
94591,13.47,13.77,0.29999999999999893
93528,13.46,12.38,-1.08
92647,13.46,13.82,0.35999999999999943
92358,13.46,13.34,-0.120000000000001
95665,13.46,13.54,0.0799999999999983
95703,13.45,13.93,0.4800000000000004
95126,13.45,14.24,0.7900000000000009
95448,13.45,13.99,0.5400000000000009
94972,13.45,14.0,0.5500000000000007
95715,13.44,13.01,-0.4299999999999997
95536,13.44,13.71,0.27000000000000135
93432,13.43,13.71,0.28000000000000114
93422,13.43,13.93,0.5
96063,13.43,15.09,1.6600000000000001
96120,13.43,13.87,0.4399999999999995
92555,13.43,13.23,-0.1999999999999993
91506,13.42,14.14,0.7200000000000006
95421,13.42,14.32,0.9000000000000004
95689,13.42,13.69,0.2699999999999996
94585,13.42,13.35,-0.07000000000000028
95669,13.42,13.45,0.02999999999999936
90504,13.41,14.0,0.5899999999999999
91351,13.41,13.24,-0.16999999999999993
93704,13.41,13.66,0.25
96096,13.41,13.91,0.5
95678,13.41,13.87,0.4599999999999991
96001,13.41,13.84,0.4299999999999997
91780,13.4,13.83,0.4299999999999997
92065,13.4,13.3,-0.09999999999999964
92342,13.4,13.72,0.3200000000000003
95321,13.4,13.55,0.15000000000000036
95633,13.39,13.64,0.25
94599,13.39,14.43,1.0399999999999991
95610,13.39,13.37,-0.02000000000000135
95688,13.39,13.64,0.25
95684,13.39,13.46,0.07000000000000028
93063,13.38,13.94,0.5599999999999987
90713,13.38,13.79,0.40999999999999837
95821,13.38,13.59,0.20999999999999908
95558,13.38,14.62,1.2399999999999984
93710,13.38,13.45,0.06999999999999851
91745,13.38,13.69,0.3099999999999987
95944,13.38,12.0,-1.3800000000000008
95636,13.38,13.98,0.5999999999999996
92101,13.37,14.84,1.4700000000000006
90027,13.37,14.44,1.0700000000000003
95667,13.37,13.83,0.46000000000000085
93664,13.37,14.46,1.0900000000000016
95492,13.37,13.64,0.27000000000000135
96126,13.37,11.36,-2.01
95403,13.36,13.44,0.08000000000000007
95356,13.36,13.74,0.3800000000000008
91040,13.36,13.63,0.27000000000000135
96106,13.35,15.5,2.1500000000000004
94066,13.35,13.88,0.5300000000000011
95251,13.35,13.15,-0.1999999999999993
95469,13.35,13.39,0.040000000000000924
95726,13.35,13.61,0.2599999999999998
93605,13.34,14.27,0.9299999999999997
90638,13.33,13.76,0.4299999999999997
92587,13.33,13.32,-0.009999999999999787
94931,13.33,14.02,0.6899999999999995
93962,13.33,14.14,0.8100000000000005
96027,13.32,13.38,0.0600000000000005
93651,13.32,14.45,1.129999999999999
96114,13.32,13.61,0.28999999999999915
92865,13.32,13.88,0.5600000000000005
93013,13.32,13.47,0.15000000000000036
92028,13.32,13.32,0.0
91978,13.32,13.62,0.29999999999999893
95503,13.31,13.63,0.3200000000000003
96008,13.31,12.23,-1.08
92325,13.3,13.53,0.22999999999999865
95833,13.3,13.44,0.1399999999999988
92867,13.3,13.64,0.33999999999999986
93541,13.3,16.36,3.0599999999999987
96150,13.29,13.51,0.22000000000000064
95148,13.29,13.68,0.39000000000000057
92071,13.29,13.74,0.45000000000000107
93644,13.28,13.6,0.3200000000000003
92374,13.28,13.64,0.3600000000000012
94587,13.27,13.69,0.41999999999999993
90041,13.27,14.2,0.9299999999999997
94558,13.27,13.44,0.16999999999999993
94519,13.27,13.64,0.370000000000001
94608,13.27,14.97,1.700000000000001
