zip,Average Education Index 2000,Average Education Index 2014,Index Change
92315,13.26,13.32,0.0600000000000005
91724,13.26,13.66,0.40000000000000036
95642,13.26,13.51,0.25
95945,13.25,13.93,0.6799999999999997
94303,13.25,14.16,0.9100000000000001
92082,13.25,13.33,0.08000000000000007
91324,13.24,13.84,0.5999999999999996
93614,13.24,13.77,0.5299999999999994
93527,13.24,13.41,0.16999999999999993
95956,13.24,14.67,1.4299999999999997
94515,13.24,13.44,0.1999999999999993
93601,13.24,13.47,0.23000000000000043
95525,13.24,13.95,0.7099999999999991
95827,13.24,13.54,0.29999999999999893
93022,13.24,13.61,0.3699999999999992
95560,13.24,13.42,0.17999999999999972
95553,13.24,14.99,1.75
90712,13.23,13.7,0.46999999999999886
93103,13.23,13.38,0.15000000000000036
95306,13.23,13.53,0.29999999999999893
96062,13.23,13.77,0.5399999999999991
90008,13.22,13.38,0.16000000000000014
96136,13.22,14.27,1.049999999999999
95977,13.22,13.6,0.379999999999999
92833,13.22,13.84,0.6199999999999992
93532,13.22,13.87,0.6499999999999986
94110,13.22,14.51,1.2899999999999991
95468,13.22,14.15,0.9299999999999997
91791,13.22,13.57,0.34999999999999964
95370,13.2,13.67,0.47000000000000064
95547,13.2,13.84,0.6400000000000006
95969,13.2,13.67,0.47000000000000064
96069,13.2,13.28,0.08000000000000007
95986,13.19,8.0,-5.1899999999999995
95935,13.19,12.61,-0.5800000000000001
92384,13.18,12.71,-0.46999999999999886
93510,13.18,13.62,0.4399999999999995
96032,13.18,13.75,0.5700000000000003
93309,13.18,12.94,-0.2400000000000002
91910,13.17,13.13,-0.03999999999999915
93667,13.17,12.99,-0.17999999999999972
96094,13.17,13.89,0.7200000000000006
96020,13.17,13.61,0.4399999999999995
95246,13.17,13.5,0.33000000000000007
95242,13.17,13.64,0.47000000000000064
95338,13.17,13.45,0.27999999999999936
95442,13.15,14.33,1.1799999999999997
91792,13.15,13.36,0.20999999999999908
93001,13.15,13.52,0.3699999999999992
95918,13.15,14.1,0.9499999999999993
95461,13.14,14.06,0.9199999999999999
95228,13.14,13.74,0.5999999999999996
95212,13.14,12.95,-0.19000000000000128
96115,13.13,13.65,0.5199999999999996
95621,13.13,13.31,0.17999999999999972
95701,13.13,14.13,1.0
93643,13.13,13.7,0.5699999999999985
96016,13.13,13.02,-0.11000000000000121
95417,13.13,14.03,0.8999999999999986
92057,13.13,13.35,0.21999999999999886
96137,13.12,13.96,0.8400000000000016
94605,13.12,13.6,0.4800000000000004
92111,13.12,13.63,0.5100000000000016
93277,13.12,13.31,0.19000000000000128
95310,13.12,13.7,0.5800000000000001
95443,13.12,13.57,0.45000000000000107
95382,13.11,13.68,0.5700000000000003
92584,13.11,13.53,0.41999999999999993
92386,13.11,14.02,0.9100000000000001
95659,13.11,13.37,0.2599999999999998
90601,13.11,13.4,0.2900000000000009
95573,13.1,14.24,1.1400000000000006
96015,13.1,12.98,-0.11999999999999922
95623,13.1,13.51,0.41000000000000014
95258,13.1,14.14,1.040000000000001
92026,13.1,13.2,0.09999999999999964
92866,13.1,13.22,0.120000000000001
92115,13.09,13.34,0.25
96003,13.09,13.6,0.5099999999999998
95227,13.09,14.23,1.1400000000000006
90039,13.08,14.19,1.1099999999999994
96128,13.08,13.35,0.2699999999999996
96046,13.08,12.32,-0.7599999999999998
94577,13.08,13.43,0.34999999999999964
92256,13.08,13.09,0.009999999999999787
94509,13.07,12.78,-0.2900000000000009
95983,13.07,13.96,0.8900000000000006
95389,13.06,13.65,0.5899999999999999
92139,13.06,13.1,0.03999999999999915
92307,13.06,13.31,0.25
91016,13.06,13.87,0.8099999999999987
96093,13.06,13.6,0.5399999999999991
93433,13.06,13.16,0.09999999999999964
92563,13.05,13.85,0.7999999999999989
93536,13.05,13.26,0.20999999999999908
95606,13.05,11.33,-1.7200000000000006
93907,13.05,12.96,-0.08999999999999986
93427,13.05,13.73,0.6799999999999997
95960,13.05,12.8,-0.25
90746,13.04,13.7,0.6600000000000001
96024,13.04,14.19,1.1500000000000004
96051,13.04,13.66,0.620000000000001
93512,13.04,13.53,0.4900000000000002
95245,13.04,13.87,0.8300000000000001
95631,13.03,13.72,0.6900000000000013
92104,13.03,14.25,1.2200000000000006
93514,13.03,13.46,0.4300000000000015
93225,13.03,13.52,0.4900000000000002
91104,13.03,13.84,0.8100000000000005
94533,13.03,12.72,-0.3099999999999987
92086,13.03,13.41,0.3800000000000008
93426,13.03,13.29,0.2599999999999998
96097,13.02,13.11,0.08999999999999986
94513,13.02,13.78,0.7599999999999998
91916,13.02,13.51,0.4900000000000002
95841,13.01,13.06,0.05000000000000071
93101,13.01,13.21,0.20000000000000107
95222,13.01,13.71,0.7000000000000011
93933,13.01,13.51,0.5
92880,13.01,13.79,0.7799999999999994
93526,13.01,13.64,0.6300000000000008
95355,13.0,13.38,0.3800000000000008
95209,13.0,13.55,0.5500000000000007
92262,12.99,13.69,0.6999999999999993
95687,12.99,13.44,0.4499999999999993
92557,12.99,12.81,-0.17999999999999972
95834,12.99,13.88,0.8900000000000006
94560,12.98,13.54,0.5599999999999987
93226,12.98,13.44,0.4599999999999991
94401,12.98,13.36,0.379999999999999
91740,12.98,13.35,0.3699999999999992
91304,12.97,13.25,0.27999999999999936
94922,12.97,11.71,-1.2599999999999998
95556,12.97,14.23,1.2599999999999998
96125,12.97,14.69,1.7199999999999989
96076,12.97,13.12,0.14999999999999858
93446,12.97,13.42,0.4499999999999993
92314,12.97,13.01,0.03999999999999915
92040,12.96,13.35,0.3899999999999988
95249,12.96,13.63,0.6699999999999999
93563,12.96,13.05,0.08999999999999986
90717,12.95,13.37,0.41999999999999993
95401,12.95,12.97,0.02000000000000135
95634,12.95,13.36,0.41000000000000014
92536,12.95,12.9,-0.049999999999998934
94133,12.95,13.78,0.8300000000000001
94102,12.95,13.71,0.7600000000000016
94080,12.95,13.45,0.5
95922,12.95,13.44,0.4900000000000002
95335,12.94,13.89,0.9500000000000011
96048,12.94,13.15,0.21000000000000085
94572,12.94,13.3,0.3600000000000012
93553,12.94,13.14,0.20000000000000107
92359,12.94,13.27,0.33000000000000007
96017,12.93,13.46,0.5300000000000011
91801,12.92,13.48,0.5600000000000005
95501,12.92,13.52,0.5999999999999996
95666,12.92,13.72,0.8000000000000007
95954,12.91,13.19,0.27999999999999936
95975,12.91,13.4,0.4900000000000002
96002,12.91,13.33,0.41999999999999993
93444,12.91,13.79,0.879999999999999
96028,12.91,13.12,0.20999999999999908
93405,12.9,13.77,0.8699999999999992
95585,12.9,13.8,0.9000000000000004
96050,12.9,13.48,0.5800000000000001
91723,12.9,13.32,0.41999999999999993
92780,12.9,13.15,0.25
95490,12.89,13.1,0.20999999999999908
94571,12.89,13.68,0.7899999999999991
90240,12.89,12.9,0.009999999999999787
95466,12.89,13.13,0.2400000000000002
95311,12.88,12.71,-0.16999999999999993
92061,12.88,13.55,0.6699999999999999
94579,12.88,12.99,0.10999999999999943
94559,12.88,13.29,0.40999999999999837
95437,12.88,13.46,0.5800000000000001
95842,12.86,12.86,0.0
92020,12.85,13.02,0.16999999999999993
95629,12.85,12.88,0.030000000000001137
95470,12.85,13.38,0.5300000000000011
96057,12.84,13.74,0.9000000000000004
91203,12.84,13.29,0.4499999999999993
92320,12.84,13.05,0.21000000000000085
91042,12.84,13.33,0.4900000000000002
93505,12.84,12.68,-0.16000000000000014
95648,12.84,14.17,1.33
95366,12.84,13.71,0.870000000000001
92083,12.84,12.02,-0.8200000000000003
96047,12.83,13.22,0.39000000000000057
91754,12.83,13.28,0.4499999999999993
90715,12.83,13.04,0.20999999999999908
90802,12.83,13.94,1.1099999999999994
92532,12.83,13.5,0.6699999999999999
91786,12.82,13.41,0.5899999999999999
95451,12.82,13.18,0.35999999999999943
95981,12.82,14.0,1.1799999999999997
95329,12.82,13.04,0.21999999999999886
92004,12.82,12.91,0.08999999999999986
91321,12.82,13.0,0.17999999999999972
93932,12.82,14.25,1.4299999999999997
95133,12.82,13.22,0.40000000000000036
95914,12.82,12.46,-0.35999999999999943
95635,12.82,13.85,1.0299999999999994
95204,12.82,12.95,0.129999999999999
94103,12.81,13.77,0.9599999999999991
93244,12.81,13.24,0.4299999999999997
93440,12.81,13.74,0.9299999999999997
93207,12.81,13.77,0.9599999999999991
95252,12.81,13.32,0.5099999999999998
95993,12.81,13.19,0.379999999999999
93517,12.8,12.81,0.009999999999999787
92346,12.8,12.9,0.09999999999999964
95379,12.8,13.52,0.7199999999999989
96084,12.8,13.59,0.7899999999999991
93669,12.8,13.2,0.3999999999999986
90620,12.79,13.41,0.620000000000001
92332,12.79,10.29,-2.5
96033,12.79,12.96,0.1700000000000017
91917,12.79,12.39,-0.3999999999999986
94014,12.79,13.14,0.3500000000000014
94545,12.78,13.28,0.5
91977,12.78,12.99,0.21000000000000085
92627,12.78,13.46,0.6800000000000015
95459,12.77,13.55,0.7800000000000011
95236,12.77,13.6,0.8300000000000001
91730,12.77,13.68,0.9100000000000001
90020,12.77,13.38,0.6100000000000012
92084,12.77,12.56,-0.20999999999999908
92399,12.77,13.32,0.5500000000000007
95429,12.76,12.74,-0.019999999999999574
96065,12.76,13.15,0.39000000000000057
96088,12.76,13.73,0.9700000000000006
92882,12.76,13.12,0.35999999999999943
95045,12.76,13.5,0.7400000000000002
94804,12.76,12.84,0.08000000000000007
95563,12.76,13.72,0.9600000000000009
93436,12.76,12.75,-0.009999999999999787
96112,12.75,12.98,0.23000000000000043
90631,12.75,13.18,0.4299999999999997
95814,12.75,13.6,0.8499999999999996
92070,12.75,12.9,0.15000000000000036
93561,12.75,13.0,0.25
94561,12.75,12.88,0.13000000000000078
95625,12.75,13.12,0.3699999999999992
91945,12.75,12.65,-0.09999999999999964
96104,12.74,13.89,1.1500000000000004
95540,12.73,13.15,0.41999999999999993
93602,12.73,13.54,0.8099999999999987
95694,12.72,13.18,0.4599999999999991
95551,12.72,13.26,0.5399999999999991
92054,12.71,13.14,0.4299999999999997
93238,12.71,13.8,1.0899999999999999
92372,12.71,12.44,-0.27000000000000135
95947,12.71,13.2,0.48999999999999844
96064,12.7,13.19,0.4900000000000002
91201,12.7,13.3,0.6000000000000014
95482,12.69,13.06,0.370000000000001
95675,12.69,14.0,1.3100000000000005
96025,12.69,13.37,0.6799999999999997
94578,12.68,12.75,0.07000000000000028
95453,12.68,13.26,0.5800000000000001
95372,12.68,13.75,1.0700000000000003
93612,12.68,12.82,0.14000000000000057
94580,12.68,12.94,0.2599999999999998
95207,12.68,12.96,0.28000000000000114
91384,12.67,13.11,0.4399999999999995
93292,12.67,12.8,0.13000000000000078
95941,12.67,11.52,-1.1500000000000004
94589,12.67,12.93,0.2599999999999998
95735,12.67,16.17,3.5000000000000018
96092,12.67,14.33,1.6600000000000001
95350,12.66,12.92,0.2599999999999998
91905,12.66,12.93,0.2699999999999996
92879,12.66,12.77,0.10999999999999943
90043,12.66,13.07,0.41000000000000014
95548,12.65,12.43,-0.22000000000000064
92069,12.65,12.82,0.16999999999999993
96130,12.65,12.45,-0.20000000000000107
91401,12.65,13.24,0.5899999999999999
96006,12.65,13.32,0.6699999999999999
93722,12.65,12.82,0.16999999999999993
92377,12.64,12.72,0.08000000000000007
93544,12.64,12.71,0.07000000000000028
96122,12.64,13.08,0.4399999999999995
95471,12.64,14.4,1.7599999999999998
92277,12.64,13.11,0.46999999999999886
95494,12.64,10.64,-2.0
93245,12.63,13.09,0.4599999999999991
96061,12.63,13.26,0.629999999999999
92544,12.63,12.66,0.02999999999999936
95454,12.62,12.98,0.3600000000000012
95376,12.62,12.68,0.0600000000000005
95527,12.62,12.99,0.370000000000001
91948,12.62,12.0,-0.6199999999999992
90704,12.61,12.58,-0.02999999999999936
92308,12.61,12.93,0.3200000000000003
95046,12.61,13.14,0.5300000000000011
93313,12.61,12.44,-0.16999999999999993
94060,12.61,11.98,-0.629999999999999
92027,12.6,12.43,-0.16999999999999993
96022,12.6,12.87,0.2699999999999996
95620,12.6,12.89,0.2900000000000009
92284,12.6,12.85,0.25
96143,12.6,13.01,0.41000000000000014
91306,12.6,12.58,-0.019999999999999574
92507,12.6,12.89,0.2900000000000009
95528,12.59,13.26,0.6699999999999999
94108,12.59,13.06,0.47000000000000064
95970,12.59,12.34,-0.25
93675,12.59,13.31,0.7200000000000006
93513,12.58,13.38,0.8000000000000007
95692,12.57,13.11,0.5399999999999991
92021,12.57,12.82,0.25
95982,12.57,13.5,0.9299999999999997
95493,12.57,12.16,-0.41000000000000014
94592,12.57,16.15,3.5799999999999983
96148,12.57,13.27,0.6999999999999993
90501,12.56,13.37,0.8099999999999987
90249,12.56,12.94,0.379999999999999
96086,12.56,13.51,0.9499999999999993
90028,12.56,13.73,1.17
93041,12.56,12.72,0.16000000000000014
93260,12.55,12.67,0.11999999999999922
96108,12.55,13.14,0.5899999999999999
96059,12.55,13.22,0.6699999999999999
94612,12.55,13.55,1.0
91906,12.55,12.91,0.35999999999999943
90502,12.55,13.41,0.8599999999999994
92806,12.55,12.88,0.33000000000000007
95830,12.55,13.9,1.3499999999999996
95316,12.54,12.8,0.26000000000000156
95828,12.54,12.17,-0.3699999999999992
95571,12.54,13.91,1.370000000000001
96052,12.53,13.04,0.5099999999999998
96040,12.52,12.13,-0.3899999999999988
92282,12.52,12.31,-0.20999999999999908
94590,12.52,13.05,0.5300000000000011
93534,12.52,12.47,-0.049999999999998934
96011,12.52,13.43,0.9100000000000001
92595,12.52,13.02,0.5
96034,12.51,12.73,0.22000000000000064
95695,12.51,12.97,0.46000000000000085
95550,12.51,14.88,2.370000000000001
91803,12.51,13.1,0.5899999999999999
95569,12.5,12.55,0.05000000000000071
96080,12.5,13.05,0.5500000000000007
95425,12.5,13.12,0.6199999999999992
95361,12.5,13.17,0.6699999999999999
95220,12.5,13.28,0.7799999999999994
95020,12.49,13.09,0.5999999999999996
95934,12.49,13.18,0.6899999999999995
91010,12.48,13.05,0.5700000000000003
93454,12.48,12.28,-0.20000000000000107
95559,12.48,10.66,-1.8200000000000003
95717,12.48,13.17,0.6899999999999995
92392,12.48,12.69,0.20999999999999908
95668,12.48,12.82,0.33999999999999986
93545,12.48,12.51,0.02999999999999936
95619,12.48,13.18,0.6999999999999993
95564,12.47,13.73,1.2599999999999998
94112,12.47,12.96,0.4900000000000002
95023,12.47,12.63,0.16000000000000014
95368,12.47,12.44,-0.030000000000001137
95674,12.46,13.17,0.7099999999999991
96101,12.46,13.1,0.6399999999999988
92364,12.46,14.0,1.5399999999999991
90710,12.46,13.07,0.6099999999999994
95817,12.46,13.48,1.0199999999999996
96117,12.45,13.67,1.2200000000000006
95230,12.44,12.07,-0.3699999999999992
95554,12.44,13.33,0.8900000000000006
95595,12.44,15.08,2.6400000000000006
96110,12.44,12.41,-0.02999999999999936
95552,12.44,13.84,1.4000000000000004
95822,12.43,12.92,0.4900000000000002
93530,12.43,16.94,4.510000000000002
95348,12.43,12.77,0.33999999999999986
95428,12.43,13.28,0.8499999999999996
92311,12.43,12.62,0.1899999999999995
95919,12.43,13.7,1.2699999999999996
90248,12.43,12.84,0.41000000000000014
96031,12.42,13.48,1.0600000000000005
92504,12.42,12.8,0.3800000000000008
94541,12.42,12.87,0.4499999999999993
95555,12.42,13.57,1.1500000000000004
95742,12.42,14.87,2.4499999999999993
93626,12.41,13.93,1.5199999999999996
91932,12.41,12.77,0.35999999999999943
95237,12.41,12.42,0.009999999999999787
92545,12.41,12.78,0.3699999999999992
93306,12.4,12.6,0.1999999999999993
91601,12.4,13.55,1.1500000000000004
93518,12.39,12.86,0.46999999999999886
95916,12.39,12.7,0.3099999999999987
92365,12.39,12.81,0.41999999999999993
92407,12.39,12.21,-0.17999999999999972
93631,12.39,13.07,0.6799999999999997
95607,12.39,13.22,0.8300000000000001
95121,12.39,12.86,0.46999999999999886
94511,12.38,12.95,0.5699999999999985
92066,12.38,12.74,0.35999999999999943
92114,12.38,12.55,0.16999999999999993
95336,12.38,12.59,0.20999999999999908
90621,12.38,13.16,0.7799999999999994
91790,12.37,12.81,0.4400000000000013
95626,12.37,12.63,0.26000000000000156
92683,12.37,12.62,0.25
92220,12.37,12.63,0.26000000000000156
95257,12.36,13.2,0.8399999999999999
96039,12.36,12.9,0.5400000000000009
92860,12.36,12.88,0.5200000000000014
95357,12.35,12.57,0.22000000000000064
90241,12.35,12.74,0.39000000000000057
91204,12.35,12.88,0.5300000000000011
91722,12.35,12.71,0.3600000000000012
92868,12.34,13.13,0.7900000000000009
91205,12.34,12.99,0.6500000000000004
91755,12.34,12.75,0.41000000000000014
93562,12.34,12.28,-0.0600000000000005
92394,12.34,12.01,-0.33000000000000007
95565,12.34,13.04,0.6999999999999993
92596,12.34,13.66,1.3200000000000003
92586,12.34,12.9,0.5600000000000005
92567,12.33,12.37,0.03999999999999915
90604,12.33,12.93,0.5999999999999996
94565,12.33,12.61,0.27999999999999936
93535,12.32,12.23,-0.08999999999999986
96055,12.32,12.71,0.39000000000000057
93221,12.32,12.73,0.41000000000000014
92252,12.32,13.19,0.8699999999999992
93451,12.31,12.84,0.5299999999999994
93560,12.31,12.44,0.129999999999999
95930,12.31,13.03,0.7199999999999989
95612,12.31,14.08,1.7699999999999996
96007,12.31,12.73,0.41999999999999993
93308,12.3,12.81,0.5099999999999998
96118,12.3,13.07,0.7699999999999996
96085,12.3,13.4,1.0999999999999996
90731,12.3,12.72,0.41999999999999993
95537,12.3,13.91,1.6099999999999994
95632,12.3,12.82,0.5199999999999996
91931,12.3,12.91,0.6099999999999994
92327,12.3,14.21,1.9100000000000001
92832,12.3,12.97,0.6699999999999999
95691,12.29,13.48,1.1900000000000013
95526,12.29,12.71,0.4200000000000017
95543,12.28,13.69,1.4100000000000001
95254,12.28,14.44,2.16
93726,12.28,12.45,0.16999999999999993
90804,12.28,12.89,0.6100000000000012
90822,12.28,13.35,1.0700000000000003
96044,12.28,13.13,0.8500000000000014
91335,12.27,12.6,0.33000000000000007
93653,12.27,13.3,1.0300000000000011
92590,12.27,13.62,1.3499999999999996
92551,12.27,12.12,-0.15000000000000036
91103,12.27,13.06,0.7900000000000009
94520,12.27,12.58,0.3100000000000005
96013,12.26,12.67,0.41000000000000014
95673,12.26,12.52,0.2599999999999998
96113,12.26,11.48,-0.7799999999999994
96029,12.25,13.39,1.1400000000000006
92371,12.25,12.41,0.16000000000000014
96038,12.25,12.62,0.3699999999999992
92223,12.24,13.53,1.2899999999999991
95991,12.24,12.5,0.2599999999999998
95641,12.24,12.42,0.17999999999999972
92539,12.23,12.22,-0.009999999999999787
95323,12.23,12.59,0.35999999999999943
93230,12.22,12.66,0.4399999999999995
92582,12.22,12.64,0.41999999999999993
95043,12.22,13.64,1.42
92025,12.22,12.43,0.20999999999999908
92804,12.22,12.47,0.25
94544,12.21,12.49,0.27999999999999936
95988,12.21,12.9,0.6899999999999995
95449,12.21,13.14,0.9299999999999997
95320,12.21,12.93,0.7199999999999989
93516,12.19,12.11,-0.08000000000000007
95337,12.19,12.9,0.7100000000000009
95457,12.19,12.87,0.6799999999999997
92505,12.19,12.43,0.2400000000000002
92241,12.19,12.52,0.33000000000000007
95966,12.18,12.72,0.5400000000000009
91406,12.18,12.74,0.5600000000000005
95823,12.18,12.24,0.0600000000000005
91345,12.17,12.49,0.3200000000000003
93285,12.17,13.6,1.4299999999999997
90302,12.17,12.87,0.6999999999999993
92259,12.17,12.86,0.6899999999999995
93554,12.16,13.22,1.0600000000000005
96041,12.16,13.52,1.3599999999999994
95979,12.16,12.17,0.009999999999999787
95423,12.16,12.66,0.5
92234,12.16,12.4,0.2400000000000002
93301,12.16,12.38,0.22000000000000064
95439,12.16,11.85,-0.3100000000000005
93552,12.15,11.83,-0.3200000000000003
96056,12.15,13.5,1.3499999999999996
92840,12.15,12.45,0.29999999999999893
92503,12.15,12.33,0.17999999999999972
95458,12.15,12.36,0.20999999999999908
95127,12.14,12.34,0.1999999999999993
95224,12.14,12.77,0.629999999999999
93727,12.14,12.73,0.5899999999999999
93901,12.14,13.03,0.8899999999999988
92251,12.14,12.65,0.5099999999999998
90019,12.14,12.88,0.7400000000000002
95925,12.13,13.01,0.879999999999999
96109,12.13,13.21,1.08
92398,12.13,13.48,1.3499999999999996
92336,12.13,13.2,1.0699999999999985
95113,12.13,15.4,3.2699999999999996
95112,12.13,13.18,1.049999999999999
95255,12.12,12.95,0.8300000000000001
96071,12.12,12.39,0.27000000000000135
96105,12.11,12.56,0.45000000000000107
95932,12.11,12.54,0.4299999999999997
93522,12.11,16.22,4.109999999999999
95655,12.11,14.28,2.17
93705,12.1,12.01,-0.08999999999999986
91411,12.1,13.08,0.9800000000000004
96010,12.1,12.77,0.6699999999999999
95776,12.1,13.15,1.0500000000000007
92404,12.1,11.93,-0.16999999999999993
90745,12.1,12.82,0.7200000000000006
95415,12.1,11.8,-0.29999999999999893
95485,12.09,12.83,0.7400000000000002
95301,12.08,12.36,0.27999999999999936
91776,12.08,12.67,0.5899999999999999
92841,12.08,12.61,0.5299999999999994
90602,12.08,12.51,0.4299999999999997
94806,12.07,12.25,0.17999999999999972
95340,12.07,13.35,1.2799999999999994
90706,12.07,12.46,0.39000000000000057
95441,12.07,13.16,1.0899999999999999
92585,12.07,12.79,0.7199999999999989
93461,12.06,12.41,0.34999999999999964
91502,12.06,12.98,0.9199999999999999
95330,12.06,12.51,0.4499999999999993
95531,12.06,12.8,0.7400000000000002
92239,12.05,11.18,-0.870000000000001
91911,12.05,12.24,0.1899999999999995
92501,12.05,12.67,0.6199999999999992
92345,12.05,12.18,0.129999999999999
91710,12.05,12.82,0.7699999999999996
92356,12.05,12.74,0.6899999999999995
93254,12.04,12.41,0.370000000000001
93251,12.03,11.47,-0.5599999999999987
93906,12.03,12.02,-0.009999999999999787
95562,12.02,12.75,0.7300000000000004
90701,12.02,12.93,0.9100000000000001
95039,12.02,11.41,-0.6099999999999994
95232,12.0,13.03,1.0299999999999994
95736,12.0,17.68,5.68
93728,12.0,12.81,0.8100000000000005
95640,12.0,12.7,0.6999999999999993
93501,11.99,11.91,-0.08000000000000007
90242,11.99,12.55,0.5600000000000005
93641,11.99,12.43,0.4399999999999995
92324,11.99,11.99,0.0
92285,11.98,12.4,0.41999999999999993
90250,11.98,12.58,0.5999999999999996
95965,11.98,12.67,0.6899999999999995
90047,11.97,12.59,0.6199999999999992
94606,11.97,12.71,0.7400000000000002
92337,11.96,12.24,0.27999999999999936
93591,11.95,12.04,0.08999999999999986
93955,11.95,12.63,0.6800000000000015
91343,11.95,12.55,0.6000000000000014
92363,11.95,12.62,0.6699999999999999
95327,11.95,12.28,0.33000000000000007
95660,11.95,12.62,0.6699999999999999
93243,11.94,12.4,0.46000000000000085
90247,11.93,12.7,0.7699999999999996
95917,11.92,12.21,0.2900000000000009
92243,11.91,12.17,0.2599999999999998
95407,11.91,12.17,0.2599999999999998
95963,11.91,12.41,0.5
92240,11.9,12.05,0.15000000000000036
96019,11.89,12.93,1.0399999999999991
93429,11.89,10.92,-0.9700000000000006
95386,11.88,11.71,-0.16999999999999993
95681,11.88,12.74,0.8599999999999994
92530,11.88,12.0,0.11999999999999922
92276,11.88,12.61,0.7299999999999986
92154,11.88,12.2,0.3199999999999985
93268,11.88,12.22,0.33999999999999986
92347,11.88,12.5,0.6199999999999992
95901,11.88,12.58,0.6999999999999993
92844,11.87,12.3,0.4300000000000015
93445,11.86,12.19,0.33000000000000007
90605,11.86,12.42,0.5600000000000005
93637,11.86,12.14,0.28000000000000114
94134,11.86,12.35,0.4900000000000002
95354,11.85,12.43,0.5800000000000001
95690,11.85,13.29,1.4399999999999995
95240,11.84,12.22,0.3800000000000008
90004,11.83,12.93,1.0999999999999996
92242,11.83,12.7,0.8699999999999992
95627,11.83,12.2,0.3699999999999992
94512,11.82,13.33,1.5099999999999998
90065,11.81,12.66,0.8499999999999996
92655,11.81,12.37,0.5599999999999987
93625,11.81,12.3,0.4900000000000002
95326,11.81,12.57,0.7599999999999998
92801,11.81,12.45,0.6399999999999988
96054,11.8,12.41,0.6099999999999994
93621,11.8,12.83,1.0299999999999994
90260,11.79,12.33,0.5400000000000009
90013,11.79,13.22,1.4300000000000015
93635,11.78,11.73,-0.049999999999998934
92389,11.78,12.57,0.7900000000000009
95514,11.78,12.42,0.6400000000000006
92583,11.77,12.1,0.33000000000000007
96023,11.77,12.36,0.5899999999999999
93543,11.77,11.68,-0.08999999999999986
93015,11.77,11.99,0.22000000000000064
95367,11.76,12.43,0.6699999999999999
96134,11.76,12.81,1.0500000000000007
94607,11.76,13.26,1.5
91767,11.76,12.23,0.47000000000000064
95838,11.75,11.94,0.1899999999999995
91761,11.75,12.18,0.4299999999999997
93549,11.74,12.7,0.9599999999999991
96021,11.73,12.12,0.3899999999999988
93550,11.73,11.68,-0.05000000000000071
92543,11.73,12.03,0.29999999999999893
95444,11.72,12.72,1.0
92405,11.72,11.94,0.21999999999999886
92553,11.71,11.6,-0.11000000000000121
95955,11.71,12.45,0.7399999999999984
95464,11.7,12.39,0.6900000000000013
95567,11.7,12.4,0.7000000000000011
95546,11.7,12.84,1.1400000000000006
95615,11.7,13.0,1.3000000000000007
95820,11.7,12.52,0.8200000000000003
91963,11.69,11.56,-0.129999999999999
93654,11.68,11.91,0.23000000000000043
93291,11.68,12.75,1.0700000000000003
90806,11.68,12.23,0.5500000000000007
90680,11.67,12.18,0.5099999999999998
95111,11.67,11.9,0.23000000000000043
95360,11.67,11.84,0.16999999999999993
94124,11.67,12.55,0.8800000000000008
90640,11.67,12.12,0.4499999999999993
95939,11.66,12.48,0.8200000000000003
95210,11.66,12.06,0.40000000000000036
90016,11.66,12.51,0.8499999999999996
92301,11.66,11.73,0.07000000000000028
95511,11.66,11.76,0.09999999999999964
95203,11.65,12.34,0.6899999999999995
93210,11.64,12.02,0.379999999999999
93224,11.64,12.09,0.4499999999999993
95422,11.64,12.38,0.7400000000000002
90026,11.63,13.09,1.459999999999999
93287,11.63,12.97,1.3399999999999999
95948,11.63,12.13,0.5
93240,11.63,12.9,1.2699999999999996
96009,11.62,13.12,1.5
92250,11.61,11.56,-0.049999999999998934
95363,11.6,12.08,0.4800000000000004
96074,11.6,10.81,-0.7899999999999991
91342,11.6,12.12,0.5199999999999996
93030,11.6,11.88,0.28000000000000114
93205,11.59,13.13,1.540000000000001
93657,11.59,12.23,0.6400000000000006
95957,11.59,12.74,1.1500000000000004
90670,11.58,12.36,0.7799999999999994
92802,11.58,12.05,0.47000000000000064
91762,11.57,11.96,0.39000000000000057
95303,11.56,12.38,0.8200000000000003
95369,11.56,12.68,1.1199999999999992
94801,11.56,11.9,0.33999999999999986
93252,11.56,11.11,-0.45000000000000107
96058,11.55,12.55,1.0
95380,11.55,12.19,0.6399999999999988
95076,11.55,11.81,0.2599999999999998
91606,11.55,12.3,0.75
96075,11.55,12.59,1.0399999999999991
90650,11.54,12.24,0.7000000000000011
91702,11.53,12.27,0.7400000000000002
93255,11.53,13.39,1.8600000000000012
92706,11.52,12.03,0.5099999999999998
90042,11.52,12.52,1.0
91405,11.51,12.23,0.7200000000000006
95815,11.51,11.96,0.45000000000000107
92571,11.5,11.59,0.08999999999999986
92509,11.49,11.72,0.23000000000000043
92203,11.49,13.77,2.2799999999999994
94063,11.49,11.91,0.41999999999999993
95943,11.49,13.06,1.5700000000000003
92201,11.49,11.79,0.29999999999999893
95307,11.48,11.67,0.1899999999999995
95912,11.46,12.0,0.5399999999999991
93274,11.46,11.93,0.46999999999999886
93304,11.46,11.7,0.23999999999999844
91752,11.45,12.39,0.9400000000000013
91303,11.45,12.41,0.9600000000000009
90805,11.44,11.9,0.46000000000000085
95313,11.44,11.08,-0.35999999999999943
92548,11.43,11.45,0.019999999999999574
92376,11.42,11.54,0.11999999999999922
93060,11.42,11.97,0.5500000000000007
