,Median_Household_Income_2014,Zip
1245,"$42,545",95629
1246,"$42,517",92284
1247,"$42,500",94971
1248,"$42,500",95568
1249,"$42,500",96132
1250,"$42,454",93930
1251,"$42,433",96020
1252,"$42,404",95206
1253,"$42,366",95333
1254,"$42,323",92345
1255,"$42,319",95901
1256,"$42,303",93630
1257,"$42,299",95383
1258,"$42,273",93224
1259,"$42,273",95950
1260,"$42,250",93625
1261,"$42,237",93549
1262,"$42,228",95832
1263,"$42,222",93641
1264,"$42,213",95360
1265,"$42,212",92320
1266,"$42,206",92243
1267,"$42,195",91606
1268,"$42,084",92544
1269,"$42,083",93450
1270,"$42,057",90262
1271,"$41,982",95969
1272,"$41,964",92268
1273,"$41,888",95942
1274,"$41,772",96094
1275,"$41,737",93308
1276,"$41,615",95660
1277,"$41,612",94103
1278,"$41,579",93286
1279,"$41,578",90744
1280,"$41,575",92102
1281,"$41,536",92617
1282,"$41,522",96124
1283,"$41,488",93206
1284,"$41,488",93405
1285,"$41,485",91732
1286,"$41,458",95249
1287,"$41,393",95553
1288,"$41,278",92324
1289,"$41,202",92315
1290,"$41,187",90302
1291,"$41,136",95531
1292,"$41,103",95328
1293,"$41,051",92507
1294,"$41,042",95345
1295,"$41,042",96076
1296,"$41,016",96101
1297,"$40,962",94603
1298,"$40,930",91733
1299,"$40,903",95348
1300,"$40,897",92236
1301,"$40,833",93263
1302,"$40,826",94590
1303,"$40,807",90303
1304,"$40,781",96028
1305,"$40,775",95966
1306,"$40,753",95215
1307,"$40,747",96055
1308,"$40,732",95322
1309,"$40,730",95820
1310,"$40,545",95954
1311,"$40,528",90047
1312,"$40,500",95563
1313,"$40,461",95350
1314,"$40,455",96019
1315,"$40,341",94576
1316,"$40,340",96143
1317,"$40,208",91502
1318,"$40,181",95562
1319,"$40,179",93251
1320,"$40,119",92545
1321,"$40,109",93242
1322,"$40,079",92230
1323,"$40,056",90222
1324,"$40,024",92201
1325,"$40,021",95240
1326,"$39,917",92220
1327,"$39,880",93591
1328,"$39,756",96021
1329,"$39,753",91204
1330,"$39,743",95380
1331,"$39,622",91963
1332,"$39,601",94601
1333,"$39,551",93257
1334,"$39,533",91950
1335,"$39,528",92583
1336,"$39,485",95963
1337,"$39,481",95838
1338,"$39,464",92548
1339,"$39,409",92252
1340,"$39,375",95646
1341,"$39,288",96080
1342,"$39,219",95306
1343,"$39,206",90063
1344,"$39,206",93280
1345,"$39,167",95717
1346,"$39,110",95246
1347,"$39,060",92701
1348,"$39,055",90716
1349,"$39,051",90022
1350,"$39,051",93610
1351,"$39,013",96092
1352,"$39,009",91402
1353,"$38,907",96007
1354,"$38,889",96038
1355,"$38,856",94801
1356,"$38,853",92539
1357,"$38,777",95821
1358,"$38,767",92404
1359,"$38,750",94956
1360,"$38,750",95456
1361,"$38,750",95641
1362,"$38,750",96068
1363,"$38,738",90043
1364,"$38,733",93202
1365,"$38,709",92395
1366,"$38,690",95728
1367,"$38,665",93668
1368,"$38,636",95916
1369,"$38,563",95207
1370,"$38,510",95210
1371,"$38,502",93550
1372,"$38,500",96057
1373,"$38,493",90004
1374,"$38,491",95019
1375,"$38,464",95841
1376,"$38,438",96017
1377,"$38,359",93673
1378,"$38,276",95437
1379,"$38,269",93618
1380,"$38,255",95605
1381,"$38,229",92333
1382,"$38,175",95501
1383,"$38,162",91405
1384,"$38,089",96013
1385,"$38,077",94130
1386,"$38,050",90016
1387,"$37,813",90301
1388,"$37,727",96044
1389,"$37,703",95410
1390,"$37,692",95490
1391,"$37,672",95811
1392,"$37,663",95910
1393,"$37,631",95385
1394,"$37,591",92405
1395,"$37,500",95310
1396,"$37,500",95951
1397,"$37,461",95935
1398,"$37,414",91205
1399,"$37,382",95825
1400,"$37,321",95449
1401,"$37,316",92277
1402,"$37,296",95926
1403,"$37,288",94606
1404,"$37,264",95203
1405,"$37,235",96134
1406,"$37,207",93612
1407,"$37,188",92322
1408,"$37,150",92391
1409,"$37,121",90020
1410,"$37,083",95462
1411,"$37,082",90023
1412,"$37,013",90201
1413,"$36,955",91731
1414,"$36,893",92105
1415,"$36,890",93638
1416,"$36,875",94108
1417,"$36,875",96065
1418,"$36,875",96071
1419,"$36,845",94511
1420,"$36,838",92309
1421,"$36,778",90304
1422,"$36,737",92637
1423,"$36,731",95823
1424,"$36,678",95255
1425,"$36,563",95567
1426,"$36,500",92004
1427,"$36,450",90270
1428,"$36,447",96059
1429,"$36,429",96040
1430,"$36,406",93244
1431,"$36,394",92586
1432,"$36,321",93215
1433,"$36,310",96069
1434,"$36,254",95354
1435,"$36,201",95445
1436,"$36,196",95454
1437,"$36,180",90008
1438,"$36,167",95231
1439,"$36,000",95558
1440,"$35,985",90255
1441,"$35,750",95595
1442,"$35,745",92173
1443,"$35,635",93725
1444,"$35,634",95542
1445,"$35,607",95573
1446,"$35,603",92327
1447,"$35,600",93534
1448,"$35,476",95313
1449,"$35,429",93203
1450,"$35,315",92240
1451,"$35,253",90029
1452,"$35,220",95965
1453,"$35,150",93304
1454,"$34,961",93250
1455,"$34,945",96122
1456,"$34,911",95527
1457,"$34,896",92241
1458,"$34,869",93620
1459,"$34,845",95817
1460,"$34,783",92386
1461,"$34,769",93452
1462,"$34,750",92328
1463,"$34,750",93207
1464,"$34,733",92231
1465,"$34,732",95351
1466,"$34,688",96111
1467,"$34,656",90031
1468,"$34,643",95415
1469,"$34,583",95552
1470,"$34,566",90061
1471,"$34,565",93212
1472,"$34,537",92301
1473,"$34,505",93247
1474,"$34,505",93272
1475,"$34,500",95947
1476,"$34,464",96050
1477,"$34,358",93307
1478,"$34,192",94607
1479,"$34,191",96048
1480,"$34,063",92282
1481,"$34,063",95735
1482,"$34,050",90001
1483,"$33,850",90038
1484,"$33,813",93665
1485,"$33,750",92408
1486,"$33,678",90059
1487,"$33,600",93624
1488,"$33,582",92356
1489,"$33,375",92086
1490,"$33,373",95814
1491,"$33,357",95205
1492,"$33,333",96123
1493,"$33,309",95335
1494,"$33,173",95903
1495,"$33,162",93267
1496,"$33,125",92368
1497,"$33,125",95555
1498,"$33,100",95968
1499,"$33,036",95317
1500,"$33,011",93249
1501,"$32,898",93647
1502,"$32,897",93501
1503,"$32,783",93235
1504,"$32,782",95428
1505,"$32,750",93254
1506,"$32,747",92411
1507,"$32,721",96025
1508,"$32,711",95521
1509,"$32,710",92363
1510,"$32,658",93728
1511,"$32,635",93705
1512,"$32,634",96052
1513,"$32,500",96010
1514,"$32,500",96126
1515,"$32,471",93726
1516,"$32,431",95432
1517,"$32,361",95715
1518,"$32,328",92233
1519,"$32,319",95365
1520,"$32,273",93223
1521,"$32,233",95341
1522,"$32,175",93648
1523,"$32,125",93622
1524,"$32,104",90018
1525,"$32,067",90062
1526,"$32,054",92281
1527,"$32,045",92256
1528,"$31,964",95543
1529,"$31,932",95569
1530,"$31,917",96091
1531,"$31,912",93545
1532,"$31,892",95934
1533,"$31,886",93241
1534,"$31,818",93650
1535,"$31,771",93252
1536,"$31,742",90028
1537,"$31,544",93621
1538,"$31,438",95686
1539,"$31,403",90006
1540,"$31,296",92266
1541,"$31,250",93616
1542,"$31,250",96074
1543,"$31,250",96115
1544,"$31,215",90813
1545,"$31,214",90005
1546,"$31,144",93285
1547,"$31,111",93608
1548,"$31,058",96058
1549,"$30,997",94704
1550,"$30,963",93301
1551,"$30,879",94612
1552,"$30,710",96023
1553,"$30,708",93516
1554,"$30,528",94621
1555,"$30,500",96034
1556,"$30,478",93562
1557,"$30,214",90002
1558,"$30,016",90003
1559,"$29,952",96046
1560,"$29,913",95560
1561,"$29,889",90011
1562,"$29,848",93283
1563,"$29,812",93305
1564,"$29,721",95815
1565,"$29,708",95485
1566,"$29,659",96109
1567,"$29,511",92283
1568,"$29,492",90012
1569,"$29,362",92285
1570,"$29,306",96033
1571,"$29,304",93234
1572,"$29,302",93204
1573,"$29,250",95960
1574,"$29,197",93706
1575,"$29,063",95939
1576,"$29,048",96104
1577,"$29,030",93255
1578,"$29,005",93261
1579,"$28,958",94940
1580,"$28,953",90015
1581,"$28,953",96097
1582,"$28,897",95486
1583,"$28,750",96039
1584,"$28,556",94922
1585,"$28,472",95387
1586,"$28,447",95824
1587,"$28,406",93703
1588,"$28,344",90044
1589,"$28,285",93519
1590,"$28,261",96133
1591,"$28,185",92113
1592,"$28,005",93518
1593,"$27,938",93201
1594,"$27,914",93646
1595,"$27,890",92274
1596,"$27,807",93270
1597,"$27,727",96087
1598,"$27,379",95423
1599,"$27,361",93256
1600,"$27,190",90033
1601,"$27,163",92543
1602,"$27,120",92410
1603,"$26,958",93626
1604,"$26,940",90057
1605,"$26,852",92273
1606,"$26,827",96041
1607,"$26,813",93554
1608,"$26,771",96110
1609,"$26,667",92242
1610,"$26,667",95464
1611,"$26,638",90037
1612,"$26,518",95585
1613,"$26,491",92254
1614,"$26,281",95546
1615,"$26,250",95983
1616,"$26,250",96112
1617,"$26,223",93660
1618,"$26,058",95548
1619,"$26,054",93240
1620,"$26,031",93702
1621,"$26,000",93512
1622,"$25,934",95422
1623,"$25,741",93640
1624,"$25,707",92258
1625,"$25,662",96047
1626,"$25,486",93558
1627,"$25,327",93615
1628,"$25,200",95914
1629,"$24,814",95319
1630,"$24,722",95922
1631,"$24,625",96116
1632,"$24,375",93260
1633,"$24,276",93666
1634,"$24,205",96015
1635,"$24,127",94102
1636,"$24,122",93266
1637,"$24,118",93218
1638,"$24,032",91931
1639,"$24,009",93623
1640,"$23,750",95554
1641,"$23,542",96031
1642,"$23,458",93219
1643,"$22,917",93652
1644,"$22,904",95559
1645,"$22,893",95514
1646,"$22,646",90007
1647,"$21,979",95526
1648,"$21,912",92259
1649,"$21,875",96054
1650,"$21,838",96086
1651,"$21,429",95248
1652,"$21,410",95427
1653,"$21,333",94950
1654,"$21,120",90013
1655,"$21,009",90017
1656,"$20,980",95458
1657,"$20,972",96075
1658,"$20,896",93258
1659,"$20,349",93205
1660,"$20,179",95224
1661,"$19,922",95225
1662,"$19,375",92275
1663,"$18,750",96011
1664,"$18,553",93701
1665,"$18,220",92257
1666,"$17,981",91046
1667,"$17,134",90014
1668,"$16,649",92401
1669,"$16,537",95537
1670,"$16,154",93606
1671,"$15,988",90058
1672,"$15,529",95443
1673,"$15,023",95202
1674,"$14,848",92341
1675,"$14,688",96037
1676,"$14,073",95679
1677,"$13,906",93528
1678,"$13,750",95511
1679,"$12,748",90021
1680,"$12,404",96049
1681,"$12,000",92389
1682,"$11,922",93721
1683,"$11,250",93530
1684,"$10,625",90089
1685,"$10,481",95915
1686,"$6,827",93669
