,Median_Rent_2000,zip
1568,$369,96028
1569,$368,92267
1570,$367,90058
1571,$366,96034
1572,$364,93234
1573,$363,96068
1574,$361,95925
1575,$353,93562
1576,$353,93660
1577,$350,93621
1578,$350,93666
1579,$350,95480
1580,$350,95571
1581,$350,95986
1582,$348,92254
1583,$348,95569
1584,$338,95981
1585,$338,96031
1586,$337,92274
1587,$333,92283
1588,$333,96085
1589,$330,92266
1590,$329,96037
1591,$325,95427
1592,$325,95920
1593,$325,96061
1594,$325,96119
1595,$313,93522
1596,$313,96086
1597,$308,96065
1598,$302,90021
1599,$293,95424
1600,$286,90013
1601,$286,92239
1602,$284,95224
1603,$283,95550
1604,$282,95910
1605,$280,95646
1606,$280,95655
1607,$279,95595
1608,$279,96046
1609,$275,92389
1610,$270,96011
1611,$263,93624
1612,$259,95556
1613,$254,93641
1614,$246,95835
1615,$244,93628
1616,$244,96106
1617,$241,93669
1618,$225,93627
1619,$225,95325
1620,$225,96112
1621,$215,90014
1622,$204,95939
1623,$196,95923
1624,$139,95385
