,house_median_value_2014,zip
1235,"$203,500",95826
1236,"$203,300",96107
1237,"$203,200",95237
1238,"$203,100",96031
1239,"$203,100",96132
1240,"$202,400",93704
1241,"$201,500",96032
1242,"$201,100",95970
1243,"$200,800",92637
1244,"$200,700",96059
1245,"$200,000",93616
1246,"$200,000",95956
1247,"$199,500",95619
1248,"$199,300",95336
1249,"$198,900",92585
1250,"$198,700",95653
1251,"$198,600",92378
1252,"$198,600",95311
1253,"$198,500",96052
1254,"$198,300",95426
1255,"$197,600",95330
1256,"$197,500",96048
1257,"$197,200",93245
1258,"$197,100",95545
1259,"$197,100",95957
1260,"$196,700",93532
1261,"$195,900",93434
1262,"$195,900",95453
1263,"$195,500",96094
1264,"$194,900",95451
1265,"$194,300",95324
1266,"$193,900",95626
1267,"$193,800",95209
1268,"$193,800",95564
1269,"$193,000",96056
1270,"$192,400",92407
1271,"$192,100",92341
1272,"$191,400",92342
1273,"$191,300",90058
1274,"$191,000",95255
1275,"$190,300",93930
1276,"$189,700",95467
1277,"$189,300",93727
1278,"$189,000",95982
1279,"$188,300",92501
1280,"$187,900",94511
1281,"$187,800",95368
1282,"$187,600",93221
1283,"$186,900",92004
1284,"$186,800",95636
1285,"$185,900",92530
1286,"$184,600",92335
1287,"$184,500",96057
1288,"$183,800",93927
1289,"$182,400",95531
1290,"$182,300",93710
1291,"$182,100",91917
1292,"$182,000",93630
1293,"$180,900",94589
1294,"$180,700",94621
1295,"$180,200",92251
1296,"$180,100",92234
1297,"$179,900",96122
1298,"$179,800",93526
1299,"$179,700",91906
1300,"$179,500",92325
1301,"$178,900",93657
1302,"$178,800",94590
1303,"$178,100",96084
1304,"$177,500",95334
1305,"$177,100",95327
1306,"$177,000",93555
1307,"$176,600",95827
1308,"$176,100",92316
1309,"$176,100",95367
1310,"$176,100",96130
1311,"$176,000",95914
1312,"$175,800",92307
1313,"$175,700",93722
1314,"$175,700",96007
1315,"$174,700",93668
1316,"$174,700",95673
1317,"$174,400",93553
1318,"$174,300",93461
1319,"$174,000",95692
1320,"$173,700",93313
1321,"$173,700",95621
1322,"$173,600",93230
1323,"$173,600",96112
1324,"$173,500",93242
1325,"$172,100",92358
1326,"$172,000",95948
1327,"$171,900",95457
1328,"$171,900",95629
1329,"$171,900",95645
1330,"$171,600",96086
1331,"$171,400",95833
1332,"$171,200",93518
1333,"$170,700",93654
1334,"$170,400",92551
1335,"$170,400",96080
1336,"$170,200",93243
1337,"$170,000",96090
1338,"$169,500",92570
1339,"$169,500",94089
1340,"$169,400",93292
1341,"$169,200",92408
1342,"$169,100",93277
1343,"$168,900",95134
1344,"$168,600",96097
1345,"$168,500",95485
1346,"$168,500",95932
1347,"$168,300",95951
1348,"$168,100",93285
1349,"$168,000",95960
1350,"$167,800",93308
1351,"$167,700",92571
1352,"$167,700",95363
1353,"$167,200",95916
1354,"$167,100",95340
1355,"$167,000",95471
1356,"$166,400",92365
1357,"$166,400",95841
1358,"$165,600",93954
1359,"$165,400",95225
1360,"$165,300",95550
1361,"$165,300",95947
1362,"$165,200",93662
1363,"$165,200",94801
1364,"$164,800",95987
1365,"$164,800",96115
1366,"$164,600",92376
1367,"$164,300",93544
1368,"$163,800",92220
1369,"$163,600",93517
1370,"$163,400",95961
1371,"$163,400",96014
1372,"$163,300",95301
1373,"$163,000",95207
1374,"$162,800",92324
1375,"$162,700",95901
1376,"$162,500",95641
1377,"$162,500",96061
1378,"$162,200",93222
1379,"$161,800",95464
1380,"$161,700",93637
1381,"$161,700",95919
1382,"$161,700",96064
1383,"$161,600",95991
1384,"$161,400",93656
1385,"$161,100",96119
1386,"$161,000",93552
1387,"$160,700",95832
1388,"$160,600",92536
1389,"$160,300",92404
1390,"$160,200",95202
1391,"$160,100",92308
1392,"$160,000",92320
1393,"$160,000",96019
1394,"$159,900",93274
1395,"$159,800",95605
1396,"$159,600",95511
1397,"$159,200",95380
1398,"$159,100",93270
1399,"$159,100",95953
1400,"$159,100",95966
1401,"$159,100",96109
1402,"$158,800",93206
1403,"$158,600",93527
1404,"$158,600",95820
1405,"$158,500",96035
1406,"$158,300",95423
1407,"$158,200",96058
1408,"$158,100",93309
1409,"$158,100",96055
1410,"$157,700",92582
1411,"$157,600",95333
1412,"$157,400",92553
1413,"$157,400",95697
1414,"$157,200",95842
1415,"$157,100",95348
1416,"$156,400",92201
1417,"$156,400",96025
1418,"$156,300",95307
1419,"$156,300",96101
1420,"$155,800",93210
1421,"$155,700",95941
1422,"$155,400",96038
1423,"$154,700",95828
1424,"$154,500",92249
1425,"$154,400",95358
1426,"$154,400",96015
1427,"$154,000",92231
1428,"$153,900",93675
1429,"$153,600",95954
1430,"$153,300",95922
1431,"$153,100",92539
1432,"$153,100",95203
1433,"$152,600",93635
1434,"$152,500",96006
1435,"$152,500",96063
1436,"$152,400",95350
1437,"$152,300",95955
1438,"$152,000",93543
1439,"$151,400",96044
1440,"$151,300",95965
1441,"$150,900",93610
1442,"$150,200",95917
1443,"$150,100",93618
1444,"$149,800",92386
1445,"$149,800",93306
1446,"$149,300",92372
1447,"$148,500",95823
1448,"$148,200",93429
1449,"$148,100",92250
1450,"$147,800",93257
1451,"$147,800",93267
1452,"$147,600",92086
1453,"$147,200",93612
1454,"$146,400",95939
1455,"$146,100",91934
1456,"$146,100",95979
1457,"$145,900",92545
1458,"$145,600",92345
1459,"$145,500",92243
1460,"$145,500",93215
1461,"$144,900",95983
1462,"$144,300",95686
1463,"$144,000",92236
1464,"$143,800",95601
1465,"$143,700",93247
1466,"$142,700",92392
1467,"$142,400",95386
1468,"$142,100",95215
1469,"$141,700",93207
1470,"$141,300",95231
1471,"$141,100",92544
1472,"$141,000",93550
1473,"$140,800",96021
1474,"$140,300",95360
1475,"$139,900",95660
1476,"$139,600",93263
1477,"$138,600",92276
1478,"$138,200",93286
1479,"$138,000",92227
1480,"$137,800",92586
1481,"$137,600",95204
1482,"$137,500",93652
1483,"$137,100",92394
1484,"$136,800",92395
1485,"$136,800",93638
1486,"$136,000",93647
1487,"$136,000",93725
1488,"$135,900",96118
1489,"$135,700",92322
1490,"$135,400",95315
1491,"$135,200",96013
1492,"$135,100",93726
1493,"$134,800",95206
1494,"$134,400",92371
1495,"$134,400",96105
1496,"$133,600",95838
1497,"$133,300",92405
1498,"$132,500",96054
1499,"$131,600",95354
1500,"$131,300",93615
1501,"$130,600",91963
1502,"$130,000",92284
1503,"$128,000",93534
1504,"$127,900",93549
1505,"$126,900",93705
1506,"$126,600",96085
1507,"$125,500",93560
1508,"$125,300",96037
1509,"$124,800",93268
1510,"$123,100",93280
1511,"$123,000",92583
1512,"$123,000",93240
1513,"$122,800",95210
1514,"$122,700",95322
1515,"$121,800",92225
1516,"$121,800",93272
1517,"$121,000",92240
1518,"$120,300",93535
1519,"$120,200",93646
1520,"$120,000",95385
1521,"$119,800",93250
1522,"$119,500",92277
1523,"$118,900",93256
1524,"$118,800",93208
1525,"$118,800",93234
1526,"$118,500",93205
1527,"$118,300",92252
1528,"$117,900",95328
1529,"$117,400",93706
1530,"$115,800",95546
1531,"$115,700",93219
1532,"$115,300",93721
1533,"$115,200",93648
1534,"$115,100",93204
1535,"$115,100",93212
1536,"$114,800",93608
1537,"$114,300",95388
1538,"$113,900",93728
1539,"$113,900",96039
1540,"$113,800",92411
1541,"$113,700",93620
1542,"$113,500",92256
1543,"$113,200",95815
1544,"$112,500",92347
1545,"$112,500",95543
1546,"$112,500",96033
1547,"$112,500",96074
1548,"$112,500",96110
1549,"$112,200",93261
1550,"$112,200",96134
1551,"$111,400",95950
1552,"$111,300",92239
1553,"$111,000",93301
1554,"$109,100",92398
1555,"$109,000",93235
1556,"$108,800",95341
1557,"$107,500",93202
1558,"$107,500",93249
1559,"$107,500",93622
1560,"$107,400",92273
1561,"$107,300",95824
1562,"$107,000",93307
1563,"$106,700",95351
1564,"$106,600",93640
1565,"$106,600",93660
1566,"$106,400",92281
1567,"$106,300",93305
1568,"$106,300",93606
1569,"$106,300",96023
1570,"$106,300",96071
1571,"$105,900",93558
1572,"$105,500",93223
1573,"$104,500",95312
1574,"$104,300",93703
1575,"$103,900",93254
1576,"$103,800",93266
1577,"$103,200",92363
1578,"$102,800",92282
1579,"$102,400",95365
1580,"$102,300",95319
1581,"$101,800",92356
1582,"$101,000",93203
1583,"$99,700",93701
1584,"$99,100",92311
1585,"$98,800",93450
1586,"$98,700",93304
1587,"$98,500",95205
1588,"$98,300",93624
1589,"$96,800",95548
1590,"$96,700",93218
1591,"$95,600",93665
1592,"$94,600",92301
1593,"$92,900",92254
1594,"$92,900",96075
1595,"$92,200",92233
1596,"$91,400",92275
1597,"$91,000",93702
1598,"$90,600",93505
1599,"$90,400",95422
1600,"$90,000",95968
1601,"$89,500",93283
1602,"$89,400",93201
1603,"$89,300",93673
1604,"$88,900",93591
1605,"$88,700",92548
1606,"$87,800",93255
1607,"$87,500",93641
1608,"$87,400",95458
1609,"$87,300",93258
1610,"$84,700",92368
1611,"$84,100",93224
1612,"$83,700",93241
1613,"$83,100",92410
1614,"$80,000",95937
1615,"$79,600",95257
1616,"$78,800",93239
1617,"$78,500",92543
1618,"$77,700",92259
1619,"$77,100",92283
1620,"$73,800",92401
1621,"$72,800",96113
1622,"$72,100",92230
1623,"$71,000",92258
1624,"$68,800",92389
1625,"$67,700",93666
1626,"$67,000",93276
1627,"$67,000",93501
1628,"$66,700",93251
1629,"$66,000",92242
1630,"$65,400",92285
1631,"$65,000",96116
1632,"$64,000",93252
1633,"$59,300",93516
1634,"$57,200",92241
1635,"$54,000",93530
1636,"$52,800",93554
1637,"$52,600",92327
1638,"$49,900",92257
1639,"$49,000",93523
1640,"$46,900",93528
1641,"$45,000",93650
1642,"$40,700",92274
1643,"$39,900",93562
1644,"$35,600",93519
1645,"$34,400",95675
1646,"$26,300",92328
1647,"$22,900",92309
1648,"$22,500",96049
1649,"$13,900",91931
1650,"$9,999",95443
