,Median Income 2000,zip
1244,"$32,573",95340
1245,"$32,565",90805
1246,"$32,496",91402
1247,"$32,479",92570
1248,"$32,467",93618
1249,"$32,422",95463
1250,"$32,350",91203
1251,"$32,339",91204
1252,"$32,292",93616
1253,"$32,284",93624
1254,"$32,273",94606
1255,"$32,250",96006
1256,"$32,168",91605
1257,"$32,165",96107
1258,"$32,159",96104
1259,"$32,125",95559
1260,"$32,095",96080
1261,"$32,083",90010
1262,"$31,953",95548
1263,"$31,938",93268
1264,"$31,935",96052
1265,"$31,917",96125
1266,"$31,875",92501
1267,"$31,875",95956
1268,"$31,875",96063
1269,"$31,849",96032
1270,"$31,826",95969
1271,"$31,820",90027
1272,"$31,814",95966
1273,"$31,806",91606
1274,"$31,797",95957
1275,"$31,797",96028
1276,"$31,761",92256
1277,"$31,719",95983
1278,"$31,694",92227
1279,"$31,671",91601
1280,"$31,670",95820
1281,"$31,666",92115
1282,"$31,635",96024
1283,"$31,607",95569
1284,"$31,607",95717
1285,"$31,575",95963
1286,"$31,542",94108
1287,"$31,501",90019
1288,"$31,488",90806
1289,"$31,471",95328
1290,"$31,437",93610
1291,"$31,429",92398
1292,"$31,429",95720
1293,"$31,403",92301
1294,"$31,389",91948
1295,"$31,373",95540
1296,"$31,338",92365
1297,"$31,331",96057
1298,"$31,316",92059
1299,"$31,310",90221
1300,"$31,306",90301
1301,"$31,290",95838
1302,"$31,284",95551
1303,"$31,250",93244
1304,"$31,250",93252
1305,"$31,250",95481
1306,"$31,250",96017
1307,"$31,250",96027
1308,"$31,217",93534
1309,"$31,196",93518
1310,"$31,171",96094
1311,"$31,168",95968
1312,"$31,162",92404
1313,"$31,139",92104
1314,"$31,131",94103
1315,"$31,092",92225
1316,"$31,083",93954
1317,"$31,083",96038
1318,"$31,065",92545
1319,"$31,063",95385
1320,"$31,056",96093
1321,"$31,042",95369
1322,"$31,031",92233
1323,"$30,995",93257
1324,"$30,962",92273
1325,"$30,942",91731
1326,"$30,882",96013
1327,"$30,875",95910
1328,"$30,864",93434
1329,"$30,833",95388
1330,"$30,739",92249
1331,"$30,727",93656
1332,"$30,690",96055
1333,"$30,682",92364
1334,"$30,661",93705
1335,"$30,646",93612
1336,"$30,625",93249
1337,"$30,576",95351
1338,"$30,536",95345
1339,"$30,536",95928
1340,"$30,480",90270
1341,"$30,472",90008
1342,"$30,469",95686
1343,"$30,469",96040
1344,"$30,449",92070
1345,"$30,417",92341
1346,"$30,417",93553
1347,"$30,417",95571
1348,"$30,417",96091
1349,"$30,375",90255
1350,"$30,374",92507
1351,"$30,357",93641
1352,"$30,354",95948
1353,"$30,338",92539
1354,"$30,303",95567
1355,"$30,259",90744
1356,"$30,217",92405
1357,"$30,174",90063
1358,"$30,146",95947
1359,"$30,139",96128
1360,"$30,039",93647
1361,"$30,030",95953
1362,"$30,029",90201
1363,"$30,025",95454
1364,"$30,016",93405
1365,"$30,016",96064
1366,"$29,942",91950
1367,"$29,924",92284
1368,"$29,883",95916
1369,"$29,872",90804
1370,"$29,781",92277
1371,"$29,750",93630
1372,"$29,718",95531
1373,"$29,657",91405
1374,"$29,564",96007
1375,"$29,531",91963
1376,"$29,520",90222
1377,"$29,509",92278
1378,"$29,466",93263
1379,"$29,395",95901
1380,"$29,392",96097
1381,"$29,375",91931
1382,"$29,375",95562
1383,"$29,351",93280
1384,"$29,250",95457
1385,"$29,250",95511
1386,"$29,250",96033
1387,"$29,244",93725
1388,"$29,185",91502
1389,"$29,181",94621
1390,"$29,167",96059
1391,"$29,152",92586
1392,"$29,152",93204
1393,"$29,129",93266
1394,"$29,121",93501
1395,"$29,079",90016
1396,"$29,066",95231
1397,"$29,051",92583
1398,"$29,036",90304
1399,"$29,034",96047
1400,"$29,007",93622
1401,"$28,992",93726
1402,"$28,934",93270
1403,"$28,929",93260
1404,"$28,929",93450
1405,"$28,851",92231
1406,"$28,837",93267
1407,"$28,831",95926
1408,"$28,769",93212
1409,"$28,750",95468
1410,"$28,750",95950
1411,"$28,750",96056
1412,"$28,651",90026
1413,"$28,634",96021
1414,"$28,613",93304
1415,"$28,611",96009
1416,"$28,606",92236
1417,"$28,598",95832
1418,"$28,590",92258
1419,"$28,453",95203
1420,"$28,382",96035
1421,"$28,359",96109
1422,"$28,333",93282
1423,"$28,333",95480
1424,"$28,274",93545
1425,"$28,250",93666
1426,"$28,092",95428
1427,"$28,074",95560
1428,"$28,056",95494
1429,"$28,049",95542
1430,"$27,955",93238
1431,"$27,945",93620
1432,"$27,943",92173
1433,"$27,942",96101
1434,"$27,917",92356
1435,"$27,912",93215
1436,"$27,868",93272
1437,"$27,857",95558
1438,"$27,852",92347
1439,"$27,845",95255
1440,"$27,750",93276
1441,"$27,712",93247
1442,"$27,701",91205
1443,"$27,692",96065
1444,"$27,613",93223
1445,"$27,604",93608
1446,"$27,604",95485
1447,"$27,591",90004
1448,"$27,471",90022
1449,"$27,429",95824
1450,"$27,422",92309
1451,"$27,420",95961
1452,"$27,383",96134
1453,"$27,382",95423
1454,"$27,335",92240
1455,"$27,333",95527
1456,"$27,308",96092
1457,"$27,221",93286
1458,"$27,083",96115
1459,"$26,964",92259
1460,"$26,912",93206
1461,"$26,901",90062
1462,"$26,884",90023
1463,"$26,875",96136
1464,"$26,778",92590
1465,"$26,763",95573
1466,"$26,750",96015
1467,"$26,705",95605
1468,"$26,694",93615
1469,"$26,667",95914
1470,"$26,635",96044
1471,"$26,563",96037
1472,"$26,554",92241
1473,"$26,505",92102
1474,"$26,500",91759
1475,"$26,462",93307
1476,"$26,449",90061
1477,"$26,439",95556
1478,"$26,429",95941
1479,"$26,331",95817
1480,"$26,250",93512
1481,"$26,250",95221
1482,"$26,250",95979
1483,"$26,215",93235
1484,"$26,116",93703
1485,"$26,109",95205
1486,"$26,105",95919
1487,"$26,088",95501
1488,"$26,042",93239
1489,"$25,972",95639
1490,"$25,970",95815
1491,"$25,938",95305
1492,"$25,876",96019
1493,"$25,860",90802
1494,"$25,700",92252
1495,"$25,670",93728
1496,"$25,593",92105
1497,"$25,587",93301
1498,"$25,568",91934
1499,"$25,521",93234
1500,"$25,417",92327
1501,"$25,417",95555
1502,"$25,385",95526
1503,"$25,375",92363
1504,"$25,345",95458
1505,"$25,300",90031
1506,"$25,160",95311
1507,"$25,147",93241
1508,"$25,137",93250
1509,"$25,085",93648
1510,"$25,000",95464
1511,"$24,861",95939
1512,"$24,844",93673
1513,"$24,813",92281
1514,"$24,760",92274
1515,"$24,750",95935
1516,"$24,663",95365
1517,"$24,625",92318
1518,"$24,583",95552
1519,"$24,577",93203
1520,"$24,523",95965
1521,"$24,519",92368
1522,"$24,500",95922
1523,"$24,405",96023
1524,"$24,346",95521
1525,"$24,318",93201
1526,"$24,250",96054
1527,"$24,227",93285
1528,"$24,219",96071
1529,"$24,208",90020
1530,"$24,207",90001
1531,"$24,167",96075
1532,"$24,114",93305
1533,"$24,087",92275
1534,"$23,854",92285
1535,"$23,851",90011
1536,"$23,841",92113
1537,"$23,833",95387
1538,"$23,815",93640
1539,"$23,797",90018
1540,"$23,785",92408
1541,"$23,762",92101
1542,"$23,750",95563
1543,"$23,717",93660
1544,"$23,588",92254
1545,"$23,583",95427
1546,"$23,583",96025
1547,"$23,571",96090
1548,"$23,538",92410
1549,"$23,498",92411
1550,"$23,409",95972
1551,"$23,397",92543
1552,"$23,349",96041
1553,"$23,306",90038
1554,"$23,280",93646
1555,"$23,250",96011
1556,"$23,125",95585
1557,"$23,095",96039
1558,"$22,917",95920
1559,"$22,872",90002
1560,"$22,821",92257
1561,"$22,813",96085
1562,"$22,735",93219
1563,"$22,708",93650
1564,"$22,679",96086
1565,"$22,602",92242
1566,"$22,524",92230
1567,"$22,429",90033
1568,"$22,368",92066
1569,"$22,351",94102
1570,"$22,346",90003
1571,"$22,344",95587
1572,"$22,321",96074
1573,"$22,266",96058
1574,"$22,194",93240
1575,"$22,188",93207
1576,"$22,151",90059
1577,"$22,147",95335
1578,"$22,095",92548
1579,"$22,091",90044
1580,"$22,083",96050
1581,"$22,043",90029
1582,"$22,019",96106
1583,"$22,011",93261
1584,"$21,998",90005
1585,"$21,991",93706
1586,"$21,964",93528
1587,"$21,964",95595
1588,"$21,932",93283
1589,"$21,893",90028
1590,"$21,875",96076
1591,"$21,842",93205
1592,"$21,838",93603
1593,"$21,781",93256
1594,"$21,667",95986
1595,"$21,667",96123
1596,"$21,514",93702
1597,"$21,250",95232
1598,"$21,124",94607
1599,"$21,000",96010
1600,"$20,739",95546
1601,"$20,719",92283
1602,"$20,593",90006
1603,"$20,511",95543
1604,"$20,473",95814
1605,"$20,417",91980
1606,"$20,417",96112
1607,"$20,275",90037
1608,"$20,152",90012
1609,"$20,072",95422
1610,"$20,034",94612
1611,"$20,015",90813
1612,"$19,750",94704
1613,"$19,736",90057
1614,"$19,625",93530
1615,"$19,500",95545
1616,"$18,750",95257
1617,"$18,729",90058
1618,"$18,533",90015
1619,"$17,917",93627
1620,"$17,750",95568
1621,"$17,644",90007
1622,"$17,422",95553
1623,"$17,321",95312
1624,"$17,188",94592
1625,"$17,171",93255
1626,"$17,143",95424
1627,"$17,083",92323
1628,"$17,063",93621
1629,"$16,786",95984
1630,"$16,597",95934
1631,"$16,250",95140
1632,"$16,250",95225
1633,"$15,938",96068
1634,"$15,469",96046
1635,"$14,847",90017
1636,"$14,722",96116
1637,"$14,609",94104
1638,"$14,583",96119
1639,"$14,318",95981
1640,"$14,213",93701
1641,"$14,167",96031
1642,"$13,750",93522
1643,"$13,438",95613
1644,"$13,261",92266
1645,"$13,053",90021
1646,"$12,917",96132
1647,"$12,742",93721
1648,"$12,625",92401
1649,"$12,344",92389
1650,"$12,298",93665
1651,"$12,083",95113
1652,"$11,456",95202
1653,"$9,583",95224
1654,"$8,855",90013
1655,"$8,633",90014
1656,"$8,292",95655
1657,"$6,964",92280
1658,"$2,499",93623
